conversation	sent_id	token_id	token	event1	event2	event3	event4	event5	event6
18	5	5	most	O	O	O	O	O	
18	5	6	comfortable	O	O	O	O	O	
18	5	7	wearing	O	O	B-event	O	O	
18	5	8	your	O	O	I-event	O	O	
18	5	9	clothes	O	O	I-event	O	O	
18	5	10	?	O	O	I-event	O	O	
18	6	1	Early	O	O	B-time	O	O	
18	6	2	in	O	O	I-time	O	O	
18	6	3	the	O	O	I-time	O	O	
18	6	4	morning	O	O	I-time	O	O	
18	6	5	when	O	O	O	O	O	
18	6	6	my	O	O	O	O	O	
18	6	7	joints	O	O	O	O	O	
18	6	8	are	O	O	O	O	O	
18	6	9	less	O	O	O	O	O	
18	6	10	stiff	O	O	O	O	O	
18	6	11	.	O	O	O	O	O	
18	7	1	How	O	O	O	O	O	
18	7	2	do	O	O	O	O	O	
18	7	3	you	O	O	O	O	O	
18	7	4	adapt	O	O	O	O	O	
18	7	5	your	O	O	O	O	O	
18	7	6	routine	O	O	O	O	O	
18	7	7	on	O	O	O	O	O	
18	7	8	days	O	O	O	O	O	
18	7	9	when	O	O	O	O	O	
18	7	10	you	O	O	O	O	O	
18	7	11	experience	O	O	O	O	O	
18	7	12	more	O	O	O	O	O	
18	7	13	pain	O	O	O	O	O	
18	7	14	than	O	O	O	O	O	
18	7	15	usual	O	O	O	O	O	
18	7	16	?	O	O	O	O	O	
18	8	1	I	O	O	O	O	O	
18	8	2	ask	O	O	O	B-event	O	
18	8	3	for	O	O	O	I-event	O	
18	8	4	help	O	O	O	I-event	O	
18	8	5	or	O	O	O	I-event	O	
18	8	6	use	O	O	O	I-event	O	
18	8	7	adaptive	O	O	O	I-event	O	
18	8	8	clothing	O	O	O	I-event	O	
18	8	9	to	O	O	O	O	O	
18	8	10	make	O	O	O	O	O	
18	8	11	it	O	O	O	O	O	
18	8	12	easier	O	O	O	O	O	
18	8	13	.	O	O	O	O	O	
19	1	1	How	O	O	O	O	O	
19	1	2	do	O	O	O	O	O	
19	1	3	you	O	O	O	O	O	
19	1	4	usually	O	O	O	O	O	
19	1	5	start	O	O	O	O	O	
19	1	6	your	O	O	O	O	O	
19	1	7	day	O	O	O	O	O	
19	1	8	,	O	O	O	O	O	
19	1	9	getting	O	O	O	O	O	
19	1	10	dressed	O	O	O	O	O	
19	1	11	or	O	O	O	O	O	
19	1	12	having	O	O	O	O	O	
19	1	13	breakfast	O	O	O	O	O	
19	1	14	first	O	O	O	O	O	
19	1	15	?	O	O	O	O	O	
19	2	1	I	O	O	O	O	O	
19	2	2	always	O	O	O	O	O	
19	2	3	put	B-event	O	O	O	O	
19	2	4	on	I-event	O	O	O	O	
19	2	5	my	I-event	O	O	O	O	
19	2	6	clothes	I-event	O	O	O	O	
19	2	7	first	I-event	O	O	O	O	
19	2	8	,	O	O	O	O	O	
19	2	9	every	B-time	O	O	O	O	
19	2	10	morning	I-time	O	O	O	O	
19	2	11	.	O	O	O	O	O	
19	3	1	When	O	O	O	O	O	
19	3	2	do	O	O	O	O	O	
19	3	3	you	O	O	O	O	O	
19	3	4	change	O	O	O	O	O	
19	3	5	into	O	O	O	O	O	
19	3	6	your	O	O	O	O	O	
19	3	7	pajamas	O	O	O	O	O	
19	3	8	,	O	O	O	O	O	
19	3	9	in	O	O	O	O	O	
19	3	10	the	O	O	O	O	O	
19	3	11	evening	O	O	O	O	O	
19	3	12	or	O	O	O	O	O	
19	3	13	before	O	O	O	O	O	
19	3	14	bed	O	O	O	O	O	
19	3	15	?	O	O	O	O	O	
19	4	1	I	O	O	O	O	O	
19	4	2	change	O	B-event	O	O	O	
19	4	3	into	O	I-event	O	O	O	
19	4	4	my	O	I-event	O	O	O	
19	4	5	pajamas	O	I-event	O	O	O	
19	4	6	right	O	B-time	O	O	O	
19	4	7	before	O	I-time	O	O	O	
19	4	8	falling	O	I-time	O	O	O	
19	4	9	asleep	O	I-time	O	O	O	
19	4	10	.	O	I-time	O	O	O	
19	5	1	That	O	O	O	O	O	
19	5	2	makes	O	O	O	O	O	
19	5	3	sense	O	O	O	O	O	
19	5	4	.	O	O	O	O	O	
19	5	5	It	O	O	O	O	O	
19	5	6	's	O	O	O	O	O	
19	5	7	nice	O	O	O	O	O	
19	5	8	to	O	O	O	O	O	
19	5	9	be	O	O	O	O	O	
19	5	10	comfortable	O	O	O	O	O	
19	5	11	for	O	O	O	O	O	
19	5	12	sleep	O	O	O	O	O	
19	5	13	.	O	O	O	O	O	
19	6	1	Yes	O	O	O	O	O	
19	6	2	,	O	O	O	O	O	
19	6	3	and	O	O	O	O	O	
19	6	4	it	O	O	O	O	O	
19	6	5	also	O	O	O	O	O	
19	6	6	helps	O	O	O	O	O	
19	6	7	me	O	O	O	O	O	
19	6	8	relax	O	O	O	O	O	
19	6	9	before	O	O	O	O	O	
19	6	10	bedtime	O	O	O	O	O	
19	6	11	.	O	O	O	O	O	
19	7	1	Do	O	O	O	O	O	
19	7	2	you	O	O	O	O	O	
19	7	3	have	O	O	O	O	O	
19	7	4	a	O	O	O	O	O	
19	7	5	specific	O	O	O	O	O	
19	7	6	routine	O	O	O	O	O	
19	7	7	for	O	O	O	O	O	
19	7	8	dressing	O	O	O	O	O	
19	7	9	up	O	O	O	O	O	
19	7	10	for	O	O	O	O	O	
19	7	11	different	O	O	O	O	O	
19	7	12	occasions	O	O	O	O	O	
19	7	13	?	O	O	O	O	O	
19	8	1	I	O	O	O	O	O	
19	8	2	do	O	O	O	O	O	
19	8	3	try	O	O	O	O	O	
19	8	4	to	O	O	O	O	O	
19	8	5	match	O	O	O	O	O	
19	8	6	my	O	O	O	O	O	
19	8	7	clothes	O	O	O	O	O	
19	8	8	to	O	O	O	O	O	
19	8	9	the	O	O	O	O	O	
19	8	10	event	O	O	O	O	O	
19	8	11	,	O	O	O	O	O	
19	8	12	helps	O	O	O	O	O	
19	8	13	me	O	O	O	O	O	
19	8	14	feel	O	O	O	O	O	
19	8	15	prepared	O	O	O	O	O	
19	8	16	.	O	O	O	O	O	
19	9	1	That	O	O	O	O	O	
19	9	2	sounds	O	O	O	O	O	
19	9	3	like	O	O	O	O	O	
19	9	4	a	O	O	O	O	O	
19	9	5	good	O	O	O	O	O	
19	9	6	way	O	O	O	O	O	
19	9	7	to	O	O	O	O	O	
19	9	8	start	O	O	O	O	O	
19	9	9	the	O	O	O	O	O	
19	9	10	day	O	O	O	O	O	
19	9	11	-	O	O	O	O	O	
19	9	12	feeling	O	O	O	O	O	
19	9	13	confident	O	O	O	O	O	
19	9	14	and	O	O	O	O	O	
19	9	15	ready	O	O	O	O	O	
19	9	16	.	O	O	O	O	O	
20	1	1	How	O	O	O	O	O	
20	1	2	do	O	O	O	O	O	
20	1	3	you	O	O	O	O	O	
20	1	4	usually	O	O	O	O	O	
20	1	5	start	O	O	O	O	O	
20	1	6	your	O	O	O	O	O	
20	1	7	day	O	O	O	O	O	
20	1	8	,	O	O	O	O	O	
20	1	9	getting	O	O	O	O	O	
20	1	10	dressed	O	O	O	O	O	
20	1	11	?	O	O	O	O	O	
20	2	1	In	B-time	O	O	O	O	
20	2	2	the	I-time	O	O	O	O	
20	2	3	morning	I-time	O	O	O	O	
20	2	4	,	O	O	O	O	O	
20	2	5	I	B-participants	O	O	O	O	
20	2	6	start	O	O	O	O	O	
20	2	7	by	O	O	O	O	O	
20	2	8	picking	B-event	O	O	O	O	
20	2	9	out	I-event	O	O	O	O	
20	2	10	my	I-event	O	O	O	O	
20	2	11	clothes	I-event	O	O	O	O	
20	2	12	from	O	O	O	O	O	
20	2	13	the	B-place	O	O	O	O	
20	2	14	closet	I-place	O	O	O	O	
20	2	15	.	O	O	O	O	O	
20	3	1	Do	O	O	O	O	O	
20	3	2	you	O	O	O	O	O	
20	3	3	find	O	O	O	O	O	
20	3	4	it	O	O	O	O	O	
20	3	5	easy	O	O	O	O	O	
20	3	6	to	O	O	O	O	O	
20	3	7	put	O	O	O	O	O	
20	3	8	on	O	O	O	O	O	
20	3	9	your	O	O	O	O	O	
20	3	10	clothes	O	O	O	O	O	
20	3	11	by	O	O	O	O	O	
20	3	12	yourself	O	O	O	O	O	
20	3	13	?	O	O	O	O	O	
20	4	1	Yes	O	O	O	O	O	
20	4	2	,	O	O	O	O	O	
20	4	3	I	O	O	O	O	O	
20	4	4	can	O	O	O	O	O	
20	4	5	manage	O	O	O	O	O	
20	4	6	to	O	O	O	O	O	
20	4	7	put	O	O	O	O	O	
20	4	8	on	O	O	O	O	O	
20	4	9	my	O	O	O	O	O	
20	4	10	clothes	O	O	O	O	O	
20	4	11	without	O	O	O	O	O	
20	4	12	much	O	O	O	O	O	
20	4	13	help	O	O	O	O	O	
20	4	14	.	O	O	O	O	O	
20	5	1	When	O	O	O	O	O	
20	5	2	do	O	O	O	O	O	
20	5	3	you	O	O	O	O	O	
20	5	4	usually	O	O	O	O	O	
20	5	5	take	O	O	O	O	O	
20	5	6	off	O	O	O	O	O	
20	5	7	your	O	O	O	O	O	
20	5	8	clothes	O	O	O	O	O	
20	5	9	at	O	O	O	O	O	
20	5	10	the	O	O	O	O	O	
20	5	11	end	O	O	O	O	O	
20	5	12	of	O	O	O	O	O	
20	5	13	the	O	O	O	O	O	
20	5	14	day	O	O	O	O	O	
20	5	15	?	O	O	O	O	O	
20	6	1	I	O	B-participants	O	O	O	
20	6	2	usually	O	O	O	O	O	
20	6	3	take	O	B-event	O	O	O	
20	6	4	off	O	I-event	O	O	O	
20	6	5	my	O	I-event	O	O	O	
20	6	6	clothes	O	I-event	O	O	O	
20	6	7	before	O	O	O	O	O	
20	6	8	going	O	O	O	O	O	
20	6	9	to	O	O	O	O	O	
20	6	10	bed	O	O	O	O	O	
20	6	11	in	O	O	O	O	O	
20	6	12	the	O	B-time	O	O	O	
20	6	13	evening	O	I-time	O	O	O	
20	6	14	.	O	I-time	O	O	O	
20	7	1	How	O	O	O	O	O	
20	7	2	do	O	O	O	O	O	
20	7	3	you	O	O	O	O	O	
20	7	4	feel	O	O	O	O	O	
20	7	5	about	O	O	O	O	O	
20	7	6	dressing	O	O	O	O	O	
20	7	7	and	O	O	O	O	O	
20	7	8	undressing	O	O	O	O	O	
20	7	9	on	O	O	O	O	O	
20	7	10	your	O	O	O	O	O	
20	7	11	own	O	O	O	O	O	
20	7	12	?	O	O	O	O	O	
20	8	1	I	O	O	O	O	O	
20	8	2	'm	O	O	O	O	O	
20	8	3	thankful	O	O	O	O	O	
20	8	4	that	O	O	O	O	O	
20	8	5	I	O	O	O	O	O	
20	8	6	can	O	O	O	O	O	
20	8	7	still	O	O	O	O	O	
20	8	8	dress	O	O	O	O	O	
20	8	9	and	O	O	O	O	O	
20	8	10	undress	O	O	O	O	O	
20	8	11	independently	O	O	O	O	O	
20	8	12	.	O	O	O	O	O	
21	1	1	How	O	O	O	O	O	
21	1	2	do	O	O	O	O	O	
21	1	3	you	O	O	O	O	O	
21	1	4	usually	O	O	O	O	O	
21	1	5	start	O	O	O	O	O	
21	1	6	your	O	O	O	O	O	
21	1	7	day	O	O	O	O	O	
21	1	8	,	O	O	O	O	O	
21	1	9	getting	O	O	O	O	O	
21	1	10	dressed	O	O	O	O	O	
21	1	11	?	O	O	O	O	O	
21	2	1	Usually	O	O	O	O	O	
21	2	2	in	B-time	O	O	O	O	
21	2	3	the	I-time	O	O	O	O	
21	2	4	morning	I-time	O	O	O	O	
21	2	5	,	O	O	O	O	O	
21	2	6	I	B-participants	O	O	O	O	
21	2	7	prefer	O	O	O	O	O	
21	2	8	to	O	O	O	O	O	
21	2	9	put	B-event	O	O	O	O	
21	2	10	on	I-event	O	O	O	O	
21	2	11	my	I-event	O	O	O	O	
21	2	12	clothes	I-event	O	O	O	O	
21	2	13	before	O	O	O	O	O	
21	2	14	doing	O	O	O	O	O	
21	2	15	anything	O	O	O	O	O	
21	2	16	else	O	O	O	O	O	
21	2	17	.	O	O	O	O	O	
21	3	1	Do	O	O	O	O	O	
21	3	2	you	O	O	O	O	O	
21	3	3	have	O	O	O	O	O	
21	3	4	any	O	O	O	O	O	
21	3	5	specific	O	O	O	O	O	
21	3	6	routine	O	O	O	O	O	
21	3	7	when	O	O	O	O	O	
21	3	8	putting	O	O	O	O	O	
21	3	9	on	O	O	O	O	O	
21	3	10	your	O	O	O	O	O	
21	3	11	clothes	O	O	O	O	O	
21	3	12	?	O	O	O	O	O	
21	4	1	Yes	O	O	O	O	O	
21	4	2	,	O	O	O	O	O	
21	4	3	I	O	O	O	O	O	
21	4	4	start	O	O	O	O	O	
21	4	5	with	O	O	O	O	O	
21	4	6	the	O	O	O	O	O	
21	4	7	bottom	O	O	O	O	O	
21	4	8	wears	O	O	O	O	O	
21	4	9	first	O	O	O	O	O	
21	4	10	followed	O	O	O	O	O	
21	4	11	by	O	O	O	O	O	
21	4	12	the	O	O	O	O	O	
21	4	13	top	O	O	O	O	O	
21	4	14	and	O	O	O	O	O	
21	4	15	then	O	O	O	O	O	
21	4	16	socks	O	O	O	O	O	
21	4	17	and	O	O	O	O	O	
21	4	18	shoes	O	O	O	O	O	
21	4	19	.	O	O	O	O	O	
21	5	1	That	O	O	O	O	O	
21	5	2	sounds	O	O	O	O	O	
21	5	3	organized	O	O	O	O	O	
21	5	4	.	O	O	O	O	O	
21	5	5	And	O	O	O	O	O	
21	5	6	how	O	O	O	O	O	
21	5	7	about	O	O	O	O	O	
21	5	8	when	O	O	O	O	O	
21	5	9	it	O	O	O	O	O	
21	5	10	's	O	O	O	O	O	
21	5	11	time	O	O	O	O	O	
21	5	12	to	O	O	O	O	O	
21	5	13	take	O	O	O	O	O	
21	5	14	off	O	O	O	O	O	
21	5	15	your	O	O	O	O	O	
21	5	16	clothes	O	O	O	O	O	
21	5	17	?	O	O	O	O	O	
21	6	1	I	O	B-participants	O	O	O	
21	6	2	usually	O	O	O	O	O	
21	6	3	take	O	B-event	O	O	O	
21	6	4	off	O	I-event	O	O	O	
21	6	5	my	O	I-event	O	O	O	
21	6	6	clothes	O	I-event	O	O	O	
21	6	7	before	O	O	O	O	O	
21	6	8	getting	O	O	O	O	O	
21	6	9	into	O	O	O	O	O	
21	6	10	bed	O	O	O	O	O	
21	6	11	at	O	B-time	O	O	O	
21	6	12	night	O	I-time	O	O	O	
21	6	13	.	O	I-time	O	O	O	
21	7	1	Is	O	O	O	O	O	
21	7	2	there	O	O	O	O	O	
21	7	3	anything	O	O	O	O	O	
21	7	4	special	O	O	O	O	O	
21	7	5	you	O	O	O	O	O	
21	7	6	do	O	O	O	O	O	
21	7	7	before	O	O	O	O	O	
21	7	8	going	O	O	O	O	O	
21	7	9	through	O	O	O	O	O	
21	7	10	this	O	O	O	O	O	
21	7	11	routine	O	O	O	O	O	
21	7	12	?	O	O	O	O	O	
21	8	1	I	O	O	O	O	O	
21	8	2	always	O	O	O	O	O	
21	8	3	make	O	O	O	O	O	
21	8	4	sure	O	O	O	O	O	
21	8	5	to	O	O	O	O	O	
21	8	6	choose	O	O	O	O	O	
21	8	7	comfortable	O	O	O	O	O	
21	8	8	clothes	O	O	O	O	O	
21	8	9	that	O	O	O	O	O	
21	8	10	are	O	O	O	O	O	
21	8	11	easy	O	O	O	O	O	
21	8	12	to	O	O	O	O	O	
21	8	13	put	O	O	O	O	O	
21	8	14	on	O	O	O	O	O	
21	8	15	and	O	O	O	O	O	
21	8	16	take	O	O	O	O	O	
21	8	17	off	O	O	O	O	O	
21	8	18	.	O	O	O	O	O	
22	1	1	How	O	O	O	O	O	
22	1	2	are	O	O	O	O	O	
22	1	3	you	O	O	O	O	O	
22	1	4	managing	O	O	O	O	O	
22	1	5	your	O	O	O	O	O	
22	1	6	meals	O	O	O	O	O	
22	1	7	recently	O	O	O	O	O	
22	1	8	?	O	O	O	O	O	
22	2	1	I	O	O	O	O	O	
22	2	2	eat	B-event	O	O	O	O	
22	2	3	around	B-time	O	O	O	O	
22	2	4	noon	I-time	O	O	O	O	
22	2	5	every	I-time	O	O	O	O	
22	2	6	day	I-time	O	O	O	O	
22	2	7	after	O	O	O	O	O	
22	2	8	slicing	O	O	O	O	O	
22	2	9	the	O	O	O	O	O	
22	2	10	food	O	O	O	O	O	
22	2	11	into	O	O	O	O	O	
22	2	12	small	O	O	O	O	O	
22	2	13	pieces	O	O	O	O	O	
22	2	14	and	O	O	O	O	O	
22	2	15	using	O	O	O	O	O	
22	2	16	a	O	O	O	O	O	
22	2	17	fork	O	O	O	O	O	
22	2	18	.	O	O	O	O	O	
22	3	1	That	O	O	O	O	O	
22	3	2	's	O	O	O	O	O	
22	3	3	good	O	O	O	O	O	
22	3	4	.	O	O	O	O	O	
22	3	5	And	O	O	O	O	O	
22	3	6	how	O	O	O	O	O	
22	3	7	about	O	O	O	O	O	
22	3	8	dressing	O	B-event	O	O	O	
22	3	9	up	O	I-event	O	O	O	
22	3	10	in	O	B-time	O	O	O	
22	3	11	the	O	I-time	O	O	O	
22	3	12	morning	O	I-time	O	O	O	
22	3	13	?	O	O	O	O	O	
22	4	1	I	O	O	O	O	O	
22	4	2	usually	O	O	O	O	O	
22	4	3	make	O	O	O	O	O	
22	4	4	sure	O	O	O	O	O	
22	4	5	to	O	O	O	O	O	
22	4	6	put	O	O	O	O	O	
22	4	7	on	O	O	O	O	O	
22	4	8	clean	O	O	O	O	O	
22	4	9	clothes	O	O	O	O	O	
22	4	10	and	O	O	O	O	O	
22	4	11	slip	O	O	O	O	O	
22	4	12	into	O	O	O	O	O	
22	4	13	my	O	O	O	O	O	
22	4	14	shoes	O	O	O	O	O	
22	4	15	before	O	O	O	O	O	
22	4	16	heading	O	O	O	O	O	
22	4	17	out	O	O	O	O	O	
22	4	18	.	O	O	O	O	O	
22	5	1	It	O	O	O	O	O	
22	5	2	's	O	O	O	O	O	
22	5	3	important	O	O	O	O	O	
22	5	4	to	O	O	O	O	O	
22	5	5	stay	O	O	O	O	O	
22	5	6	clean	O	O	O	O	O	
22	5	7	.	O	O	O	O	O	
22	5	8	What	O	O	O	O	O	
22	5	9	about	O	O	O	O	O	
22	5	10	taking	O	O	B-event	O	O	
22	5	11	showers	O	O	I-event	O	O	
22	5	12	?	O	O	O	O	O	
22	6	1	I	O	O	O	O	O	
22	6	2	take	O	O	O	O	O	
22	6	3	a	O	O	O	O	O	
22	6	4	shower	O	O	O	O	O	
22	6	5	every	O	O	B-time	O	O	
22	6	6	other	O	O	I-time	O	O	
22	6	7	day	O	O	I-time	O	O	
22	6	8	to	O	O	O	O	O	
22	6	9	keep	O	O	O	O	O	
22	6	10	myself	O	O	O	O	O	
22	6	11	refreshed	O	O	O	O	O	
22	6	12	and	O	O	O	O	O	
22	6	13	clean	O	O	O	O	O	
22	6	14	.	O	O	O	O	O	
22	7	1	That	O	O	O	O	O	
22	7	2	's	O	O	O	O	O	
22	7	3	great	O	O	O	O	O	
22	7	4	to	O	O	O	O	O	
22	7	5	hear	O	O	O	O	O	
22	7	6	.	O	O	O	O	O	
22	7	7	Do	O	O	O	O	O	
22	7	8	you	O	O	O	O	O	
22	7	9	have	O	O	O	O	O	
22	7	10	any	O	O	O	O	O	
22	7	11	reminders	O	O	O	O	O	
22	7	12	to	O	O	O	O	O	
22	7	13	help	O	O	O	O	O	
22	7	14	you	O	O	O	O	O	
22	7	15	take	O	O	O	O	O	
22	7	16	care	O	O	O	O	O	
22	7	17	of	O	O	O	O	O	
22	7	18	yourself	O	O	O	O	O	
22	7	19	?	O	O	O	O	O	
22	8	1	Yes	O	O	O	O	O	
22	8	2	,	O	O	O	O	O	
22	8	3	I	O	O	O	O	O	
22	8	4	have	O	O	O	O	O	
22	8	5	a	O	O	O	O	O	
22	8	6	daily	O	O	O	O	O	
22	8	7	routine	O	O	O	O	O	
22	8	8	written	O	O	O	O	O	
22	8	9	down	O	O	O	O	O	
22	8	10	to	O	O	O	O	O	
22	8	11	ensure	O	O	O	O	O	
22	8	12	I	O	O	O	O	O	
22	8	13	do	O	O	O	O	O	
22	8	14	n't	O	O	O	O	O	
22	8	15	miss	O	O	O	O	O	
22	8	16	any	O	O	O	O	O	
22	8	17	self	O	O	O	O	O	
22	8	18	-	O	O	O	O	O	
22	8	19	care	O	O	O	O	O	
22	8	20	activities	O	O	O	O	O	
22	8	21	.	O	O	O	O	O	
22	9	1	That	O	O	O	O	O	
22	9	2	's	O	O	O	O	O	
22	9	3	very	O	O	O	O	O	
22	9	4	organized	O	O	O	O	O	
22	9	5	of	O	O	O	O	O	
22	9	6	you	O	O	O	O	O	
22	9	7	.	O	O	O	O	O	
22	9	8	Is	O	O	O	O	O	
22	9	9	there	O	O	O	O	O	
23	1	1	How	O	O	O	O	O	
23	1	2	do	O	O	O	O	O	
23	1	3	you	O	O	O	O	O	
23	1	4	usually	O	O	O	O	O	
23	1	5	prepare	O	O	O	O	O	
23	1	6	your	O	O	O	O	O	
23	1	7	meals	O	O	O	O	O	
23	1	8	,	O	O	O	O	O	
23	1	9	if	O	O	O	O	O	
23	1	10	you	O	O	O	O	O	
23	1	11	do	O	O	O	O	O	
23	1	12	n't	O	O	O	O	O	
23	1	13	mind	O	O	O	O	O	
23	1	14	me	O	O	O	O	O	
23	1	15	asking	O	O	O	O	O	
23	1	16	?	O	O	O	O	O	
23	2	1	I	O	O	O	O	O	
23	2	2	usually	O	O	O	O	O	
23	2	3	eat	B-event	O	O	O	O	
23	2	4	breakfast	I-event	O	O	O	O	
23	2	5	around	B-time	O	O	O	O	
23	2	6	8:00	I-time	O	O	O	O	
23	2	7	AM	I-time	O	O	O	O	
23	2	8	in	B-place	O	O	O	O	
23	2	9	my	I-place	O	O	O	O	
23	2	10	kitchen	I-place	O	O	O	O	
23	2	11	.	O	O	O	O	O	
23	3	1	Oh	O	O	O	O	O	
23	3	2	,	O	O	O	O	O	
23	3	3	that	O	O	O	O	O	
23	3	4	's	O	O	O	O	O	
23	3	5	a	O	O	O	O	O	
23	3	6	nice	O	O	O	O	O	
23	3	7	routine	O	O	O	O	O	
23	3	8	.	O	O	O	O	O	
23	3	9	Do	O	O	O	O	O	
23	3	10	you	O	O	O	O	O	
23	3	11	ever	O	O	O	O	O	
23	3	12	need	O	O	O	O	O	
23	3	13	help	O	O	O	O	O	
23	3	14	with	O	O	O	O	O	
23	3	15	cutting	O	O	O	O	O	
23	3	16	up	O	O	O	O	O	
23	3	17	your	O	O	O	O	O	
23	3	18	food	O	O	O	O	O	
23	3	19	?	O	O	O	O	O	
23	4	1	Not	O	O	O	O	O	
23	4	2	really	O	O	O	O	O	
23	4	3	.	O	O	O	O	O	
23	4	4	I	O	O	O	O	O	
23	4	5	use	O	O	O	O	O	
23	4	6	a	O	O	O	O	O	
23	4	7	special	O	O	O	O	O	
23	4	8	knife	O	O	O	O	O	
23	4	9	that	O	O	O	O	O	
23	4	10	makes	O	O	O	O	O	
23	4	11	it	O	O	O	O	O	
23	4	12	easier	O	O	O	O	O	
23	4	13	for	O	O	O	O	O	
23	4	14	me	O	O	O	O	O	
23	4	15	.	O	O	O	O	O	
23	5	1	That	O	O	O	O	O	
23	5	2	's	O	O	O	O	O	
23	5	3	great	O	O	O	O	O	
23	5	4	!	O	O	O	O	O	
23	5	5	Do	O	O	O	O	O	
23	5	6	you	O	O	O	O	O	
23	5	7	have	O	O	O	O	O	
23	5	8	any	O	O	O	O	O	
23	5	9	preferences	O	O	O	O	O	
23	5	10	for	O	O	O	O	O	
23	5	11	breakfast	O	O	O	O	O	
23	5	12	?	O	O	O	O	O	
23	6	1	I	O	O	O	O	O	
23	6	2	like	O	O	O	O	O	
23	6	3	having	O	O	O	O	O	
23	6	4	oatmeal	O	O	O	O	O	
23	6	5	with	O	O	O	O	O	
23	6	6	berries	O	O	O	O	O	
23	6	7	and	O	O	O	O	O	
23	6	8	a	O	O	O	O	O	
23	6	9	cup	O	O	O	O	O	
23	6	10	of	O	O	O	O	O	
23	6	11	tea	O	O	O	O	O	
23	6	12	.	O	O	O	O	O	
23	7	1	Sounds	O	O	O	O	O	
23	7	2	healthy	O	O	O	O	O	
23	7	3	!	O	O	O	O	O	
23	7	4	How	O	O	O	O	O	
23	7	5	do	O	O	O	O	O	
23	7	6	you	O	O	O	O	O	
23	7	7	feel	O	O	O	O	O	
23	7	8	after	O	O	O	O	O	
23	7	9	having	O	O	O	O	O	
23	7	10	your	O	O	O	O	O	
23	7	11	breakfast	O	O	O	O	O	
23	7	12	?	O	O	O	O	O	
23	8	1	I	O	O	O	O	O	
23	8	2	feel	O	O	O	O	O	
23	8	3	energized	O	O	O	O	O	
23	8	4	and	O	O	O	O	O	
23	8	5	ready	O	O	O	O	O	
23	8	6	to	O	O	O	O	O	
23	8	7	start	O	O	O	O	O	
23	8	8	my	O	O	O	O	O	
23	8	9	day	O	O	O	O	O	
23	8	10	.	O	O	O	O	O	
24	1	1	When	O	O	O	O	O	
24	1	2	do	O	O	O	O	O	
24	1	3	you	O	O	O	O	O	
24	1	4	usually	O	O	O	O	O	
24	1	5	have	O	O	O	O	O	
24	1	6	your	O	O	O	O	O	
24	1	7	meals	O	O	O	O	O	
24	1	8	during	O	O	O	O	O	
24	1	9	the	O	O	O	O	O	
24	1	10	day	O	O	O	O	O	
24	1	11	?	O	O	O	O	O	
24	2	1	I	O	O	O	O	O	
24	2	2	have	B-event	O	O	O	O	
24	2	3	my	O	O	O	O	O	
24	2	4	breakfast	I-event	O	O	O	O	
24	2	5	around	B-time	O	O	O	O	
24	2	6	8	I-time	O	O	O	O	
24	2	7	in	I-time	O	O	O	O	
24	2	8	the	I-time	O	O	O	O	
24	2	9	morning	I-time	O	O	O	O	
24	2	10	,	O	O	O	O	O	
24	2	11	lunch	O	B-event	O	O	O	
24	2	12	at	O	B-time	O	O	O	
24	2	13	12:30	O	I-time	O	O	O	
24	2	14	,	O	O	O	O	O	
24	2	15	and	O	O	O	O	O	
24	2	16	dinner	O	O	B-event	O	O	
24	2	17	by	O	O	B-time	O	O	
24	2	18	6:30	O	O	I-time	O	O	
24	2	19	.	O	O	O	O	O	
24	3	1	How	O	O	O	O	O	
24	3	2	do	O	O	O	O	O	
24	3	3	you	O	O	O	O	O	
24	3	4	manage	O	O	O	O	O	
24	3	5	cutting	O	O	O	O	O	
24	3	6	your	O	O	O	O	O	
24	3	7	food	O	O	O	O	O	
24	3	8	into	O	O	O	O	O	
24	3	9	pieces	O	O	O	O	O	
24	3	10	at	O	O	O	O	O	
24	3	11	mealtime	O	O	O	O	O	
24	3	12	?	O	O	O	O	O	
24	4	1	I	O	O	O	O	O	
24	4	2	use	O	O	O	O	O	
24	4	3	a	O	O	O	O	O	
24	4	4	knife	O	O	O	O	O	
24	4	5	and	O	O	O	O	O	
24	4	6	fork	O	O	O	O	O	
24	4	7	.	O	O	O	O	O	
24	4	8	It	O	O	O	O	O	
24	4	9	takes	O	O	O	O	O	
24	4	10	me	O	O	O	O	O	
24	4	11	a	O	O	O	O	O	
24	4	12	bit	O	O	O	O	O	
24	4	13	longer	O	O	O	O	O	
24	4	14	now	O	O	O	O	O	
24	4	15	,	O	O	O	O	O	
24	4	16	but	O	O	O	O	O	
24	4	17	I	O	O	O	O	O	
24	4	18	manage	O	O	O	O	O	
24	4	19	fine	O	O	O	O	O	
24	4	20	.	O	O	O	O	O	
24	5	1	That	O	O	O	O	O	
24	5	2	's	O	O	O	O	O	
24	5	3	good	O	O	O	O	O	
24	5	4	to	O	O	O	O	O	
24	5	5	hear	O	O	O	O	O	
24	5	6	.	O	O	O	O	O	
24	5	7	How	O	O	O	O	O	
24	5	8	about	O	O	O	O	O	
24	5	9	using	O	O	O	O	O	
24	5	10	utensils	O	O	O	O	O	
24	5	11	,	O	O	O	O	O	
24	5	12	do	O	O	O	O	O	
24	5	13	you	O	O	O	O	O	
24	5	14	find	O	O	O	O	O	
24	5	15	it	O	O	O	O	O	
24	5	16	easy	O	O	O	O	O	
