conversation	sent_id	token_id	token	event1	event2	event3	event4	event5	event6	event7	event8
19	1	1	How	O	O	O	O	O			
19	1	2	do	O	O	O	O	O			
19	1	3	you	O	O	O	O	O			
19	1	4	usually	O	O	O	O	O			
19	1	5	go	O	O	O	O	O			
19	1	6	about	O	O	O	O	O			
19	1	7	your	O	O	O	O	O			
19	1	8	morning	B-time	O	O	O	O			
19	1	9	routine	O	O	O	O	O			
19	1	10	,	O	O	O	O	O			
19	1	11	getting	O	O	O	O	O			
19	1	12	ready	O	O	O	O	O			
19	1	13	for	O	O	O	O	O			
19	1	14	the	O	O	O	O	O			
19	1	15	day	O	O	O	O	O			
19	1	16	?	O	O	O	O	O			
19	2	1	I	O	O	O	O	O			
19	2	2	start	O	O	O	O	O			
19	2	3	with	O	O	O	O	O			
19	2	4	getting	B-event	O	O	O	O			
19	2	5	out	I-event	O	O	O	O			
19	2	6	of	I-event	O	O	O	O			
19	2	7	bed	I-event	O	O	O	O			
19	2	8	,	O	O	O	O	O			
19	2	9	then	O	O	O	O	O			
19	2	10	brush	O	B-event	O	O	O			
19	2	11	my	O	I-event	O	O	O			
19	2	12	teeth	O	I-event	O	O	O			
19	2	13	and	O	I-event	O	O	O			
19	2	14	wash	O	I-event	O	O	O			
19	2	15	my	O	I-event	O	O	O			
19	2	16	face	O	I-event	O	O	O			
19	2	17	.	O	O	O	O	O			
19	3	1	And	O	O	O	O	O			
19	3	2	after	O	O	O	O	O			
19	3	3	that	O	O	O	O	O			
19	3	4	,	O	O	O	O	O			
19	3	5	do	O	O	O	O	O			
19	3	6	you	O	O	O	O	O			
19	3	7	have	O	O	O	O	O			
19	3	8	a	O	O	O	O	O			
19	3	9	specific	O	O	O	O	O			
19	3	10	breakfast	O	O	O	O	O			
19	3	11	routine	O	O	O	O	O			
19	3	12	you	O	O	O	O	O			
19	3	13	follow	O	O	O	O	O			
19	3	14	?	O	O	O	O	O			
19	4	1	Yes	O	O	O	O	O			
19	4	2	,	O	O	O	O	O			
19	4	3	I	O	O	O	O	O			
19	4	4	usually	O	O	B-event	O	O			
19	4	5	have	O	O	I-event	O	O			
19	4	6	a	O	O	I-event	O	O			
19	4	7	cup	O	O	I-event	O	O			
19	4	8	of	O	O	I-event	O	O			
19	4	9	tea	O	O	I-event	O	O			
19	4	10	,	O	O	I-event	O	O			
19	4	11	toast	O	O	I-event	O	O			
19	4	12	,	O	O	I-event	O	O			
19	4	13	and	O	O	I-event	O	O			
19	4	14	some	O	O	I-event	O	O			
19	4	15	fruits	O	O	I-event	O	O			
19	4	16	for	O	O	I-event	O	O			
19	4	17	breakfast	O	O	I-event	O	O			
19	4	18	.	O	O	I-event	O	O			
19	5	1	When	O	O	O	O	O			
19	5	2	do	O	O	O	O	O			
19	5	3	you	O	O	O	O	O			
19	5	4	usually	O	O	O	O	O			
19	5	5	take	O	O	O	O	O			
19	5	6	a	O	O	O	O	O			
19	5	7	shower	O	O	O	O	O			
19	5	8	during	O	O	O	O	O			
19	5	9	the	O	O	O	O	O			
19	5	10	day	O	O	O	O	O			
19	5	11	?	O	O	O	O	O			
19	6	1	I	O	O	O	O	O			
19	6	2	prefer	O	O	O	O	O			
19	6	3	to	O	O	O	O	O			
19	6	4	take	O	O	O	B-event	O			
19	6	5	a	O	O	O	I-event	O			
19	6	6	shower	O	O	O	I-event	O			
19	6	7	in	O	O	O	I-event	O			
19	6	8	the	O	O	O	I-time	O			
19	6	9	evening	O	O	O	I-time	O			
19	6	10	before	O	O	O	I-time	O			
19	6	11	going	O	O	O	I-time	O			
19	6	12	to	O	O	O	I-time	O			
19	6	13	bed	O	O	O	I-time	O			
19	6	14	.	O	O	O	I-time	O			
19	7	1	How	O	O	O	O	O			
19	7	2	about	O	O	O	O	O			
19	7	3	making	O	O	O	O	O			
19	7	4	sure	O	O	O	O	O			
19	7	5	you	O	O	O	O	O			
19	7	6	stay	O	O	O	O	O			
19	7	7	hydrated	O	O	O	O	O			
19	7	8	throughout	O	O	O	O	O			
19	7	9	the	O	O	O	O	O			
19	7	10	day	O	O	O	O	O			
19	7	11	?	O	O	O	O	O			
19	8	1	I	O	O	O	O	O			
19	8	2	keep	O	O	O	O	O			
19	8	3	a	O	O	O	O	O			
19	8	4	water	O	O	O	O	O			
19	8	5	bottle	O	O	O	O	O			
19	8	6	with	O	O	O	O	O			
19	8	7	me	O	O	O	O	O			
19	8	8	all	O	O	O	O	B-time			
19	8	9	the	O	O	O	O	I-time			
19	8	10	time	O	O	O	O	I-time			
19	8	11	to	O	O	O	O	O			
19	8	12	drink	O	O	O	O	B-event			
19	8	13	water	O	O	O	O	I-event			
19	8	14	frequently	O	O	O	O	I-event			
19	8	15	.	O	O	O	O	O			
19	9	1	Do	O	O	O	O	O			
19	9	2	you	O	O	O	O	O			
19	9	3	have	O	O	O	O	O			
19	9	4	a	O	O	O	O	O			
19	9	5	particular	O	O	O	O	O			
19	9	6	time	O	O	O	O	O			
19	9	7	for	O	O	O	O	O			
19	9	8	taking	O	O	O	O	O			
19	9	9	your	O	O	O	O	O			
19	9	10	medication	O	O	O	O	O			
19	9	11	or	O	O	O	O	O			
19	9	12	any	O	O	O	O	O			
19	9	13	other	O	O	O	O	O			
19	9	14	health	O	O	O	O	O			
19	9	15	routines	O	O	O	O	O			
19	9	16	?	O	O	O	O	O			
20	1	1	Do	O	O	O	O	O			
20	1	2	you	O	O	O	O	O			
20	1	3	have	O	O	O	O	O			
20	1	4	a	O	O	O	O	O			
20	1	5	specific	O	O	O	O	O			
20	1	6	time	O	O	O	O	O			
20	1	7	for	O	O	O	O	O			
20	1	8	your	O	O	O	O	O			
20	1	9	morning	O	O	O	O	O			
20	1	10	routine	O	O	O	O	O			
20	1	11	every	O	O	O	O	O			
20	1	12	day	O	O	O	O	O			
20	1	13	?	O	O	O	O	O			
20	2	1	Yes	O	O	O	O	O			
20	2	2	,	O	O	O	O	O			
20	2	3	I	O	O	O	O	O			
20	2	4	usually	O	O	O	O	O			
20	2	5	wash	B-event	O	O	O	O			
20	2	6	and	O	O	O	O	O			
20	2	7	bathe	I-event	O	O	O	O			
20	2	8	in	B-time	O	O	O	O			
20	2	9	the	I-time	O	O	O	O			
20	2	10	morning	I-time	O	O	O	O			
20	2	11	after	I-time	O	O	O	O			
20	2	12	waking	I-time	O	O	O	O			
20	2	13	up	I-time	O	O	O	O			
20	2	14	.	O	O	O	O	O			
20	3	1	How	O	O	O	O	O			
20	3	2	about	O	O	O	O	O			
20	3	3	taking	O	O	O	O	O			
20	3	4	care	O	O	O	O	O			
20	3	5	of	O	O	O	O	O			
20	3	6	your	O	O	O	O	O			
20	3	7	teeth	O	O	O	O	O			
20	3	8	?	O	O	O	O	O			
20	4	1	I	O	O	O	O	O			
20	4	2	brush	O	B-event	O	O	O			
20	4	3	my	O	I-event	O	O	O			
20	4	4	teeth	O	I-event	O	O	O			
20	4	5	twice	O	B-time	O	O	O			
20	4	6	a	O	I-time	O	O	O			
20	4	7	day	O	I-time	O	O	O			
20	4	8	,	O	O	O	O	O			
20	4	9	after	O	I-time	O	O	O			
20	4	10	breakfast	O	I-time	O	O	O			
20	4	11	and	O	I-time	O	O	O			
20	4	12	before	O	I-time	O	O	O			
20	4	13	bed	O	I-time	O	O	O			
20	4	14	.	O	I-time	O	O	O			
20	5	1	How	O	O	O	O	O			
20	5	2	do	O	O	O	O	O			
20	5	3	you	O	O	O	O	O			
20	5	4	ensure	O	O	O	O	O			
20	5	5	you	O	O	O	O	O			
20	5	6	have	O	O	O	O	O			
20	5	7	healthy	O	O	O	O	O			
20	5	8	meals	O	O	O	O	O			
20	5	9	throughout	O	O	O	O	O			
20	5	10	the	O	O	O	O	O			
20	5	11	day	O	O	O	O	O			
20	5	12	?	O	O	O	O	O			
20	6	1	I	O	O	O	O	O			
20	6	2	make	O	O	O	O	O			
20	6	3	sure	O	O	O	O	O			
20	6	4	to	O	O	O	O	O			
20	6	5	have	O	O	B-event	O	O			
20	6	6	balanced	O	O	I-event	O	O			
20	6	7	meals	O	O	I-event	O	O			
20	6	8	with	O	O	I-event	O	O			
20	6	9	fruits	O	O	I-event	O	O			
20	6	10	and	O	O	I-event	O	O			
20	6	11	vegetables	O	O	I-event	O	O			
20	6	12	.	O	O	O	O	O			
20	7	1	What	O	O	O	O	O			
20	7	2	about	O	O	O	O	O			
20	7	3	getting	O	O	O	O	O			
20	7	4	some	O	O	O	O	O			
20	7	5	fresh	O	O	O	O	O			
20	7	6	air	O	O	O	O	O			
20	7	7	and	O	O	O	O	O			
20	7	8	exercise	O	O	O	O	O			
20	7	9	?	O	O	O	O	O			
20	8	1	I	O	O	O	O	O			
20	8	2	take	O	O	O	B-event	O			
20	8	3	short	O	O	O	I-event	O			
20	8	4	walks	O	O	O	I-event	O			
20	8	5	in	O	O	O	B-place	O			
20	8	6	the	O	O	O	I-place	O			
20	8	7	garden	O	O	O	I-place	O			
20	8	8	every	O	O	O	B-time	O			
20	8	9	evening	O	O	O	I-time	O			
20	8	10	for	O	O	O	O	O			
20	8	11	some	O	O	O	O	O			
20	8	12	exercise	O	O	O	O	O			
20	8	13	.	O	O	O	O	O			
20	9	1	That	O	O	O	O	O			
20	9	2	sounds	O	O	O	O	O			
20	9	3	great	O	O	O	O	O			
20	9	4	for	O	O	O	O	O			
20	9	5	your	O	O	O	O	O			
20	9	6	wellbeing	O	O	O	O	O			
20	9	7	.	O	O	O	O	O			
20	9	8	Do	O	O	O	O	O			
20	9	9	you	O	O	O	O	O			
20	9	10	feel	O	O	O	O	O			
20	9	11	these	O	O	O	O	O			
20	9	12	routines	O	O	O	O	O			
20	9	13	help	O	O	O	O	O			
20	9	14	you	O	O	O	O	O			
20	9	15	feel	O	O	O	O	O			
20	9	16	better	O	O	O	O	O			
20	9	17	overall	O	O	O	O	O			
20	9	18	?	O	O	O	O	O			
20	10	1	Definitely	O	O	O	O	O			
20	10	2	,	O	O	O	O	O			
20	10	3	they	O	O	O	O	O			
20	10	4	keep	O	O	O	O	O			
20	10	5	me	O	O	O	O	O			
20	10	6	energetic	O	O	O	O	O			
20	10	7	and	O	O	O	O	O			
20	10	8	healthy	O	O	O	O	O			
20	10	9	.	O	O	O	O	O			
21	1	1	How	O	O	O	O	O			
21	1	2	have	O	O	O	O	O			
21	1	3	you	O	O	O	O	O			
21	1	4	been	O	O	O	O	O			
21	1	5	feeling	O	O	O	O	O			
21	1	6	lately	O	O	O	O	O			
21	1	7	with	O	O	O	O	O			
21	1	8	your	O	O	O	O	O			
21	1	9	daily	O	O	O	O	O			
21	1	10	self	O	O	O	O	O			
21	1	11	-	O	O	O	O	O			
21	1	12	care	O	O	O	O	O			
21	1	13	routine	O	O	O	O	O			
21	1	14	?	O	O	O	O	O			
21	2	1	I	O	O	O	O	O			
21	2	2	've	O	O	O	O	O			
21	2	3	been	O	O	O	O	O			
21	2	4	managing	O	O	O	O	O			
21	2	5	well	O	O	O	O	O			
21	2	6	most	O	O	O	O	O			
21	2	7	days	O	O	O	O	O			
21	2	8	,	O	O	O	O	O			
21	2	9	but	O	O	O	O	O			
21	2	10	sometimes	O	O	O	O	O			
21	2	11	I	O	O	O	O	O			
21	2	12	struggle	O	O	O	O	O			
21	2	13	with	O	O	O	O	O			
21	2	14	toileting	B-event	O	O	O	O			
21	2	15	.	O	O	O	O	O			
21	3	1	When	O	O	O	O	O			
21	3	2	do	O	O	O	O	O			
21	3	3	you	O	O	O	O	O			
21	3	4	usually	O	O	O	O	O			
21	3	5	face	O	O	O	O	O			
21	3	6	difficulties	O	O	O	O	O			
21	3	7	with	O	O	O	O	O			
21	3	8	toileting	O	O	O	O	O			
21	3	9	?	O	O	O	O	O			
21	4	1	It	O	O	O	O	O			
21	4	2	's	O	O	O	O	O			
21	4	3	mostly	O	O	O	O	O			
21	4	4	in	B-time	O	O	O	O			
21	4	5	the	I-time	O	O	O	O			
21	4	6	mornings	I-time	O	O	O	O			
21	4	7	,	O	O	O	O	O			
21	4	8	when	O	O	O	O	O			
21	4	9	my	O	O	O	O	O			
21	4	10	joints	O	O	O	O	O			
21	4	11	are	O	O	O	O	O			
21	4	12	more	O	O	O	O	O			
21	4	13	stiff	O	O	O	O	O			
21	4	14	.	O	O	O	O	O			
21	5	1	Have	O	O	O	O	O			
21	5	2	you	O	O	O	O	O			
21	5	3	considered	O	O	O	O	O			
21	5	4	any	O	O	O	O	O			
21	5	5	assistive	O	O	O	O	O			
21	5	6	devices	O	O	O	O	O			
21	5	7	or	O	O	O	O	O			
21	5	8	techniques	O	O	O	O	O			
21	5	9	to	O	O	O	O	O			
21	5	10	help	O	O	O	O	O			
21	5	11	with	O	O	O	O	O			
21	5	12	that	O	O	O	O	O			
21	5	13	?	O	O	O	O	O			
21	6	1	Yes	O	O	O	O	O			
21	6	2	,	O	O	O	O	O			
21	6	3	I	O	O	O	O	O			
21	6	4	started	O	O	O	O	O			
21	6	5	using	O	O	O	O	O			
21	6	6	a	O	O	O	O	O			
21	6	7	raised	O	O	O	O	O			
21	6	8	toilet	O	O	O	O	O			
21	6	9	seat	O	O	O	O	O			
21	6	10	recently	O	O	O	O	O			
21	6	11	,	O	O	O	O	O			
21	6	12	and	O	O	O	O	O			
21	6	13	it	O	O	O	O	O			
21	6	14	's	O	O	O	O	O			
21	6	15	been	O	O	O	O	O			
21	6	16	helpful	O	O	O	O	O			
21	6	17	.	O	O	O	O	O			
21	7	1	That	O	O	O	O	O			
21	7	2	's	O	O	O	O	O			
21	7	3	good	O	O	O	O	O			
21	7	4	to	O	O	O	O	O			
21	7	5	hear	O	O	O	O	O			
21	7	6	.	O	O	O	O	O			
21	7	7	Is	O	O	O	O	O			
21	7	8	there	O	O	O	O	O			
21	7	9	anything	O	O	O	O	O			
21	7	10	else	O	O	O	O	O			
21	7	11	you	O	O	O	O	O			
21	7	12	think	O	O	O	O	O			
21	7	13	might	O	O	O	O	O			
21	7	14	make	O	O	O	O	O			
21	7	15	it	O	O	O	O	O			
21	7	16	easier	O	O	O	O	O			
21	7	17	for	O	O	O	O	O			
21	7	18	you	O	O	O	O	O			
21	7	19	?	O	O	O	O	O			
21	8	1	Some	O	O	O	O	O			
21	8	2	grab	O	O	O	O	O			
21	8	3	bars	O	O	O	O	O			
21	8	4	in	O	O	O	O	O			
21	8	5	the	O	O	O	O	O			
21	8	6	bathroom	O	O	O	O	O			
21	8	7	would	O	O	O	O	O			
21	8	8	be	O	O	O	O	O			
21	8	9	great	O	O	O	O	O			
21	8	10	for	O	O	O	O	O			
21	8	11	more	O	O	O	O	O			
21	8	12	stability	O	O	O	O	O			
21	8	13	.	O	O	O	O	O			
21	9	1	I	O	O	O	O	O			
21	9	2	think	O	O	O	O	O			
21	9	3	that	O	O	O	O	O			
21	9	4	's	O	O	O	O	O			
21	9	5	a	O	O	O	O	O			
21	9	6	good	O	O	O	O	O			
21	9	7	idea	O	O	O	O	O			
21	9	8	.	O	O	O	O	O			
21	9	9	Let	O	O	O	O	O			
21	9	10	's	O	O	O	O	O			
21	9	11	look	O	O	O	O	O			
21	9	12	into	O	O	O	O	O			
21	9	13	getting	O	O	O	O	O			
21	9	14	those	O	O	O	O	O			
21	9	15	installed	O	O	O	O	O			
22	1	1	How	O	O	O	O	O			
22	1	2	do	O	O	O	O	O			
22	1	3	you	O	O	O	O	O			
22	1	4	typically	O	O	O	O	O			
22	1	5	start	O	O	O	O	O			
22	1	6	your	O	O	O	O	O			
22	1	7	day	O	O	O	O	O			
22	1	8	?	O	O	O	O	O			
22	2	1	I	O	O	O	O	O			
22	2	2	wash	B-event	O	O	O	O			
22	2	3	my	I-event	O	O	O	O			
22	2	4	face	I-event	O	O	O	O			
22	2	5	and	I-event	O	O	O	O			
22	2	6	brush	I-event	O	O	O	O			
22	2	7	my	I-event	O	O	O	O			
22	2	8	teeth	I-event	O	O	O	O			
22	2	9	first	B-time	O	O	O	O			
22	2	10	thing	I-time	O	O	O	O			
22	2	11	in	I-time	O	O	O	O			
22	2	12	the	I-time	O	O	O	O			
22	2	13	morning	I-time	O	O	O	O			
22	2	14	.	I-time	O	O	O	O			
22	3	1	Do	O	O	O	O	O			
22	3	2	you	O	O	O	O	O			
22	3	3	have	O	O	O	O	O			
22	3	4	a	O	O	O	O	O			
22	3	5	specific	O	O	O	O	O			
22	3	6	routine	O	O	O	O	O			
22	3	7	for	O	O	O	O	O			
22	3	8	getting	O	O	O	O	O			
22	3	9	dressed	O	O	O	O	O			
22	3	10	?	O	O	O	O	O			
22	4	1	Yes	O	O	O	O	O			
22	4	2	,	O	O	O	O	O			
22	4	3	I	O	O	O	O	O			
22	4	4	usually	O	B-event	O	O	O			
22	4	5	pick	O	I-event	O	O	O			
22	4	6	out	O	I-event	O	O	O			
22	4	7	my	O	I-event	O	O	O			
22	4	8	clothes	O	I-event	O	O	O			
22	4	9	the	O	B-time	O	O	O			
22	4	10	night	O	I-time	O	O	O			
22	4	11	before	O	I-time	O	O	O			
22	4	12	to	O	O	O	O	O			
22	4	13	save	O	O	O	O	O			
22	4	14	time	O	O	O	O	O			
22	4	15	in	O	O	O	O	O			
22	4	16	the	O	O	O	O	O			
22	4	17	morning	O	O	O	O	O			
22	4	18	.	O	O	O	O	O			
22	5	1	When	O	O	O	O	O			
22	5	2	do	O	O	O	O	O			
22	5	3	you	O	O	O	O	O			
22	5	4	usually	O	O	O	O	O			
22	5	5	eat	O	O	O	O	O			
22	5	6	your	O	O	O	O	O			
22	5	7	meals	O	O	O	O	O			
22	5	8	?	O	O	O	O	O			
22	6	1	I	O	O	O	O	O			
22	6	2	have	O	O	B-event	O	O			
22	6	3	breakfast	O	O	I-event	O	O			
22	6	4	at	O	O	B-time	O	O			
22	6	5	8	O	O	I-time	O	O			
22	6	6	am	O	O	I-time	O	O			
22	6	7	,	O	O	O	O	O			
22	6	8	lunch	O	O	O	B-event	O			
22	6	9	at	O	O	O	I-event	O			
22	6	10	noon	O	O	O	I-time	O			
22	6	11	,	O	O	O	I-time	O			
22	6	12	and	O	O	O	O	B-event			
22	6	13	dinner	O	O	O	O	I-event			
22	6	14	by	O	O	O	O	B-time			
22	6	15	6	O	O	O	O	I-time			
22	6	16	pm	O	O	O	O	I-time			
22	6	17	.	O	O	O	O	O			
22	7	1	How	O	O	O	O	O			
22	7	2	do	O	O	O	O	O			
22	7	3	you	O	O	O	O	O			
22	7	4	manage	O	O	O	O	O			
22	7	5	taking	O	O	O	O	O			
22	7	6	medication	O	O	O	O	O			
22	7	7	?	O	O	O	O	O			
22	8	1	I	O	O	O	O	O			
22	8	2	set	O	O	O	O	O	B-event		
22	8	3	alarms	O	O	O	O	O	I-event		
22	8	4	on	O	O	O	O	O	I-event		
22	8	5	my	O	O	O	O	O	I-event		
22	8	6	phone	O	O	O	O	O	I-event		
22	8	7	so	O	O	O	O	O			
22	8	8	I	O	O	O	O	O			
22	8	9	never	O	O	O	O	O			
22	8	10	miss	O	O	O	O	O			
22	8	11	a	O	O	O	O	O			
22	8	12	dose	O	O	O	O	O			
22	8	13	.	O	O	O	O	O			
22	9	1	What	O	O	O	O	O			
22	9	2	about	O	O	O	O	O			
22	9	3	staying	O	O	O	O	O			
22	9	4	active	O	O	O	O	O			
22	9	5	?	O	O	O	O	O			
22	9	6	Do	O	O	O	O	O			
22	9	7	you	O	O	O	O	O			
22	9	8	exercise	O	O	O	O	O			
22	9	9	regularly	O	O	O	O	O			
22	9	10	?	O	O	O	O	O			
22	10	1	I	O	O	O	O	O			
22	10	2	go	O	O	O	O	O		B-event	
22	10	3	for	O	O	O	O	O		I-event	
22	10	4	a	O	O	O	O	O		I-event	
22	10	5	walk	O	O	O	O	O		I-event	
22	10	6	in	O	O	O	O	O		I-event	
22	10	7	the	O	O	O	O	O		I-place	
22	10	8	park	O	O	O	O	O		I-place	
22	10	9	every	O	O	O	O	O		B-time	
22	10	10	evening	O	O	O	O	O		I-time	
22	10	11	to	O	O	O	O	O		I-time	
22	10	12	stay	O	O	O	O	O			
22	10	13	active	O	O	O	O	O			
22	10	14	and	O	O	O	O	O			
22	10	15	enjoy	O	O	O	O	O			
22	10	16	fresh	O	O	O	O	O			
22	10	17	air	O	O	O	O	O			
22	10	18	.	O	O	O	O	O			
23	1	1	How	O	O	O	O	O			
23	1	2	was	O	O	O	O	O			
23	1	3	your	O	O	O	O	O			
23	1	4	morning	O	O	O	O	O			
23	1	5	routine	O	O	O	O	O			
23	1	6	today	O	O	O	O	O			
23	1	7	?	O	O	O	O	O			
23	2	1	Oh	O	O	O	O	O			
23	2	2	,	O	O	O	O	O			
23	2	3	it	O	O	O	O	O			
23	2	4	was	O	O	O	O	O			
23	2	5	quite	O	O	O	O	O			
23	2	6	good	O	O	O	O	O			
23	2	7	.	O	O	O	O	O			
23	2	8	I	O	O	O	O	O			
23	2	9	had	B-event	O	O	O	O			
23	2	10	my	I-event	O	O	O	O			
23	2	11	breakfast	I-event	O	O	O	O			
23	2	12	and	O	O	O	O	O			
23	2	13	took	O	B-event	O	O	O			
23	2	14	my	O	I-event	O	O	O			
23	2	15	medication	O	I-event	O	O	O			
23	2	16	.	O	O	O	O	O			
23	3	1	When	O	O	O	O	O			
23	3	2	do	O	O	O	O	O			
23	3	3	you	O	O	O	O	O			
23	3	4	usually	O	O	O	O	O			
23	3	5	do	O	O	O	O	O			
23	3	6	your	O	O	O	O	O			
23	3	7	morning	O	O	O	O	O			
23	3	8	toileting	O	O	O	O	O			
23	3	9	routine	O	O	O	O	O			
23	3	10	?	O	O	O	O	O			
23	4	1	I	O	O	O	O	O			
23	4	2	go	O	O	B-event	O	O			
23	4	3	to	O	O	I-event	O	O			
23	4	4	the	O	O	I-event	O	O			
23	4	5	bathroom	O	O	I-event	O	O			
23	4	6	right	O	O	B-time	O	O			
23	4	7	after	O	O	I-time	O	O			
23	4	8	breakfast	O	O	I-time	O	O			
23	4	9	to	O	O	I-event	O	O			
23	4	10	freshen	O	O	I-event	O	O			
23	4	11	up	O	O	I-event	O	O			
23	4	12	.	O	O	O	O	O			
23	5	1	What	O	O	O	O	O			
23	5	2	about	O	O	O	O	O			
23	5	3	cleaning	O	O	O	O	O			
23	5	4	menstruation	O	O	O	O	O			
23	5	5	?	O	O	O	O	O			
23	5	6	When	O	O	O	O	O			
23	5	7	do	O	O	O	O	O			
23	5	8	you	O	O	O	O	O			
23	5	9	manage	O	O	O	O	O			
23	5	10	that	O	O	O	O	O			
23	5	11	?	O	O	O	O	O			
23	6	1	Once	O	O	O	B-time	O			
23	6	2	a	O	O	O	I-time	O			
23	6	3	month	O	O	O	I-time	O			
23	6	4	,	O	O	O	O	O			
23	6	5	I	O	O	O	O	O			
23	6	6	make	O	O	O	O	O			
23	6	7	sure	O	O	O	O	O			
23	6	8	to	O	O	O	O	O			
23	6	9	change	O	O	O	B-event	O			
23	6	10	and	O	O	O	I-event	O			
23	6	11	keep	O	O	O	I-event	O			
23	6	12	myself	O	O	O	I-event	O			
23	6	13	clean	O	O	O	I-event	O			
23	6	14	.	O	O	O	O	O			
23	7	1	How	O	O	O	O	O			
23	7	2	do	O	O	O	O	O			
23	7	3	you	O	O	O	O	O			
23	7	4	ensure	O	O	O	O	O			
23	7	5	you	O	O	O	O	O			
23	7	6	're	O	O	O	O	O			
23	7	7	drinking	O	O	O	O	O			
23	7	8	enough	O	O	O	O	O			
23	7	9	water	O	O	O	O	O			
23	7	10	throughout	O	O	O	O	B-time			
23	7	11	the	O	O	O	O	I-time			
23	7	12	day	O	O	O	O	I-time			
23	7	13	?	O	O	O	O	O			
23	8	1	I	O	O	O	O	O			
23	8	2	always	O	O	O	O	O			
23	8	3	have	O	O	O	O	B-event			
23	8	4	a	O	O	O	O	I-event			
23	8	5	bottle	O	O	O	O	I-event			
23	8	6	of	O	O	O	O	I-event			
23	8	7	water	O	O	O	O	I-event			
23	8	8	with	O	O	O	O	I-event			
23	8	9	me	O	O	O	O	I-event			
23	8	10	and	O	O	O	O	O			
23	8	11	sip	O	O	O	O	I-event			
23	8	12	on	O	O	O	O	I-event			
23	8	13	it	O	O	O	O	I-event			
23	8	14	regularly	O	O	O	O	I-event			
23	8	15	.	O	O	O	O	O			
23	9	1	That	O	O	O	O	O			
23	9	2	's	O	O	O	O	O			
23	9	3	good	O	O	O	O	O			
23	9	4	!	O	O	O	O	O			
23	9	5	And	O	O	O	O	O			
23	9	6	when	O	O	O	O	O			
23	9	7	do	O	O	O	O	O			
23	9	8	you	O	O	O	O	O			
23	9	9	usually	O	O	O	O	O			
23	9	10	get	O	O	O	O	O			
23	9	11	ready	O	O	O	O	O			
23	9	12	for	O	O	O	O	O			
23	9	13	bed	O	O	O	O	O			
23	9	14	?	O	O	O	O	O			
23	10	1	I	O	O	O	O	O			
23	10	2	start	O	O	O	O	O	B-event		
23	10	3	my	O	O	O	O	O	I-event		
23	10	4	bedtime	O	O	O	O	O	I-event		
23	10	5	routine	O	O	O	O	O	I-event		
23	10	6	around	O	O	O	O	O	B-time		
23	10	7	9	O	O	O	O	O	I-time		
23	10	8	p.m.	O	O	O	O	O	I-time		
23	10	9	-	O	O	O	O	O			
23	10	10	brushing	O	O	O	O	O		B-event	
23	10	11	my	O	O	O	O	O		I-event	
23	10	12	teeth	O	O	O	O	O		I-event	
24	1	1	When	O	O	O	O	O			
24	1	2	do	O	O	O	O	O			
24	1	3	you	O	O	O	O	O			
24	1	4	usually	O	O	O	O	O			
24	1	5	take	B-event	O	O	O	O			
24	1	6	a	I-event	O	O	O	O			
24	1	7	shower	I-event	O	O	O	O			
24	1	8	?	O	O	O	O	O			
24	2	1	In	B-time	O	O	O	O			
24	2	2	the	I-time	O	O	O	O			
24	2	3	morning	I-time	O	O	O	O			
24	2	4	;	O	O	O	O	O			
24	2	5	it	O	O	O	O	O			
24	2	6	helps	O	O	O	O	O			
24	2	7	me	O	O	O	O	O			
24	2	8	feel	O	O	O	O	O			
24	2	9	fresh	O	O	O	O	O			
24	2	10	and	O	O	O	O	O			
24	2	11	start	O	O	O	O	O			
24	2	12	the	O	O	O	O	O			
24	2	13	day	O	O	O	O	O			
24	2	14	.	O	O	O	O	O			
24	3	1	How	O	O	O	O	O			
24	3	2	about	O	O	O	O	O			
24	3	3	making	O	O	O	O	O			
24	3	4	meals	O	O	O	O	O			
24	3	5	?	O	O	O	O	O			
24	3	6	Do	O	O	O	O	O			
24	3	7	you	O	O	O	O	O			
24	3	8	cook	O	O	O	O	O			
24	3	9	for	O	O	O	O	O			
24	3	10	yourself	O	O	O	O	O			
24	3	11	?	O	O	O	O	O			
24	4	1	Yes	O	O	O	O	O			
24	4	2	,	O	O	O	O	O			
24	4	3	I	O	O	O	O	O			
24	4	4	still	O	O	O	O	O			
24	4	5	cook	O	B-event	O	O	O			
24	4	6	simple	O	I-event	O	O	O			
24	4	7	meals	O	I-event	O	O	O			
24	4	8	for	O	B-participants	O	O	O			
24	4	9	myself	O	I-participants	O	O	O			
24	4	10	.	O	I-participants	O	O	O			
24	5	1	What	O	O	O	O	O			
24	5	2	do	O	O	O	O	O			
24	5	3	you	O	O	O	O	O			
24	5	4	do	O	O	O	O	O			
24	5	5	after	O	O	O	O	O			
24	5	6	eating	O	O	O	O	O			
24	5	7	to	O	O	O	O	O			
24	5	8	take	O	O	O	O	O			
24	5	9	care	O	O	O	O	O			
24	5	10	of	O	O	O	O	O			
24	5	11	your	O	O	O	O	O			
24	5	12	teeth	O	O	O	O	O			
24	5	13	?	O	O	O	O	O			
24	6	1	I	O	O	O	O	O			
24	6	2	always	O	O	O	O	O			
24	6	3	brush	O	O	B-event	O	O			
24	6	4	my	O	O	I-event	O	O			
24	6	5	teeth	O	O	I-event	O	O			
24	6	6	and	O	O	I-event	O	O			
24	6	7	use	O	O	I-event	O	O			
24	6	8	mouthwash	O	O	I-event	O	O			
