conversation	sent_id	token_id	token	event1	event2	event3	event4	event5	event6	event7	event8	event9
15	7	8	you	O	O	O	O	O				
15	7	9	remember	O	O	O	O	O				
15	7	10	to	O	O	O	O	O				
15	7	11	do	O	O	O	O	O				
15	7	12	that	O	O	O	O	O				
15	7	13	?	O	O	O	O	O				
15	8	1	I	O	O	O	O	O				
15	8	2	have	O	O	O	O	O				
15	8	3	a	O	O	O	O	O				
15	8	4	set	O	O	O	O	O	B-event			
15	8	5	alarm	O	O	O	O	O	I-event			
15	8	6	on	O	O	O	O	O	I-event			
15	8	7	my	O	O	O	O	O	I-event			
15	8	8	phone	O	O	O	O	O	I-event			
15	8	9	for	O	O	O	O	O	I-event			
15	8	10	10	O	O	O	O	O	I-event			
15	8	11	am	O	O	O	O	O	I-time			
15	8	12	and	O	O	O	O	O	I-time			
15	8	13	6	O	O	O	O	O	I-time			
15	8	14	pm	O	O	O	O	O	I-time			
15	8	15	for	O	O	O	O	O	I-event			
15	8	16	medications	O	O	O	O	O	I-event			
15	8	17	.	O	O	O	O	O	I-event			
15	9	1	It	O	O	O	O	O				
15	9	2	sounds	O	O	O	O	O				
15	9	3	like	O	O	O	O	O				
15	9	4	you	O	O	O	O	O				
15	9	5	are	O	O	O	O	O				
15	9	6	really	O	O	O	O	O				
15	9	7	on	O	O	O	O	O				
15	9	8	top	O	O	O	O	O				
15	9	9	of	O	O	O	O	O				
15	9	10	your	O	O	O	O	O				
15	9	11	self	O	O	O	O	O				
15	9	12	-	O	O	O	O	O				
15	9	13	care	O	O	O	O	O				
15	9	14	routine	O	O	O	O	O				
15	9	15	!	O	O	O	O	O				
16	1	1	When	O	O	O	O	O				
16	1	2	do	O	O	O	O	O				
16	1	3	you	O	O	O	O	O				
16	1	4	usually	O	O	O	O	O				
16	1	5	have	B-event	O	O	O	O				
16	1	6	your	O	O	O	O	O				
16	1	7	breakfast	I-event	O	O	O	O				
16	1	8	,	O	O	O	O	O				
16	1	9	P	O	O	O	O	O				
16	1	10	?	O	O	O	O	O				
16	2	1	I	O	O	O	O	O				
16	2	2	usually	O	O	O	O	O				
16	2	3	have	O	O	O	O	O				
16	2	4	breakfast	O	O	O	O	O				
16	2	5	at	O	O	O	O	O				
16	2	6	8	B-time	O	O	O	O				
16	2	7	AM	I-time	O	O	O	O				
16	2	8	every	I-time	O	O	O	O				
16	2	9	morning	I-time	O	O	O	O				
16	2	10	.	O	O	O	O	O				
16	3	1	How	O	O	O	O	O				
16	3	2	do	O	O	O	O	O				
16	3	3	you	O	O	O	O	O				
16	3	4	usually	O	O	O	O	O				
16	3	5	prepare	O	O	O	O	O				
16	3	6	your	O	O	O	O	O				
16	3	7	breakfast	O	O	O	O	O				
16	3	8	?	O	O	O	O	O				
16	4	1	I	O	O	O	O	O				
16	4	2	get	O	O	O	O	O				
16	4	3	a	O	O	O	O	O				
16	4	4	bowl	O	O	O	O	O				
16	4	5	of	O	O	O	O	O				
16	4	6	cereal	O	O	O	O	O				
16	4	7	and	O	O	O	O	O				
16	4	8	pour	O	O	O	O	O				
16	4	9	milk	O	O	O	O	O				
16	4	10	over	O	O	O	O	O				
16	4	11	it	O	O	O	O	O				
16	4	12	.	O	O	O	O	O				
16	5	1	Will	O	O	O	O	O				
16	5	2	you	O	O	O	O	O				
16	5	3	need	O	O	O	O	O				
16	5	4	any	O	O	O	O	O				
16	5	5	assistance	O	O	O	O	O				
16	5	6	with	O	O	O	O	O				
16	5	7	that	O	O	O	O	O				
16	5	8	?	O	O	O	O	O				
16	6	1	No	O	O	O	O	O				
16	6	2	,	O	O	O	O	O				
16	6	3	I	O	O	O	O	O				
16	6	4	can	O	O	O	O	O				
16	6	5	handle	O	O	O	O	O				
16	6	6	pouring	O	O	O	O	O				
16	6	7	the	O	O	O	O	O				
16	6	8	milk	O	O	O	O	O				
16	6	9	myself	O	O	O	O	O				
16	6	10	.	O	O	O	O	O				
16	7	1	That	O	O	O	O	O				
16	7	2	's	O	O	O	O	O				
16	7	3	great	O	O	O	O	O				
16	7	4	!	O	O	O	O	O				
16	7	5	Do	O	O	O	O	O				
16	7	6	you	O	O	O	O	O				
16	7	7	prefer	O	O	O	O	O				
16	7	8	using	O	O	O	O	O				
16	7	9	a	O	O	O	O	O				
16	7	10	normal	O	O	O	O	O				
16	7	11	glass	O	O	O	O	O				
16	7	12	or	O	O	O	O	O				
16	7	13	a	O	O	O	O	O				
16	7	14	cup	O	O	O	O	O				
16	7	15	with	O	O	O	O	O				
16	7	16	a	O	O	O	O	O				
16	7	17	lid	O	O	O	O	O				
16	7	18	for	O	O	O	O	O				
16	7	19	drinking	O	O	O	O	O				
16	7	20	?	O	O	O	O	O				
16	8	1	I	O	O	O	O	O				
16	8	2	find	O	O	O	O	O				
16	8	3	it	O	O	O	O	O				
16	8	4	easier	O	O	O	O	O				
16	8	5	to	O	O	O	O	O				
16	8	6	use	O	O	O	O	O				
16	8	7	a	O	O	O	O	O				
16	8	8	cup	O	O	O	O	O				
16	8	9	with	O	O	O	O	O				
16	8	10	a	O	O	O	O	O				
16	8	11	lid	O	O	O	O	O				
16	8	12	.	O	O	O	O	O				
16	9	1	Do	O	O	O	O	O				
16	9	2	you	O	O	O	O	O				
16	9	3	usually	O	O	O	O	O				
16	9	4	drink	O	O	O	O	O				
16	9	5	your	O	O	O	O	O				
16	9	6	coffee	O	O	O	O	O				
16	9	7	with	O	O	O	O	O				
16	9	8	a	O	O	O	O	O				
16	9	9	straw	O	O	O	O	O				
16	9	10	or	O	O	O	O	O				
16	9	11	without	O	O	O	O	O				
16	9	12	one	O	O	O	O	O				
16	9	13	?	O	O	O	O	O				
16	10	1	I	O	O	O	O	O				
16	10	2	prefer	O	O	O	O	O				
16	10	3	to	O	O	O	O	O				
16	10	4	drink	O	O	O	O	O				
16	10	5	my	O	O	O	O	O				
16	10	6	coffee	O	O	O	O	O				
16	10	7	without	O	O	O	O	O				
16	10	8	a	O	O	O	O	O				
16	10	9	straw	O	O	O	O	O				
16	10	10	.	O	O	O	O	O				
17	1	1	Can	O	O	O	O	O				
17	1	2	you	O	O	O	O	O				
17	1	3	tell	O	O	O	O	O				
17	1	4	me	O	O	O	O	O				
17	1	5	about	O	O	O	O	O				
17	1	6	your	O	O	O	O	O				
17	1	7	morning	B-time	O	O	O	O				
17	1	8	routine	O	O	O	O	O				
17	1	9	?	O	O	O	O	O				
17	2	1	Well	O	O	O	O	O				
17	2	2	,	O	O	O	O	O				
17	2	3	it	O	O	O	O	O				
17	2	4	usually	O	O	O	O	O				
17	2	5	starts	O	O	O	O	O				
17	2	6	with	O	O	O	O	O				
17	2	7	washing	B-event	O	O	O	O				
17	2	8	up	I-event	O	O	O	O				
17	2	9	using	I-event	O	O	O	O				
17	2	10	warm	I-event	O	O	O	O				
17	2	11	water	I-event	O	O	O	O				
17	2	12	.	O	O	O	O	O				
17	3	1	Do	O	O	O	O	O				
17	3	2	you	O	O	O	O	O				
17	3	3	have	O	O	O	O	O				
17	3	4	breakfast	O	O	O	O	O				
17	3	5	after	O	O	O	O	O				
17	3	6	being	O	O	O	O	O				
17	3	7	fresh	O	O	O	O	O				
17	3	8	in	O	O	O	O	O				
17	3	9	the	O	O	O	O	O				
17	3	10	morning	O	B-time	O	O	O				
17	3	11	?	O	O	O	O	O				
17	4	1	Yes	O	O	O	O	O				
17	4	2	,	O	O	O	O	O				
17	4	3	I	O	O	O	O	O				
17	4	4	have	O	B-event	O	O	O				
17	4	5	my	O	I-event	O	O	O				
17	4	6	breakfast	O	I-event	O	O	O				
17	4	7	.	O	O	O	O	O				
17	4	8	I	O	O	O	O	O				
17	4	9	pour	O	O	O	O	O				
17	4	10	cereal	O	O	O	O	O				
17	4	11	into	O	O	O	O	O				
17	4	12	a	O	O	O	O	O				
17	4	13	bowl	O	O	O	O	O				
17	4	14	and	O	O	O	O	O				
17	4	15	add	O	O	O	O	O				
17	4	16	milk	O	O	O	O	O				
17	4	17	.	O	O	O	O	O				
17	5	1	Do	O	O	O	O	O				
17	5	2	you	O	O	O	O	O				
17	5	3	need	O	O	O	O	O				
17	5	4	help	O	O	O	O	O				
17	5	5	with	O	O	O	O	O				
17	5	6	holding	O	O	O	O	O				
17	5	7	utensils	O	O	O	O	O				
17	5	8	while	O	O	O	O	O				
17	5	9	eating	O	O	O	O	O				
17	5	10	?	O	O	O	O	O				
17	6	1	No	O	O	O	O	O				
17	6	2	,	O	O	O	O	O				
17	6	3	I	O	O	O	O	O				
17	6	4	can	O	O	O	O	O				
17	6	5	manage	O	O	O	O	O				
17	6	6	that	O	O	O	O	O				
17	6	7	on	O	O	O	O	O				
17	6	8	my	O	O	O	O	O				
17	6	9	own	O	O	O	O	O				
17	6	10	.	O	O	O	O	O				
17	7	1	Then	O	O	O	O	O				
17	7	2	,	O	O	O	O	O				
17	7	3	do	O	O	O	O	O				
17	7	4	you	O	O	O	O	O				
17	7	5	get	O	O	O	O	O				
17	7	6	dressed	O	O	B-event	O	O				
17	7	7	by	O	O	O	O	O				
17	7	8	yourself	O	O	O	O	O				
17	7	9	?	O	O	O	O	O				
17	8	1	I	O	O	O	O	O				
17	8	2	need	O	O	O	O	O				
17	8	3	some	O	O	O	O	O				
17	8	4	help	O	O	O	O	O				
17	8	5	with	O	O	O	O	O				
17	8	6	buttons	O	O	O	O	O				
17	8	7	,	O	O	O	O	O				
17	8	8	but	O	O	O	O	O				
17	8	9	I	O	O	O	O	O				
17	8	10	can	O	O	O	O	O				
17	8	11	put	O	O	O	O	O				
17	8	12	on	O	O	O	O	O				
17	8	13	clothes	O	O	O	O	O				
17	8	14	.	O	O	O	O	O				
17	9	1	That	O	O	O	O	O				
17	9	2	's	O	O	O	O	O				
17	9	3	great	O	O	O	O	O				
17	9	4	to	O	O	O	O	O				
17	9	5	hear	O	O	O	O	O				
17	9	6	you	O	O	O	O	O				
17	9	7	can	O	O	O	O	O				
17	9	8	manage	O	O	O	O	O				
17	9	9	most	O	O	O	O	O				
17	9	10	of	O	O	O	O	O				
17	9	11	it	O	O	O	O	O				
17	9	12	on	O	O	O	O	O				
17	9	13	your	O	O	O	O	O				
17	9	14	own	O	O	O	O	O				
17	9	15	.	O	O	O	O	O				
18	1	1	When	O	O	O	O	O				
18	1	2	do	O	O	O	O	O				
18	1	3	you	O	O	O	O	O				
18	1	4	usually	O	O	O	O	O				
18	1	5	drink	B-event	O	O	O	O				
18	1	6	your	I-event	O	O	O	O				
18	1	7	morning	I-event	O	O	O	O				
18	1	8	coffee	I-event	O	O	O	O				
18	1	9	?	O	O	O	O	O				
18	2	1	I	O	O	O	O	O				
18	2	2	drink	O	O	O	O	O				
18	2	3	it	O	O	O	O	O				
18	2	4	right	B-time	O	O	O	O				
18	2	5	after	I-time	O	O	O	O				
18	2	6	I	I-time	O	O	O	O				
18	2	7	wake	I-time	O	O	O	O				
18	2	8	up	I-time	O	O	O	O				
18	2	9	.	O	O	O	O	O				
18	3	1	How	O	O	O	O	O				
18	3	2	do	O	O	O	O	O				
18	3	3	you	O	O	O	O	O				
18	3	4	stir	O	O	O	O	O				
18	3	5	the	O	O	O	O	O				
18	3	6	coffee	O	O	O	O	O				
18	3	7	?	O	O	O	O	O				
18	4	1	I	O	O	O	O	O				
18	4	2	use	O	O	O	O	O				
18	4	3	a	O	O	O	O	O				
18	4	4	spoon	O	O	O	O	O				
18	4	5	to	O	O	O	O	O				
18	4	6	mix	O	O	O	O	O				
18	4	7	it	O	O	O	O	O				
18	4	8	well	O	O	O	O	O				
18	4	9	.	O	O	O	O	O				
18	5	1	Do	O	O	O	O	O				
18	5	2	you	O	O	O	O	O				
18	5	3	have	O	O	O	O	O				
18	5	4	any	O	O	O	O	O				
18	5	5	trouble	O	O	O	O	O				
18	5	6	pouring	O	O	O	O	O				
18	5	7	the	O	O	O	O	O				
18	5	8	coffee	O	O	O	O	O				
18	5	9	into	O	O	O	O	O				
18	5	10	a	O	O	O	O	O				
18	5	11	cup	O	O	O	O	O				
18	5	12	?	O	O	O	O	O				
18	6	1	No	O	O	O	O	O				
18	6	2	,	O	O	O	O	O				
18	6	3	I	O	O	O	O	O				
18	6	4	pour	O	O	O	O	O				
18	6	5	it	O	O	O	O	O				
18	6	6	slowly	O	O	O	O	O				
18	6	7	to	O	O	O	O	O				
18	6	8	avoid	O	O	O	O	O				
18	6	9	spills	O	O	O	O	O				
18	6	10	.	O	O	O	O	O				
18	7	1	How	O	O	O	O	O				
18	7	2	about	O	O	O	O	O				
18	7	3	opening	O	O	O	O	O				
18	7	4	the	O	O	O	O	O				
18	7	5	milk	O	O	O	O	O				
18	7	6	bottle	O	O	O	O	O				
18	7	7	for	O	O	O	O	O				
18	7	8	the	O	O	O	O	O				
18	7	9	coffee	O	O	O	O	O				
18	7	10	?	O	O	O	O	O				
18	8	1	I	O	O	O	O	O				
18	8	2	can	O	O	O	O	O				
18	8	3	manage	O	O	O	O	O				
18	8	4	,	O	O	O	O	O				
18	8	5	but	O	O	O	O	O				
18	8	6	sometimes	O	O	O	O	O				
18	8	7	it	O	O	O	O	O				
18	8	8	's	O	O	O	O	O				
18	8	9	a	O	O	O	O	O				
18	8	10	bit	O	O	O	O	O				
18	8	11	hard	O	O	O	O	O				
18	8	12	.	O	O	O	O	O				
18	9	1	Do	O	O	O	O	O				
18	9	2	you	O	O	O	O	O				
18	9	3	drink	O	O	O	O	O				
18	9	4	the	O	O	O	O	O				
18	9	5	coffee	O	O	O	O	O				
18	9	6	through	O	O	O	O	O				
18	9	7	a	O	O	O	O	O				
18	9	8	straw	O	O	O	O	O				
18	9	9	?	O	O	O	O	O				
18	10	1	No	O	O	O	O	O				
18	10	2	,	O	O	O	O	O				
18	10	3	I	O	O	O	O	O				
18	10	4	prefer	O	O	O	O	O				
18	10	5	sipping	O	O	O	O	O				
18	10	6	it	O	O	O	O	O				
18	10	7	from	O	O	O	O	O				
18	10	8	the	O	O	O	O	O				
18	10	9	cup	O	O	O	O	O				
18	10	10	.	O	O	O	O	O				
19	1	1	How	O	O	O	O	O				
19	1	2	are	O	O	O	O	O				
19	1	3	you	O	O	O	O	O				
19	1	4	feeling	O	O	O	O	O				
19	1	5	today	O	O	O	O	O				
19	1	6	after	O	O	O	O	O				
19	1	7	your	O	O	O	O	O				
19	1	8	morning	O	O	O	O	O				
19	1	9	routine	O	O	O	O	O				
19	1	10	?	O	O	O	O	O				
19	2	1	I	O	O	O	O	O				
19	2	2	managed	O	O	O	O	O				
19	2	3	to	O	O	O	O	O				
19	2	4	brush	B-event	O	O	O	O				
19	2	5	my	I-event	O	O	O	O				
19	2	6	teeth	I-event	O	O	O	O				
19	2	7	without	O	O	O	O	O				
19	2	8	any	O	O	O	O	O				
19	2	9	assistance	O	O	O	O	O				
19	2	10	this	B-time	O	O	O	O				
19	2	11	morning	I-time	O	O	O	O				
19	2	12	.	O	O	O	O	O				
19	3	1	That	O	O	O	O	O				
19	3	2	's	O	O	O	O	O				
19	3	3	great	O	O	O	O	O				
19	3	4	!	O	O	O	O	O				
19	3	5	When	O	O	O	O	O				
19	3	6	do	O	O	O	O	O				
19	3	7	you	O	O	O	O	O				
19	3	8	usually	O	O	O	O	O				
19	3	9	have	O	O	O	O	O				
19	3	10	breakfast	O	O	O	O	O				
19	3	11	?	O	O	O	O	O				
19	4	1	I	O	O	O	O	O				
19	4	2	usually	O	O	O	O	O				
19	4	3	have	O	B-event	O	O	O				
19	4	4	breakfast	O	I-event	O	O	O				
19	4	5	right	O	B-time	O	O	O				
19	4	6	after	O	I-time	O	O	O				
19	4	7	taking	O	I-time	O	O	O				
19	4	8	my	O	I-time	O	O	O				
19	4	9	morning	O	I-time	O	O	O				
19	4	10	medications	O	I-time	O	O	O				
19	4	11	.	O	O	O	O	O				
19	5	1	How	O	O	O	O	O				
19	5	2	do	O	O	O	O	O				
19	5	3	you	O	O	O	O	O				
19	5	4	avoid	O	O	O	O	O				
19	5	5	any	O	O	O	O	O				
19	5	6	spills	O	O	O	O	O				
19	5	7	when	O	O	O	O	O				
19	5	8	pouring	O	O	O	O	O				
19	5	9	a	O	O	O	O	O				
19	5	10	drink	O	O	O	O	O				
19	5	11	?	O	O	O	O	O				
19	6	1	I	O	O	O	O	O				
19	6	2	use	O	O	O	O	O				
19	6	3	a	O	O	O	O	O				
19	6	4	cup	O	O	O	O	O				
19	6	5	with	O	O	O	O	O				
19	6	6	a	O	O	O	O	O				
19	6	7	lid	O	O	O	O	O				
19	6	8	and	O	O	O	O	O				
19	6	9	a	O	O	O	O	O				
19	6	10	straw	O	O	O	O	O				
19	6	11	to	O	O	O	O	O				
19	6	12	prevent	O	O	O	O	O				
19	6	13	any	O	O	O	O	O				
19	6	14	spills	O	O	O	O	O				
19	6	15	.	O	O	O	O	O				
19	7	1	When	O	O	O	O	O				
19	7	2	do	O	O	O	O	O				
19	7	3	you	O	O	O	O	O				
19	7	4	usually	O	O	O	O	O				
19	7	5	take	O	O	O	O	O				
19	7	6	a	O	O	O	O	O				
19	7	7	short	O	O	O	O	O				
19	7	8	walk	O	O	O	O	O				
19	7	9	during	O	O	O	O	O				
19	7	10	the	O	O	O	O	O				
19	7	11	day	O	O	O	O	O				
19	7	12	?	O	O	O	O	O				
19	8	1	I	O	O	O	O	O				
19	8	2	like	O	O	O	O	O				
19	8	3	to	O	O	O	O	O				
19	8	4	go	O	O	B-event	O	O				
19	8	5	for	O	O	I-event	O	O				
19	8	6	a	O	O	I-event	O	O				
19	8	7	walk	O	O	I-event	O	O				
19	8	8	in	O	O	B-place	O	O				
19	8	9	the	O	O	I-place	O	O				
19	8	10	garden	O	O	I-place	O	O				
19	8	11	in	O	O	B-time	O	O				
19	8	12	the	O	O	I-time	O	O				
19	8	13	late	O	O	I-time	O	O				
19	8	14	afternoon	O	O	I-time	O	O				
19	8	15	.	O	O	O	O	O				
19	9	1	How	O	O	O	O	O				
19	9	2	do	O	O	O	O	O				
19	9	3	you	O	O	O	O	O				
19	9	4	ensure	O	O	O	O	O				
19	9	5	you	O	O	O	O	O				
19	9	6	stay	O	O	O	O	O				
19	9	7	hydrated	O	O	O	O	O				
19	9	8	throughout	O	O	O	O	O				
19	9	9	the	O	O	O	O	O				
19	9	10	day	O	O	O	O	O				
19	9	11	?	O	O	O	O	O				
19	10	1	I	O	O	O	O	O				
19	10	2	keep	O	O	O	O	O				
19	10	3	a	O	O	O	O	O				
19	10	4	bottle	O	O	O	O	O				
19	10	5	of	O	O	O	O	O				
19	10	6	water	O	O	O	O	O				
19	10	7	beside	O	O	O	O	O				
19	10	8	me	O	O	O	O	O				
19	10	9	and	O	O	O	O	O				
19	10	10	take	O	O	O	O	O				
19	10	11	small	O	O	O	O	O				
19	10	12	sips	O	O	O	O	O				
19	10	13	frequently	O	O	O	O	O				
19	10	14	.	O	O	O	O	O				
20	1	1	When	O	O	O	O	O				
20	1	2	do	O	O	O	O	O				
20	1	3	you	O	O	O	O	O				
20	1	4	usually	O	O	O	O	O				
20	1	5	have	O	O	O	O	O				
20	1	6	your	O	O	O	O	O				
20	1	7	meals	O	O	O	O	O				
20	1	8	?	O	O	O	O	O				
20	2	1	I	O	O	O	O	O				
20	2	2	have	B-event	O	O	O	O				
20	2	3	my	I-event	O	O	O	O				
20	2	4	breakfast	I-event	O	O	O	O				
20	2	5	right	B-time	O	O	O	O				
20	2	6	after	I-time	O	O	O	O				
20	2	7	my	I-time	O	O	O	O				
20	2	8	morning	I-time	O	O	O	O				
20	2	9	medication	I-time	O	O	O	O				
20	2	10	.	O	O	O	O	O				
20	3	1	How	O	O	O	O	O				
20	3	2	do	O	O	O	O	O				
20	3	3	you	O	O	O	O	O				
20	3	4	pour	O	B-event	O	O	O				
20	3	5	a	O	I-event	O	O	O				
20	3	6	glass	O	I-event	O	O	O				
20	3	7	of	O	I-event	O	O	O				
20	3	8	water	O	I-event	O	O	O				
20	3	9	?	O	O	O	O	O				
20	4	1	I	O	O	O	O	O				
20	4	2	usually	O	O	B-event	O	O				
20	4	3	use	O	O	I-event	O	O				
20	4	4	both	O	O	I-event	O	O				
20	4	5	hands	O	O	I-event	O	O				
20	4	6	to	O	O	I-event	O	O				
20	4	7	ensure	O	O	I-event	O	O				
20	4	8	I	O	O	I-event	O	O				
20	4	9	do	O	O	I-event	O	O				
20	4	10	n't	O	O	I-event	O	O				
20	4	11	spill	O	O	I-event	O	O				
20	4	12	any	O	O	I-event	O	O				
20	4	13	water	O	O	I-event	O	O				
20	4	14	.	O	O	O	O	O				
20	5	1	How	O	O	O	O	O				
20	5	2	do	O	O	O	O	O				
20	5	3	you	O	O	O	O	O				
20	5	4	open	O	O	O	B-event	O				
20	5	5	jars	O	O	O	I-event	O				
20	5	6	or	O	O	O	I-event	O				
20	5	7	bottles	O	O	O	I-event	O				
20	5	8	?	O	O	O	I-event	O				
20	6	1	I	O	O	O	O	O				
20	6	2	struggle	O	O	O	O	B-event				
20	6	3	a	O	O	O	O	I-event				
20	6	4	bit	O	O	O	O	I-event				
20	6	5	,	O	O	O	O	I-event				
20	6	6	but	O	O	O	O	I-event				
20	6	7	I	O	O	O	O	I-event				
20	6	8	have	O	O	O	O	I-event				
20	6	9	a	O	O	O	O	I-event				
20	6	10	tool	O	O	O	O	I-event				
20	6	11	that	O	O	O	O	I-event				
20	6	12	helps	O	O	O	O	I-event				
20	6	13	me	O	O	O	O	I-event				
20	6	14	with	O	O	O	O	I-event				
20	6	15	the	O	O	O	O	I-event				
20	6	16	lids	O	O	O	O	I-event				
20	6	17	.	O	O	O	O	O				
20	7	1	Do	O	O	O	O	O				
20	7	2	you	O	O	O	O	O				
20	7	3	use	O	O	O	O	O	B-event			
20	7	4	a	O	O	O	O	O	I-event			
20	7	5	straw	O	O	O	O	O	I-event			
20	7	6	to	O	O	O	O	O	I-event			
20	7	7	drink	O	O	O	O	O	I-event			
20	7	8	fluids	O	O	O	O	O	I-event			
20	7	9	?	O	O	O	O	O				
20	8	1	Yes	O	O	O	O	O				
20	8	2	,	O	O	O	O	O				
20	8	3	I	O	O	O	O	O				
20	8	4	find	O	O	O	O	O				
20	8	5	it	O	O	O	O	O				
20	8	6	easier	O	O	O	O	O				
20	8	7	to	O	O	O	O	O				
20	8	8	manage	O	O	O	O	O		B-event		
20	8	9	sipping	O	O	O	O	O		I-event		
20	8	10	with	O	O	O	O	O		I-event		
20	8	11	a	O	O	O	O	O		I-event		
20	8	12	straw	O	O	O	O	O		I-event		
20	8	13	.	O	O	O	O	O				
20	9	1	How	O	O	O	O	O				
20	9	2	do	O	O	O	O	O				
20	9	3	you	O	O	O	O	O				
20	9	4	dress	O	O	O	O	O			B-event	
20	9	5	yourself	O	O	O	O	O			I-event	
20	9	6	in	O	O	O	O	O			I-event	
20	9	7	the	O	O	O	O	O			I-event	
20	9	8	morning	O	O	O	O	O			I-event	
20	9	9	?	O	O	O	O	O				
20	10	1	I	O	O	O	O	O				
20	10	2	lay	O	O	O	O	O				B-event
20	10	3	my	O	O	O	O	O				I-event
20	10	4	clothes	O	O	O	O	O				I-event
20	10	5	out	O	O	O	O	O				I-event
20	10	6	the	O	O	O	O	O				I-event
20	10	7	night	O	O	O	O	O				I-event
20	10	8	before	O	O	O	O	O				I-event
20	10	9	and	O	O	O	O	O				I-event
20	10	10	then	O	O	O	O	O				I-event
20	10	11	dress	O	O	O	O	O				I-event
20	10	12	slowly	O	O	O	O	O				I-event
20	10	13	,	O	O	O	O	O				I-event
20	10	14	sitting	O	O	O	O	O				I-event
20	10	15	down	O	O	O	O	O				I-event
20	10	16	.	O	O	O	O	O				I-event
21	1	1	When	O	O	O	O	O				
21	1	2	do	O	O	O	O	O				
21	1	3	you	O	O	O	O	O				
21	1	4	usually	O	O	O	O	O				
21	1	5	do	O	O	O	O	O				
21	1	6	your	O	O	O	O	O				
21	1	7	morning	O	O	O	O	O				
21	1	8	routine	O	O	O	O	O				
21	1	9	,	O	O	O	O	O				
21	1	10	like	O	O	O	O	O				
21	1	11	getting	B-event	O	O	O	O				
21	1	12	dressed	I-event	O	O	O	O				
21	1	13	?	O	O	O	O	O				
21	2	1	Every	B-time	O	O	O	O				
21	2	2	morning	I-time	O	O	O	O				
21	2	3	after	I-time	O	O	O	O				
21	2	4	brushing	I-time	O	O	O	O				
21	2	5	my	I-time	O	O	O	O				
21	2	6	teeth	I-time	O	O	O	O				
21	2	7	,	O	O	O	O	O				
21	2	8	I	O	O	O	O	O				
21	2	9	pick	O	O	O	O	O				
21	2	10	my	O	O	O	O	O				
21	2	11	clothes	O	O	O	O	O				
21	2	12	in	B-place	O	O	O	O				
21	2	13	the	I-place	O	O	O	O				
21	2	14	closet	I-place	O	O	O	O				
21	2	15	and	O	O	O	O	O				
21	2	16	dress	O	O	O	O	O				
21	2	17	myself	O	O	O	O	O				
21	2	18	.	O	O	O	O	O				
21	3	1	What	O	O	O	O	O				
21	3	2	about	O	O	O	O	O				
21	3	3	preparing	O	B-event	O	O	O				
21	3	4	your	O	I-event	O	O	O				
21	3	5	meals	O	I-event	O	O	O				
21	3	6	?	O	O	O	O	O				
21	3	7	How	O	O	O	O	O				
21	3	8	do	O	O	O	O	O				
21	3	9	you	O	O	O	O	O				
21	3	10	manage	O	O	O	O	O				
21	3	11	that	O	O	O	O	O				
21	3	12	?	O	O	O	O	O				
21	4	1	I	O	O	O	O	O				
21	4	2	make	O	O	B-event	O	O				
21	4	3	simple	O	O	I-event	O	O				
21	4	4	meals	O	O	I-event	O	O				
21	4	5	for	O	O	I-event	O	O				
21	4	6	lunch	O	O	I-event	O	O				
21	4	7	and	O	O	I-event	O	O				
21	4	8	heat	O	O	I-event	O	O				
21	4	9	up	O	O	I-event	O	O				
21	4	10	leftovers	O	O	I-event	O	O				
21	4	11	for	O	O	I-event	O	O				
21	4	12	dinner	O	O	O	O	O				
21	4	13	around	O	O	B-time	O	O				
21	4	14	6:30	O	O	I-time	O	O				
21	4	15	.	O	O	O	O	O				
21	5	1	Do	O	O	O	O	O				
21	5	2	you	O	O	O	O	O				
21	5	3	need	O	O	O	O	O				
21	5	4	help	O	O	O	O	O				
21	5	5	with	O	O	O	O	O				
21	5	6	taking	O	O	O	B-event	O				
21	5	7	medications	O	O	O	I-event	O				
21	5	8	or	O	O	O	O	O				
21	5	9	managing	O	O	O	O	O				
21	5	10	your	O	O	O	O	O				
21	5	11	health	O	O	O	O	O				
21	5	12	?	O	O	O	O	O				
21	6	1	No	O	O	O	O	O				
21	6	2	,	O	O	O	O	O				
21	6	3	I	O	O	O	O	O				
21	6	4	take	O	O	O	O	B-event				
21	6	5	my	O	O	O	O	I-event				
21	6	6	daily	O	O	O	O	I-event				
21	6	7	meds	O	O	O	O	I-event				
21	6	8	after	O	O	O	O	B-time				
21	6	9	breakfast	O	O	O	O	I-time				
21	6	10	and	O	O	O	O	O				
21	6	11	write	O	O	O	O	O				
21	6	12	it	O	O	O	O	O				
21	6	13	down	O	O	O	O	O				
21	6	14	in	O	O	O	O	O				
21	6	15	my	O	O	O	O	O				
21	6	16	notebook	O	O	O	O	O				
21	6	17	to	O	O	O	O	O				
21	6	18	keep	O	O	O	O	O				
21	6	19	track	O	O	O	O	O				
21	6	20	.	O	O	O	O	O				
22	1	1	How	O	O	O	O	O				
22	1	2	are	O	O	O	O	O				
22	1	3	you	O	O	O	O	O				
22	1	4	feeling	O	O	O	O	O				
22	1	5	today	O	O	O	O	O				
22	1	6	?	O	O	O	O	O				
22	2	1	I	O	O	O	O	O				
22	2	2	'm	O	O	O	O	O				
22	2	3	doing	O	O	O	O	O				
22	2	4	alright	O	O	O	O	O				
22	2	5	,	O	O	O	O	O				
22	2	6	just	O	O	O	O	O				
22	2	7	a	O	O	O	O	O				
22	2	8	bit	O	O	O	O	O				
22	2	9	tired	O	O	O	O	O				
