conversation	sent_id	token_id	token	event1	event2	event3	event4	event5	event6	event7	event8	event9
7	7	11	.	O	O	O	O	O				
7	8	1	It	O	O	O	O	O				
7	8	2	helps	O	O	O	O	O				
7	8	3	me	O	O	O	O	O				
7	8	4	feel	O	O	O	O	O				
7	8	5	organized	O	O	O	O	O				
7	8	6	and	O	O	O	O	O				
7	8	7	prepared	O	O	O	O	O				
7	8	8	for	O	O	O	O	O				
7	8	9	the	O	O	O	O	O				
7	8	10	day	O	O	O	O	O				
7	8	11	ahead	O	O	O	O	O				
7	8	12	.	O	O	O	O	O				
8	1	1	How	O	O	O	O	O				
8	1	2	often	O	O	O	O	O				
8	1	3	do	O	O	O	O	O				
8	1	4	you	O	O	O	O	O				
8	1	5	water	O	O	O	O	O				
8	1	6	your	O	O	O	O	O				
8	1	7	plants	O	O	O	O	O				
8	1	8	,	O	O	O	O	O				
8	1	9	and	O	O	O	O	O				
8	1	10	what	O	O	O	O	O				
8	1	11	kind	O	O	O	O	O				
8	1	12	do	O	O	O	O	O				
8	1	13	you	O	O	O	O	O				
8	1	14	have	O	O	O	O	O				
8	1	15	at	O	O	O	O	O				
8	1	16	home	B-place	O	O	O	O				
8	1	17	?	O	O	O	O	O				
8	2	1	I	O	O	O	O	O				
8	2	2	water	B-event	O	O	O	O				
8	2	3	my	I-event	O	O	O	O				
8	2	4	plants	I-event	O	O	O	O				
8	2	5	every	B-time	O	O	O	O				
8	2	6	Sunday	I-time	O	O	O	O				
8	2	7	.	O	O	O	O	O				
8	2	8	I	O	O	O	O	O				
8	2	9	have	O	O	O	O	O				
8	2	10	some	O	O	O	O	O				
8	2	11	ferns	O	O	O	O	O				
8	2	12	,	O	O	O	O	O				
8	2	13	orchids	O	O	O	O	O				
8	2	14	,	O	O	O	O	O				
8	2	15	and	O	O	O	O	O				
8	2	16	a	O	O	O	O	O				
8	2	17	few	O	O	O	O	O				
8	2	18	succulents	O	O	O	O	O				
8	2	19	.	O	O	O	O	O				
8	3	1	Do	O	O	O	O	O				
8	3	2	you	O	O	O	O	O				
8	3	3	enjoy	O	O	O	O	O				
8	3	4	taking	O	O	O	O	O				
8	3	5	care	O	O	O	O	O				
8	3	6	of	O	O	O	O	O				
8	3	7	your	O	O	O	O	O				
8	3	8	plants	O	O	O	O	O				
8	3	9	?	O	O	O	O	O				
8	4	1	Yes	O	O	O	O	O				
8	4	2	,	O	O	O	O	O				
8	4	3	it	O	O	O	O	O				
8	4	4	's	O	O	O	O	O				
8	4	5	therapeutic	O	O	O	O	O				
8	4	6	for	O	O	O	O	O				
8	4	7	me	O	O	O	O	O				
8	4	8	.	O	O	O	O	O				
8	4	9	It	O	O	O	O	O				
8	4	10	helps	O	O	O	O	O				
8	4	11	me	O	O	O	O	O				
8	4	12	relax	O	O	O	O	O				
8	4	13	and	O	O	O	O	O				
8	4	14	appreciate	O	O	O	O	O				
8	4	15	nature	O	O	O	O	O				
8	4	16	.	O	O	O	O	O				
8	5	1	How	O	O	O	O	O				
8	5	2	about	O	O	O	O	O				
8	5	3	household	O	O	O	O	O				
8	5	4	maintenance	O	O	O	O	O				
8	5	5	?	O	O	O	O	O				
8	5	6	When	O	O	O	O	O				
8	5	7	do	O	O	O	O	O				
8	5	8	you	O	O	O	O	O				
8	5	9	usually	O	O	O	O	O				
8	5	10	tackle	O	O	O	O	O				
8	5	11	that	O	O	O	O	O				
8	5	12	?	O	O	O	O	O				
8	6	1	I	O	O	O	O	O				
8	6	2	dedicate	O	O	O	O	O				
8	6	3	Saturdays	O	B-time	O	O	O				
8	6	4	to	O	O	O	O	O				
8	6	5	household	O	B-event	O	O	O				
8	6	6	maintenance	O	I-event	O	O	O				
8	6	7	.	O	O	O	O	O				
8	6	8	I	O	O	O	O	O				
8	6	9	fix	O	O	O	O	O				
8	6	10	any	O	O	O	O	O				
8	6	11	minor	O	O	O	O	O				
8	6	12	damages	O	O	O	O	O				
8	6	13	as	O	O	O	O	O				
8	6	14	needed	O	O	O	O	O				
8	6	15	.	O	O	O	O	O				
8	7	1	That	O	O	O	O	O				
8	7	2	's	O	O	O	O	O				
8	7	3	great	O	O	O	O	O				
8	7	4	to	O	O	O	O	O				
8	7	5	hear	O	O	O	O	O				
8	7	6	.	O	O	O	O	O				
8	7	7	Do	O	O	O	O	O				
8	7	8	you	O	O	O	O	O				
8	7	9	also	O	O	O	O	O				
8	7	10	enjoy	O	O	O	O	O				
8	7	11	doing	O	O	O	O	O				
8	7	12	repairs	O	O	O	O	O				
8	7	13	around	O	O	O	O	O				
8	7	14	the	O	O	O	O	O				
8	7	15	house	O	O	O	O	O				
8	7	16	?	O	O	O	O	O				
8	8	1	It	O	O	O	O	O				
8	8	2	gives	O	O	O	O	O				
8	8	3	me	O	O	O	O	O				
8	8	4	a	O	O	O	O	O				
8	8	5	sense	O	O	O	O	O				
8	8	6	of	O	O	O	O	O				
8	8	7	accomplishment	O	O	O	O	O				
8	8	8	when	O	O	O	O	O				
8	8	9	I	O	O	O	O	O				
8	8	10	successfully	O	O	O	O	O				
8	8	11	repair	O	O	O	O	O				
8	8	12	something	O	O	O	O	O				
8	8	13	.	O	O	O	O	O				
8	9	1	It	O	O	O	O	O				
8	9	2	must	O	O	O	O	O				
8	9	3	feel	O	O	O	O	O				
8	9	4	rewarding	O	O	O	O	O				
8	9	5	!	O	O	O	O	O				
8	9	6	Who	O	O	O	O	O				
8	9	7	usually	O	O	O	O	O				
8	9	8	assists	O	O	O	O	O				
8	9	9	you	O	O	O	O	O				
8	9	10	with	O	O	O	O	O				
8	9	11	household	O	O	O	O	O				
9	1	1	How	O	O	O	O	O				
9	1	2	have	O	O	O	O	O				
9	1	3	you	O	O	O	O	O				
9	1	4	been	O	O	O	O	O				
9	1	5	managing	O	O	O	O	O				
9	1	6	to	O	O	O	O	O				
9	1	7	take	O	O	O	O	O				
9	1	8	care	O	O	O	O	O				
9	1	9	of	O	O	O	O	O				
9	1	10	your	O	O	O	O	O				
9	1	11	plants	O	O	O	O	O				
9	1	12	recently	O	O	O	O	O				
9	1	13	?	O	O	O	O	O				
9	2	1	Oh	O	O	O	O	O				
9	2	2	,	O	O	O	O	O				
9	2	3	I	O	O	O	O	O				
9	2	4	've	O	O	O	O	O				
9	2	5	been	O	O	O	O	O				
9	2	6	watering	B-event	O	O	O	O				
9	2	7	them	I-event	O	O	O	O				
9	2	8	every	B-time	O	O	O	O				
9	2	9	morning	I-time	O	O	O	O				
9	2	10	before	I-time	O	O	O	O				
9	2	11	breakfast	I-time	O	O	O	O				
9	2	12	.	O	O	O	O	O				
9	3	1	That	O	O	O	O	O				
9	3	2	's	O	O	O	O	O				
9	3	3	great	O	O	O	O	O				
9	3	4	to	O	O	O	O	O				
9	3	5	hear	O	O	O	O	O				
9	3	6	!	O	O	O	O	O				
9	3	7	When	O	O	O	O	O				
9	3	8	do	O	O	O	O	O				
9	3	9	you	O	O	O	O	O				
9	3	10	usually	O	O	O	O	O				
9	3	11	repair	O	B-event	O	O	O				
9	3	12	things	O	I-event	O	O	O				
9	3	13	around	O	I-event	O	O	O				
9	3	14	the	O	I-event	O	O	O				
9	3	15	house	O	I-event	O	O	O				
9	3	16	?	O	O	O	O	O				
9	4	1	I	O	O	O	O	O				
9	4	2	usually	O	O	O	O	O				
9	4	3	do	O	O	O	O	O				
9	4	4	it	O	O	O	O	O				
9	4	5	during	O	B-time	O	O	O				
9	4	6	weekends	O	I-time	O	O	O				
9	4	7	when	O	O	O	O	O				
9	4	8	I	O	O	O	O	O				
9	4	9	have	O	O	O	O	O				
9	4	10	more	O	O	O	O	O				
9	4	11	free	O	O	O	O	O				
9	4	12	time	O	O	O	O	O				
9	4	13	.	O	O	O	O	O				
9	5	1	Do	O	O	O	O	O				
9	5	2	you	O	O	O	O	O				
9	5	3	tend	O	O	O	O	O				
9	5	4	to	O	O	O	O	O				
9	5	5	help	O	O	O	O	O				
9	5	6	out	O	O	O	O	O				
9	5	7	with	O	O	O	O	O				
9	5	8	cooking	O	O	O	O	O				
9	5	9	meals	O	O	O	O	O				
9	5	10	for	O	O	O	O	O				
9	5	11	the	O	O	O	O	O				
9	5	12	family	O	O	O	O	O				
9	5	13	?	O	O	O	O	O				
9	6	1	Yes	O	O	O	O	O				
9	6	2	,	O	O	O	O	O				
9	6	3	I	O	O	O	O	O				
9	6	4	enjoy	O	O	O	O	O				
9	6	5	cooking	O	O	B-event	O	O				
9	6	6	dinner	O	O	I-event	O	O				
9	6	7	every	O	O	B-time	O	O				
9	6	8	evening	O	O	I-time	O	O				
9	6	9	.	O	O	O	O	O				
9	7	1	How	O	O	O	O	O				
9	7	2	often	O	O	O	O	O				
9	7	3	do	O	O	O	O	O				
9	7	4	you	O	O	O	O	O				
9	7	5	clean	O	O	O	O	O				
9	7	6	your	O	O	O	O	O				
9	7	7	house	O	O	O	O	O				
9	7	8	?	O	O	O	O	O				
9	8	1	I	O	O	O	O	O				
9	8	2	do	O	O	O	O	O				
9	8	3	light	O	O	O	B-event	O				
9	8	4	cleaning	O	O	O	I-event	O				
9	8	5	every	O	O	O	B-time	O				
9	8	6	day	O	O	O	I-time	O				
9	8	7	,	O	O	O	O	O				
9	8	8	but	O	O	O	O	O				
9	8	9	deep	O	O	O	O	B-event				
9	8	10	cleaning	O	O	O	O	I-event				
9	8	11	once	O	O	O	O	B-time				
9	8	12	a	O	O	O	O	I-time				
9	8	13	week	O	O	O	O	I-time				
9	8	14	.	O	O	O	O	O				
9	9	1	How	O	O	O	O	O				
9	9	2	are	O	O	O	O	O				
9	9	3	you	O	O	O	O	O				
9	9	4	handling	O	O	O	O	O				
9	9	5	the	O	O	O	O	O				
9	9	6	responsibility	O	O	O	O	O				
9	9	7	of	O	O	O	O	O				
9	9	8	feeding	O	O	O	O	O				
9	9	9	the	O	O	O	O	O				
9	9	10	family	O	O	O	O	O				
9	9	11	pet	O	O	O	O	O				
9	9	12	?	O	O	O	O	O				
9	10	1	I	O	O	O	O	O				
9	10	2	make	O	O	O	O	O				
9	10	3	sure	O	O	O	O	O				
9	10	4	to	O	O	O	O	O				
9	10	5	give	O	O	O	O	O	B-event			
9	10	6	our	O	O	O	O	O	I-event			
9	10	7	pet	O	O	O	O	O	I-event			
9	10	8	a	O	O	O	O	O	I-event			
9	10	9	meal	O	O	O	O	O	I-event			
9	10	10	in	O	O	O	O	O	B-time			
9	10	11	the	O	O	O	O	O	I-time			
9	10	12	morning	O	O	O	O	O	I-time			
9	10	13	and	O	O	O	O	O	I-time			
9	10	14	in	O	O	O	O	O	I-time			
9	10	15	the	O	O	O	O	O	I-time			
9	10	16	evening	O	O	O	O	O	I-time			
9	10	17	.	O	O	O	O	O				
10	1	1	How	O	O	O	O	O				
10	1	2	are	O	O	O	O	O				
10	1	3	you	O	O	O	O	O				
10	1	4	managing	O	O	O	O	O				
10	1	5	to	O	O	O	O	O				
10	1	6	take	O	O	O	O	O				
10	1	7	care	O	O	O	O	O				
10	1	8	of	O	O	O	O	O				
10	1	9	your	O	O	O	O	O				
10	1	10	plants	O	O	O	O	O				
10	1	11	these	O	O	O	O	O				
10	1	12	days	O	O	O	O	O				
10	1	13	?	O	O	O	O	O				
10	2	1	I	O	O	O	O	O				
10	2	2	water	B-event	O	O	O	O				
10	2	3	them	I-event	O	O	O	O				
10	2	4	every	B-time	O	O	O	O				
10	2	5	morning	I-time	O	O	O	O				
10	2	6	and	O	O	O	O	O				
10	2	7	make	O	O	O	O	O				
10	2	8	sure	O	O	O	O	O				
10	2	9	they	O	O	O	O	O				
10	2	10	get	O	O	O	O	O				
10	2	11	enough	O	O	O	O	O				
10	2	12	sunlight	O	O	O	O	O				
10	2	13	.	O	O	O	O	O				
10	3	1	That	O	O	O	O	O				
10	3	2	's	O	O	O	O	O				
10	3	3	great	O	O	O	O	O				
10	3	4	!	O	O	O	O	O				
10	3	5	When	O	O	O	O	O				
10	3	6	do	O	O	O	O	O				
10	3	7	you	O	O	O	O	O				
10	3	8	usually	O	O	O	O	O				
10	3	9	find	O	O	O	O	O				
10	3	10	time	O	O	O	O	O				
10	3	11	to	O	O	O	O	O				
10	3	12	tidy	O	O	O	O	O				
10	3	13	up	O	O	O	O	O				
10	3	14	the	O	O	O	O	O				
10	3	15	house	O	O	O	O	O				
10	3	16	?	O	O	O	O	O				
10	4	1	I	O	O	O	O	O				
10	4	2	clean	O	B-event	O	O	O				
10	4	3	the	O	I-event	O	O	O				
10	4	4	house	O	I-event	O	O	O				
10	4	5	every	O	B-time	O	O	O				
10	4	6	Saturday	O	I-time	O	O	O				
10	4	7	morning	O	I-time	O	O	O				
10	4	8	,	O	O	O	O	O				
10	4	9	it	O	O	O	O	O				
10	4	10	's	O	O	O	O	O				
10	4	11	my	O	O	O	O	O				
10	4	12	weekly	O	O	O	O	O				
10	4	13	routine	O	O	O	O	O				
10	4	14	.	O	O	O	O	O				
10	5	1	How	O	O	O	O	O				
10	5	2	about	O	O	O	O	O				
10	5	3	handling	O	O	O	O	O				
10	5	4	repairs	O	O	O	O	O				
10	5	5	around	O	O	O	O	O				
10	5	6	the	O	O	O	O	O				
10	5	7	house	O	O	O	O	O				
10	5	8	?	O	O	O	O	O				
10	5	9	When	O	O	O	O	O				
10	5	10	do	O	O	O	O	O				
10	5	11	you	O	O	O	O	O				
10	5	12	do	O	O	O	O	O				
10	5	13	that	O	O	O	O	O				
10	5	14	?	O	O	O	O	O				
10	6	1	I	O	O	O	O	O				
10	6	2	fix	O	O	B-event	O	O				
10	6	3	things	O	O	I-event	O	O				
10	6	4	as	O	O	O	O	O				
10	6	5	needed	O	O	O	O	O				
10	6	6	,	O	O	O	O	O				
10	6	7	usually	O	O	O	O	O				
10	6	8	on	O	O	B-time	O	O				
10	6	9	Sundays	O	O	I-time	O	O				
10	6	10	when	O	O	O	O	O				
10	6	11	I	O	O	O	O	O				
10	6	12	have	O	O	O	O	O				
10	6	13	some	O	O	O	O	O				
10	6	14	free	O	O	O	O	O				
10	6	15	time	O	O	O	O	O				
10	6	16	.	O	O	O	O	O				
10	7	1	Do	O	O	O	O	O				
10	7	2	you	O	O	O	O	O				
10	7	3	have	O	O	O	O	O				
10	7	4	any	O	O	O	O	O				
10	7	5	strategy	O	O	O	O	O				
10	7	6	for	O	O	O	O	O				
10	7	7	grocery	O	O	O	O	O				
10	7	8	shopping	O	O	O	O	O				
10	7	9	and	O	O	O	O	O				
10	7	10	meal	O	O	O	O	O				
10	7	11	preparation	O	O	O	O	O				
10	7	12	?	O	O	O	O	O				
10	8	1	I	O	O	O	O	O				
10	8	2	go	O	O	O	B-event	O				
10	8	3	grocery	O	O	O	I-event	O				
10	8	4	shopping	O	O	O	I-event	O				
10	8	5	on	O	O	O	B-time	O				
10	8	6	Fridays	O	O	O	I-time	O				
10	8	7	and	O	O	O	O	O				
10	8	8	cook	O	O	O	O	B-event				
10	8	9	meals	O	O	O	O	I-event				
10	8	10	for	O	O	O	O	O				
10	8	11	the	O	O	O	O	O				
10	8	12	week	O	O	O	O	O				
10	8	13	on	O	O	O	O	B-time				
10	8	14	Sundays	O	O	O	O	I-time				
10	8	15	.	O	O	O	O	O				
10	9	1	It	O	O	O	O	O				
10	9	2	sounds	O	O	O	O	O				
10	9	3	like	O	O	O	O	O				
10	9	4	you	O	O	O	O	O				
10	9	5	have	O	O	O	O	O				
10	9	6	a	O	O	O	O	O				
10	9	7	good	O	O	O	O	O				
10	9	8	routine	O	O	O	O	O				
10	9	9	in	O	O	O	O	O				
10	9	10	place	O	O	O	O	O				
10	9	11	!	O	O	O	O	O				
10	9	12	How	O	O	O	O	O				
10	9	13	do	O	O	O	O	O				
10	9	14	you	O	O	O	O	O				
10	9	15	balance	O	O	O	O	O				
10	9	16	all	O	O	O	O	O				
10	9	17	these	O	O	O	O	O				
10	9	18	tasks	O	O	O	O	O				
10	9	19	?	O	O	O	O	O				
11	1	1	How	O	O	O	O	O				
11	1	2	do	O	O	O	O	O				
11	1	3	you	O	O	O	O	O				
11	1	4	usually	O	O	O	O	O				
11	1	5	decide	O	O	O	O	O				
11	1	6	on	O	O	O	O	O				
11	1	7	what	O	O	O	O	O				
11	1	8	to	O	O	O	O	O				
11	1	9	cook	O	O	O	O	O				
11	1	10	for	O	O	O	O	O				
11	1	11	dinner	O	O	O	O	O				
11	1	12	?	O	O	O	O	O				
11	2	1	I	O	O	O	O	O				
11	2	2	like	O	O	O	O	O				
11	2	3	to	O	O	O	O	O				
11	2	4	plan	B-event	O	O	O	O				
11	2	5	my	I-event	O	O	O	O				
11	2	6	meals	I-event	O	O	O	O				
11	2	7	for	I-event	O	O	O	O				
11	2	8	the	I-event	O	O	O	O				
11	2	9	week	I-event	O	O	O	O				
11	2	10	every	B-time	O	O	O	O				
11	2	11	Sunday	I-time	O	O	O	O				
11	2	12	.	O	O	O	O	O				
11	3	1	That	O	O	O	O	O				
11	3	2	sounds	O	O	O	O	O				
11	3	3	like	O	O	O	O	O				
11	3	4	a	O	O	O	O	O				
11	3	5	good	O	O	O	O	O				
11	3	6	idea	O	O	O	O	O				
11	3	7	.	O	O	O	O	O				
11	3	8	When	O	O	O	O	O				
11	3	9	do	O	O	O	O	O				
11	3	10	you	O	O	O	O	O				
11	3	11	usually	O	O	O	O	O				
11	3	12	do	O	O	O	O	O				
11	3	13	groceries	O	O	O	O	O				
11	3	14	?	O	O	O	O	O				
11	4	1	I	O	O	O	O	O				
11	4	2	go	O	B-event	O	O	O				
11	4	3	to	O	I-event	O	O	O				
11	4	4	the	O	I-event	O	O	O				
11	4	5	store	O	I-event	O	O	O				
11	4	6	every	O	B-time	O	O	O				
11	4	7	Monday	O	I-time	O	O	O				
11	4	8	morning	O	I-time	O	O	O				
11	4	9	to	O	O	O	O	O				
11	4	10	get	O	O	O	O	O				
11	4	11	fresh	O	O	O	O	O				
11	4	12	produce	O	O	O	O	O				
11	4	13	and	O	O	O	O	O				
11	4	14	other	O	O	O	O	O				
11	4	15	essentials	O	O	O	O	O				
11	4	16	.	O	O	O	O	O				
11	5	1	What	O	O	O	O	O				
11	5	2	's	O	O	O	O	O				
11	5	3	your	O	O	O	O	O				
11	5	4	approach	O	O	O	O	O				
11	5	5	to	O	O	O	O	O				
11	5	6	maintaining	O	O	O	O	O				
11	5	7	your	O	O	O	O	O				
11	5	8	household	O	O	O	O	O				
11	5	9	?	O	O	O	O	O				
11	6	1	I	O	O	O	O	O				
11	6	2	try	O	O	O	O	O				
11	6	3	to	O	O	O	O	O				
11	6	4	do	O	O	B-event	O	O				
11	6	5	a	O	O	I-event	O	O				
11	6	6	little	O	O	I-event	O	O				
11	6	7	cleaning	O	O	I-event	O	O				
11	6	8	every	O	O	B-time	O	O				
11	6	9	day	O	O	I-time	O	O				
11	6	10	to	O	O	O	O	O				
11	6	11	keep	O	O	O	O	O				
11	6	12	things	O	O	O	O	O				
11	6	13	in	O	O	O	O	O				
11	6	14	order	O	O	O	O	O				
11	6	15	.	O	O	O	O	O				
11	7	1	How	O	O	O	O	O				
11	7	2	about	O	O	O	O	O				
11	7	3	repairing	O	O	O	O	O				
11	7	4	things	O	O	O	O	O				
11	7	5	around	O	O	O	O	O				
11	7	6	the	O	O	O	O	O				
11	7	7	house	O	O	O	O	O				
11	7	8	?	O	O	O	O	O				
11	8	1	I	O	O	O	O	O				
11	8	2	usually	O	O	O	O	O				
11	8	3	call	O	O	O	B-event	O				
11	8	4	a	O	O	O	I-event	O				
11	8	5	handyman	O	O	O	I-event	O				
11	8	6	for	O	O	O	I-event	O				
11	8	7	any	O	O	O	I-event	O				
11	8	8	repairs	O	O	O	I-event	O				
11	8	9	that	O	O	O	O	O				
11	8	10	need	O	O	O	O	O				
11	8	11	to	O	O	O	O	O				
11	8	12	be	O	O	O	O	O				
11	8	13	done	O	O	O	O	O				
11	8	14	.	O	O	O	O	O				
11	9	1	Do	O	O	O	O	O				
11	9	2	you	O	O	O	O	O				
11	9	3	have	O	O	O	O	O				
11	9	4	any	O	O	O	O	O				
11	9	5	plants	O	O	O	O	O				
11	9	6	or	O	O	O	O	O				
11	9	7	pets	O	O	O	O	O				
11	9	8	to	O	O	O	O	O				
11	9	9	take	O	O	O	O	O				
11	9	10	care	O	O	O	O	O				
11	9	11	of	O	O	O	O	O				
11	9	12	at	O	O	O	O	O				
11	9	13	home	O	O	O	O	O				
11	9	14	?	O	O	O	O	O				
11	10	1	I	O	O	O	O	O				
11	10	2	have	O	O	O	O	O				
11	10	3	a	O	O	O	O	O				
11	10	4	few	O	O	O	O	I-event				
11	10	5	indoor	O	O	O	O	I-event				
11	10	6	plants	O	O	O	O	I-event				
11	10	7	that	O	O	O	O	O				
11	10	8	I	O	O	O	O	O				
11	10	9	water	O	O	O	O	B-event				
11	10	10	every	O	O	O	O	I-event				
11	10	11	weekend	O	O	O	O	I-time				
11	10	12	.	O	O	O	O	O				
11	11	1	How	O	O	O	O	O				
12	1	1	How	O	O	O	O	O				
12	1	2	often	O	O	O	O	O				
12	1	3	do	O	O	O	O	O				
12	1	4	you	O	O	O	O	O				
12	1	5	water	B-event	O	O	O	O				
12	1	6	your	I-event	O	O	O	O				
12	1	7	plants	I-event	O	O	O	O				
12	1	8	,	O	O	O	O	O				
12	1	9	Mr.	O	O	O	O	O				
12	1	10	Smith	O	O	O	O	O				
12	1	11	?	O	O	O	O	O				
12	2	1	I	O	O	O	O	O				
12	2	2	water	O	O	O	O	O				
12	2	3	them	O	O	O	O	O				
12	2	4	every	B-time	O	O	O	O				
12	2	5	two	I-time	O	O	O	O				
12	2	6	days	I-time	O	O	O	O				
12	2	7	in	I-time	O	O	O	O				
12	2	8	the	I-time	O	O	O	O				
12	2	9	morning	I-time	O	O	O	O				
12	2	10	.	O	O	O	O	O				
12	3	1	Do	O	O	O	O	O				
12	3	2	you	O	O	O	O	O				
12	3	3	have	O	O	O	O	O				
12	3	4	any	O	O	O	O	O				
12	3	5	specific	O	O	O	O	O				
12	3	6	routine	O	O	O	O	O				
12	3	7	for	O	O	O	O	O				
12	3	8	garden	O	O	O	O	O				
12	3	9	maintenance	O	O	O	O	O				
12	3	10	?	O	O	O	O	O				
12	4	1	I	O	O	O	O	O				
12	4	2	spend	O	O	O	O	O				
12	4	3	my	O	O	O	O	O				
12	4	4	Friday	O	B-time	O	O	O				
12	4	5	mornings	O	I-time	O	O	O				
12	4	6	trimming	O	B-event	O	O	O				
12	4	7	the	O	I-event	O	O	O				
12	4	8	bushes	O	I-event	O	O	O				
12	4	9	and	O	I-event	O	O	O				
12	4	10	mowing	O	I-event	O	O	O				
12	4	11	the	O	I-event	O	O	O				
12	4	12	lawn	O	I-event	O	O	O				
12	4	13	.	O	O	O	O	O				
12	5	1	How	O	O	O	O	O				
12	5	2	do	O	O	O	O	O				
12	5	3	you	O	O	O	O	O				
12	5	4	handle	O	O	O	O	O				
12	5	5	household	O	O	O	O	O				
12	5	6	repairs	O	O	O	O	O				
12	5	7	,	O	O	O	O	O				
12	5	8	like	O	O	O	O	O				
12	5	9	fixing	O	O	O	O	O				
12	5	10	a	O	O	O	O	O				
12	5	11	leaky	O	O	O	O	O				
12	5	12	faucet	O	O	O	O	O				
12	5	13	?	O	O	O	O	O				
12	6	1	I	O	O	O	O	O				
12	6	2	usually	O	O	O	O	O				
12	6	3	call	O	O	O	O	O				
12	6	4	a	O	O	O	O	O				
12	6	5	handyman	O	O	O	O	O				
12	6	6	for	O	O	O	O	O				
12	6	7	those	O	O	O	O	O				
12	6	8	tasks	O	O	O	O	O				
12	6	9	.	O	O	O	O	O				
12	7	1	Who	O	O	O	O	O				
12	7	2	do	O	O	O	O	O				
12	7	3	you	O	O	O	O	O				
12	7	4	rely	O	O	O	O	O				
12	7	5	on	O	O	O	O	O				
12	7	6	for	O	O	O	O	O				
12	7	7	assistance	O	O	O	O	O				
12	7	8	with	O	O	O	O	O				
12	7	9	household	O	O	O	O	O				
12	7	10	chores	O	O	O	O	O				
12	7	11	?	O	O	O	O	O				
12	8	1	My	O	O	B-participants	O	O				
12	8	2	daughter	O	O	I-participants	O	O				
12	8	3	helps	O	O	O	O	O				
12	8	4	me	O	O	O	O	O				
12	8	5	with	O	O	O	O	O				
12	8	6	grocery	O	O	B-event	O	O				
12	8	7	shopping	O	O	I-event	O	O				
12	8	8	and	O	O	I-event	O	O				
12	8	9	changing	O	O	I-event	O	O				
12	8	10	light	O	O	I-event	O	O				
12	8	11	bulbs	O	O	I-event	O	O				
12	8	12	.	O	O	O	O	O				
12	9	1	Is	O	O	O	O	O				
12	9	2	there	O	O	O	O	O				
12	9	3	any	O	O	O	O	O				
12	9	4	specific	O	O	O	O	O				
12	9	5	day	O	O	O	O	O				
12	9	6	you	O	O	O	O	O				
12	9	7	dedicate	O	O	O	O	O				
12	9	8	to	O	O	O	O	O				
12	9	9	cleaning	O	O	O	O	O				
12	9	10	your	O	O	O	O	O				
12	9	11	house	O	O	O	O	O				
12	9	12	?	O	O	O	O	O				
12	10	1	I	O	O	O	O	O				
12	10	2	prefer	O	O	O	O	O				
12	10	3	cleaning	O	O	O	B-event	O				
12	10	4	on	O	O	O	O	O				
12	10	5	Sunday	O	O	O	B-time	O				
12	10	6	mornings	O	O	O	I-time	O				
12	10	7	;	O	O	O	O	O				
12	10	8	it	O	O	O	O	O				
12	10	9	sets	O	O	O	O	O				
12	10	10	the	O	O	O	O	O				
12	10	11	tone	O	O	O	O	O				
12	10	12	for	O	O	O	O	O				
12	10	13	the	O	O	O	O	O				
12	10	14	week	O	O	O	O	O				
12	10	15	.	O	O	O	O	O				
13	1	1	How	O	O	O	O	O				
13	1	2	often	O	O	O	O	O				
13	1	3	do	O	O	O	O	O				
13	1	4	you	O	O	O	O	O				
13	1	5	water	B-event	O	O	O	O				
13	1	6	your	I-event	O	O	O	O				
13	1	7	plants	I-event	O	O	O	O				
13	1	8	?	O	O	O	O	O				
13	2	1	I	O	O	O	O	O				
13	2	2	water	O	O	O	O	O				
13	2	3	them	O	O	O	O	O				
13	2	4	twice	B-time	O	O	O	O				
13	2	5	a	I-time	O	O	O	O				
13	2	6	week	I-time	O	O	O	O				
13	2	7	,	O	O	O	O	O				
13	2	8	after	I-time	O	O	O	O				
13	2	9	dinner	I-time	O	O	O	O				
13	2	10	.	I-time	O	O	O	O				
13	3	1	Do	O	O	O	O	O				
13	3	2	you	O	O	O	O	O				
13	3	3	handle	O	B-event	O	O	O				
13	3	4	the	O	I-event	O	O	O				
13	3	5	repairs	O	I-event	O	O	O				
13	3	6	around	O	I-event	O	O	O				
13	3	7	the	O	I-event	O	O	O				
13	3	8	house	O	I-event	O	O	O				
13	3	9	by	O	O	O	O	O				
13	3	10	yourself	O	B-participants	O	O	O				
13	3	11	?	O	O	O	O	O				
13	4	1	Yes	O	O	O	O	O				
13	4	2	,	O	O	O	O	O				
13	4	3	I	O	O	O	O	O				
13	4	4	try	O	O	O	O	O				
13	4	5	to	O	O	O	O	O				
13	4	6	.	O	O	O	O	O				
13	4	7	Ca	O	O	O	O	O				
13	4	8	n't	O	O	O	O	O				
13	4	9	do	O	O	O	O	O				
13	4	10	everything	O	O	O	O	O				
13	4	11	I	O	O	O	O	O				
13	4	12	used	O	O	O	O	O				
13	4	13	to	O	O	O	O	O				
13	4	14	,	O	O	O	O	O				
13	4	15	but	O	O	O	O	O				
13	4	16	managing	O	O	O	O	O				
13	4	17	fine	O	O	O	O	O				
13	4	18	.	O	O	O	O	O				
13	5	1	That	O	O	O	O	O				
13	5	2	's	O	O	O	O	O				
13	5	3	impressive	O	O	O	O	O				
13	5	4	!	O	O	O	O	O				
13	5	5	How	O	O	O	O	O				
13	5	6	do	O	O	O	O	O				
13	5	7	you	O	O	O	O	O				
13	5	8	maintain	O	O	B-event	O	O				
13	5	9	your	O	O	I-event	O	O				
