conversation	sent_id	token_id	token	event1	event2	event3	event4	event5	event6
7	2	6	.	O	O	O	O	O	
7	3	1	What	O	O	O	O	O	
7	3	2	did	O	O	O	O	O	
7	3	3	you	O	O	O	O	O	
7	3	4	make	O	O	O	O	O	
7	3	5	for	O	O	O	O	O	
7	3	6	breakfast	O	O	O	O	O	
7	3	7	?	O	O	O	O	O	
7	4	1	I	O	O	O	O	O	
7	4	2	made	O	O	O	O	O	
7	4	3	some	O	O	O	O	O	
7	4	4	scrambled	O	O	O	O	O	
7	4	5	eggs	O	O	O	O	O	
7	4	6	and	O	O	O	O	O	
7	4	7	toast	O	O	O	O	O	
7	4	8	.	O	O	O	O	O	
7	5	1	Sounds	O	O	O	O	O	
7	5	2	delicious	O	O	O	O	O	
7	5	3	!	O	O	O	O	O	
7	5	4	Did	O	O	O	O	O	
7	5	5	you	O	O	O	O	O	
7	5	6	have	O	O	O	O	O	
7	5	7	any	O	O	O	O	O	
7	5	8	plans	O	O	O	O	O	
7	5	9	for	O	O	O	O	O	
7	5	10	the	O	O	O	O	O	
7	5	11	afternoon	O	O	O	O	O	
7	5	12	?	O	O	O	O	O	
7	6	1	Yes	O	O	O	O	O	
7	6	2	,	O	O	O	O	O	
7	6	3	I	O	O	O	O	O	
7	6	4	did	O	O	O	O	O	
7	6	5	some	O	O	O	O	O	
7	6	6	gardening	O	B-event	O	O	O	
7	6	7	in	O	O	O	O	O	
7	6	8	the	O	B-place	O	O	O	
7	6	9	backyard	O	I-place	O	O	O	
7	6	10	.	O	O	O	O	O	
7	7	1	That	O	O	O	O	O	
7	7	2	must	O	O	O	O	O	
7	7	3	have	O	O	O	O	O	
7	7	4	been	O	O	O	O	O	
7	7	5	relaxing	O	O	O	O	O	
7	7	6	.	O	O	O	O	O	
7	7	7	What	O	O	O	O	O	
7	7	8	did	O	O	O	O	O	
7	7	9	you	O	O	O	O	O	
7	7	10	plant	O	O	O	O	O	
7	7	11	?	O	O	O	O	O	
7	8	1	I	O	O	O	O	O	
7	8	2	planted	O	O	O	O	O	
7	8	3	some	O	O	O	O	O	
7	8	4	new	O	O	O	O	O	
7	8	5	flowers	O	O	O	O	O	
7	8	6	and	O	O	O	O	O	
7	8	7	herbs	O	O	O	O	O	
7	8	8	.	O	O	O	O	O	
8	1	1	How	O	O	O	O	O	
8	1	2	was	O	O	O	O	O	
8	1	3	your	O	O	O	O	O	
8	1	4	day	O	O	O	O	O	
8	1	5	today	O	O	O	O	O	
8	1	6	,	O	O	O	O	O	
8	1	7	any	O	O	O	O	O	
8	1	8	interesting	O	O	O	O	O	
8	1	9	activities	O	O	O	O	O	
8	1	10	?	O	O	O	O	O	
8	2	1	Yes	O	O	O	O	O	
8	2	2	,	O	O	O	O	O	
8	2	3	I	O	O	O	O	O	
8	2	4	rearranged	B-event	O	O	O	O	
8	2	5	my	I-event	O	O	O	O	
8	2	6	living	I-event	O	O	O	O	
8	2	7	room	I-event	O	O	O	O	
8	2	8	furniture	I-event	O	O	O	O	
8	2	9	in	B-time	O	O	O	O	
8	2	10	the	I-time	O	O	O	O	
8	2	11	morning	I-time	O	O	O	O	
8	2	12	.	O	O	O	O	O	
8	3	1	That	O	O	O	O	O	
8	3	2	sounds	O	O	O	O	O	
8	3	3	like	O	O	O	O	O	
8	3	4	a	O	O	O	O	O	
8	3	5	productive	O	O	O	O	O	
8	3	6	start	O	O	O	O	O	
8	3	7	to	O	O	O	O	O	
8	3	8	the	O	O	O	O	O	
8	3	9	day	O	O	O	O	O	
8	3	10	.	O	O	O	O	O	
8	3	11	How	O	O	O	O	O	
8	3	12	did	O	O	O	O	O	
8	3	13	you	O	O	O	O	O	
8	3	14	decide	O	O	O	O	O	
8	3	15	on	O	O	O	O	O	
8	3	16	the	O	O	O	O	O	
8	3	17	new	O	O	O	O	O	
8	3	18	furniture	O	O	O	O	O	
8	3	19	arrangement	O	O	O	O	O	
8	3	20	?	O	O	O	O	O	
8	4	1	I	O	O	O	O	O	
8	4	2	wanted	O	O	O	O	O	
8	4	3	more	O	O	O	O	O	
8	4	4	space	O	O	O	O	O	
8	4	5	for	O	O	O	O	O	
8	4	6	natural	O	O	O	O	O	
8	4	7	light	O	O	O	O	O	
8	4	8	,	O	O	O	O	O	
8	4	9	so	O	O	O	O	O	
8	4	10	I	O	O	O	O	O	
8	4	11	moved	O	B-event	O	O	O	
8	4	12	the	O	I-event	O	O	O	
8	4	13	sofa	O	I-event	O	O	O	
8	4	14	near	O	I-event	O	O	O	
8	4	15	the	O	I-event	O	O	O	
8	4	16	window	O	I-event	O	O	O	
8	4	17	.	O	O	O	O	O	
8	5	1	That	O	O	O	O	O	
8	5	2	's	O	O	O	O	O	
8	5	3	a	O	O	O	O	O	
8	5	4	great	O	O	O	O	O	
8	5	5	idea	O	O	O	O	O	
8	5	6	,	O	O	O	O	O	
8	5	7	natural	O	O	O	O	O	
8	5	8	light	O	O	O	O	O	
8	5	9	can	O	O	O	O	O	
8	5	10	really	O	O	O	O	O	
8	5	11	brighten	O	O	O	O	O	
8	5	12	up	O	O	O	O	O	
8	5	13	the	O	O	O	O	O	
8	5	14	room	O	O	O	O	O	
8	5	15	.	O	O	O	O	O	
8	6	1	It	O	O	O	O	O	
8	6	2	did	O	O	O	O	O	
8	6	3	indeed	O	O	O	O	O	
8	6	4	,	O	O	O	O	O	
8	6	5	the	O	O	O	O	O	
8	6	6	room	O	O	O	O	O	
8	6	7	feels	O	O	O	O	O	
8	6	8	more	O	O	O	O	O	
8	6	9	spacious	O	O	O	O	O	
8	6	10	and	O	O	O	O	O	
8	6	11	vibrant	O	O	O	O	O	
8	6	12	.	O	O	O	O	O	
8	7	1	Have	O	O	O	O	O	
8	7	2	you	O	O	O	O	O	
8	7	3	thought	O	O	O	O	O	
8	7	4	about	O	O	O	O	O	
8	7	5	any	O	O	O	O	O	
8	7	6	other	O	O	O	O	O	
8	7	7	changes	O	O	O	O	O	
8	7	8	to	O	O	O	O	O	
8	7	9	make	O	O	O	O	O	
8	7	10	your	O	O	O	O	O	
8	7	11	living	O	O	O	O	O	
8	7	12	room	O	O	O	O	O	
8	7	13	more	O	O	O	O	O	
8	7	14	comfortable	O	O	O	O	O	
8	7	15	?	O	O	O	O	O	
8	8	1	I	O	O	O	O	O	
8	8	2	've	O	O	O	O	O	
8	8	3	been	O	O	O	O	O	
8	8	4	considering	O	O	B-event	O	O	
8	8	5	adding	O	O	I-event	O	O	
8	8	6	some	O	O	I-event	O	O	
8	8	7	indoor	O	O	I-event	O	O	
8	8	8	plants	O	O	I-event	O	O	
8	8	9	for	O	O	O	O	O	
8	8	10	a	O	O	O	O	O	
8	8	11	touch	O	O	O	O	O	
8	8	12	of	O	O	O	O	O	
8	8	13	greenery	O	O	O	O	O	
8	8	14	.	O	O	O	O	O	
8	9	1	Indoor	O	O	O	O	O	
8	9	2	plants	O	O	O	O	O	
8	9	3	would	O	O	O	O	O	
8	9	4	definitely	O	O	O	O	O	
8	9	5	add	O	O	O	O	O	
8	9	6	a	O	O	O	O	O	
8	9	7	fresh	O	O	O	O	O	
9	1	1	How	O	O	O	O	O	
9	1	2	was	O	O	O	O	O	
9	1	3	your	O	O	O	O	O	
9	1	4	day	O	O	O	O	O	
9	1	5	today	O	O	O	O	O	
9	1	6	?	O	O	O	O	O	
9	2	1	Well	O	O	O	O	O	
9	2	2	,	O	O	O	O	O	
9	2	3	I	O	O	O	O	O	
9	2	4	spent	O	O	O	O	O	
9	2	5	the	O	O	O	O	O	
9	2	6	morning	B-time	O	O	O	O	
9	2	7	gardening	B-event	O	O	O	O	
9	2	8	in	O	O	O	O	O	
9	2	9	the	B-place	O	O	O	O	
9	2	10	backyard	I-place	O	O	O	O	
9	2	11	.	O	O	O	O	O	
9	3	1	That	O	O	O	O	O	
9	3	2	sounds	O	O	O	O	O	
9	3	3	lovely	O	O	O	O	O	
9	3	4	.	O	O	O	O	O	
9	3	5	When	O	O	O	O	O	
9	3	6	do	O	O	O	O	O	
9	3	7	you	O	O	O	O	O	
9	3	8	usually	O	O	O	O	O	
9	3	9	do	O	O	O	O	O	
9	3	10	your	O	O	O	O	O	
9	3	11	gardening	O	B-event	O	O	O	
9	3	12	?	O	O	O	O	O	
9	4	1	I	O	O	O	O	O	
9	4	2	prefer	O	O	O	O	O	
9	4	3	doing	O	O	O	O	O	
9	4	4	it	O	O	O	O	O	
9	4	5	in	O	O	O	O	O	
9	4	6	the	O	O	O	O	O	
9	4	7	mornings	O	B-time	O	O	O	
9	4	8	when	O	O	O	O	O	
9	4	9	the	O	O	O	O	O	
9	4	10	weather	O	O	O	O	O	
9	4	11	is	O	O	O	O	O	
9	4	12	cooler	O	O	O	O	O	
9	4	13	.	O	O	O	O	O	
9	5	1	Have	O	O	O	O	O	
9	5	2	you	O	O	O	O	O	
9	5	3	planted	O	O	O	O	O	
9	5	4	anything	O	O	O	O	O	
9	5	5	new	O	O	O	O	O	
9	5	6	recently	O	O	O	O	O	
9	5	7	in	O	O	O	O	O	
9	5	8	your	O	O	O	O	O	
9	5	9	garden	O	O	O	O	O	
9	5	10	?	O	O	O	O	O	
9	6	1	Yes	O	O	O	O	O	
9	6	2	,	O	O	O	O	O	
9	6	3	I	O	O	O	O	O	
9	6	4	planted	O	O	B-event	O	O	
9	6	5	some	O	O	I-event	O	O	
9	6	6	vegetables	O	O	I-event	O	O	
9	6	7	a	O	O	O	O	O	
9	6	8	few	O	O	B-time	O	O	
9	6	9	days	O	O	I-time	O	O	
9	6	10	ago	O	O	I-time	O	O	
9	6	11	.	O	O	O	O	O	
9	7	1	That	O	O	O	O	O	
9	7	2	's	O	O	O	O	O	
9	7	3	great	O	O	O	O	O	
9	7	4	!	O	O	O	O	O	
9	7	5	How	O	O	O	O	O	
9	7	6	do	O	O	O	O	O	
9	7	7	you	O	O	O	O	O	
9	7	8	take	O	O	O	O	O	
9	7	9	care	O	O	O	O	O	
9	7	10	of	O	O	O	O	O	
9	7	11	the	O	O	O	O	O	
9	7	12	plants	O	O	O	O	O	
9	7	13	in	O	O	O	O	O	
9	7	14	your	O	O	O	O	O	
9	7	15	garden	O	O	O	O	O	
9	7	16	?	O	O	O	O	O	
9	8	1	I	O	O	O	O	O	
9	8	2	make	O	O	O	O	O	
9	8	3	sure	O	O	O	O	O	
9	8	4	to	O	O	O	O	O	
9	8	5	water	O	O	O	O	O	
9	8	6	them	O	O	O	O	O	
9	8	7	regularly	O	O	O	O	O	
9	8	8	and	O	O	O	O	O	
9	8	9	remove	O	O	O	O	O	
9	8	10	any	O	O	O	O	O	
9	8	11	weeds	O	O	O	O	O	
9	8	12	.	O	O	O	O	O	
9	9	1	It	O	O	O	O	O	
9	9	2	sounds	O	O	O	O	O	
9	9	3	like	O	O	O	O	O	
9	9	4	you	O	O	O	O	O	
9	9	5	really	O	O	O	O	O	
9	9	6	enjoy	O	O	O	O	O	
9	9	7	taking	O	O	O	O	O	
9	9	8	care	O	O	O	O	O	
9	9	9	of	O	O	O	O	O	
9	9	10	your	O	O	O	O	O	
9	9	11	garden	O	O	O	O	O	
9	9	12	.	O	O	O	O	O	
10	1	1	How	O	O	O	O	O	
10	1	2	has	O	O	O	O	O	
10	1	3	your	O	O	O	O	O	
10	1	4	daily	O	O	O	O	O	
10	1	5	routine	O	O	O	O	O	
10	1	6	changed	O	O	O	O	O	
10	1	7	since	O	O	O	O	O	
10	1	8	moving	O	O	O	O	O	
10	1	9	to	O	O	O	O	O	
10	1	10	the	O	O	O	O	O	
10	1	11	new	O	O	O	O	O	
10	1	12	place	O	O	O	O	O	
10	1	13	?	O	O	O	O	O	
10	2	1	I	O	O	O	O	O	
10	2	2	feel	O	O	O	O	O	
10	2	3	more	O	O	O	O	O	
10	2	4	organized	O	O	O	O	O	
10	2	5	now	O	O	O	O	O	
10	2	6	that	O	O	O	O	O	
10	2	7	my	O	O	O	O	O	
10	2	8	belongings	O	O	O	O	O	
10	2	9	have	O	O	O	O	O	
10	2	10	their	O	O	O	O	O	
10	2	11	own	O	O	O	O	O	
10	2	12	place	O	O	O	O	O	
10	2	13	.	O	O	O	O	O	
10	3	1	That	O	O	O	O	O	
10	3	2	's	O	O	O	O	O	
10	3	3	great	O	O	O	O	O	
10	3	4	to	O	O	O	O	O	
10	3	5	hear	O	O	O	O	O	
10	3	6	!	O	O	O	O	O	
10	3	7	When	O	O	O	O	O	
10	3	8	do	O	O	O	O	O	
10	3	9	you	O	O	O	O	O	
10	3	10	usually	O	O	O	O	O	
10	3	11	do	O	O	O	O	O	
10	3	12	your	O	O	O	O	O	
10	3	13	grocery	B-event	O	O	O	O	
10	3	14	shopping	I-event	O	O	O	O	
10	3	15	?	O	O	O	O	O	
10	4	1	I	O	O	O	O	O	
10	4	2	go	O	O	O	O	O	
10	4	3	every	B-time	O	O	O	O	
10	4	4	Monday	I-time	O	O	O	O	
10	4	5	morning	I-time	O	O	O	O	
10	4	6	and	O	O	O	O	O	
10	4	7	stock	O	O	O	O	O	
10	4	8	up	O	O	O	O	O	
10	4	9	for	O	O	O	O	O	
10	4	10	the	O	O	O	O	O	
10	4	11	week	O	O	O	O	O	
10	4	12	.	O	O	O	O	O	
10	5	1	Do	O	O	O	O	O	
10	5	2	you	O	O	O	O	O	
10	5	3	find	O	O	O	O	O	
10	5	4	it	O	O	O	O	O	
10	5	5	convenient	O	O	O	O	O	
10	5	6	living	O	O	O	O	O	
10	5	7	so	O	O	O	O	O	
10	5	8	close	O	O	O	O	O	
10	5	9	to	O	O	O	O	O	
10	5	10	the	O	O	O	O	O	
10	5	11	grocery	B-place	O	O	O	O	
10	5	12	store	I-place	O	O	O	O	
10	5	13	?	O	O	O	O	O	
10	6	1	Yes	O	O	O	O	O	
10	6	2	,	O	O	O	O	O	
10	6	3	it	O	O	O	O	O	
10	6	4	's	O	O	O	O	O	
10	6	5	just	O	O	O	O	O	
10	6	6	a	O	O	O	O	O	
10	6	7	short	O	O	O	O	O	
10	6	8	walk	O	O	O	O	O	
10	6	9	away	O	O	O	O	O	
10	6	10	.	O	O	O	O	O	
10	6	11	Makes	O	O	O	O	O	
10	6	12	things	O	O	O	O	O	
10	6	13	easier	O	O	O	O	O	
10	6	14	.	O	O	O	O	O	
11	1	1	How	O	O	O	O	O	
11	1	2	was	O	O	O	O	O	
11	1	3	your	O	O	O	O	O	
11	1	4	day	O	O	O	O	O	
11	1	5	today	O	O	O	O	O	
11	1	6	?	O	O	O	O	O	
11	1	7	Anything	O	O	O	O	O	
11	1	8	interesting	O	O	O	O	O	
11	1	9	happened	O	O	O	O	O	
11	1	10	?	O	O	O	O	O	
11	2	1	Oh	O	O	O	O	O	
11	2	2	,	O	O	O	O	O	
11	2	3	I	O	O	O	O	O	
11	2	4	had	O	O	O	O	O	
11	2	5	a	O	O	O	O	O	
11	2	6	busy	O	O	O	O	O	
11	2	7	day	O	O	O	O	O	
11	2	8	rearranging	B-event	O	O	O	O	
11	2	9	my	I-event	O	O	O	O	
11	2	10	living	I-event	O	O	O	O	
11	2	11	room	I-event	O	O	O	O	
11	2	12	furniture	I-event	O	O	O	O	
11	2	13	.	O	O	O	O	O	
11	3	1	When	O	O	O	O	O	
11	3	2	did	O	O	O	O	O	
11	3	3	you	O	O	O	O	O	
11	3	4	find	O	O	O	O	O	
11	3	5	the	O	O	O	O	O	
11	3	6	time	O	O	O	O	O	
11	3	7	to	O	O	O	O	O	
11	3	8	do	O	O	O	O	O	
11	3	9	that	O	O	O	O	O	
11	3	10	?	O	O	O	O	O	
11	4	1	I	O	O	O	O	O	
11	4	2	woke	O	O	O	O	O	
11	4	3	up	O	O	O	O	O	
11	4	4	early	O	O	O	O	O	
11	4	5	and	O	O	O	O	O	
11	4	6	finished	O	O	O	O	O	
11	4	7	before	B-time	O	O	O	O	
11	4	8	lunch	I-time	O	O	O	O	
11	4	9	.	O	O	O	O	O	
11	5	1	Nice	O	O	O	O	O	
11	5	2	!	O	O	O	O	O	
11	5	3	Is	O	O	O	O	O	
11	5	4	the	O	O	O	O	O	
11	5	5	new	O	O	O	O	O	
11	5	6	layout	O	O	O	O	O	
11	5	7	more	O	O	O	O	O	
11	5	8	convenient	O	O	O	O	O	
11	5	9	for	O	O	O	O	O	
11	5	10	you	O	O	O	O	O	
11	5	11	?	O	O	O	O	O	
11	6	1	Yes	O	O	O	O	O	
11	6	2	,	O	O	O	O	O	
11	6	3	it	O	O	O	O	O	
11	6	4	feels	O	O	O	O	O	
11	6	5	more	O	O	O	O	O	
11	6	6	spacious	O	O	O	O	O	
11	6	7	and	O	O	O	O	O	
11	6	8	cozy	O	O	O	O	O	
11	6	9	now	O	O	O	O	O	
11	6	10	.	O	O	O	O	O	
11	7	1	Great	O	O	O	O	O	
11	7	2	to	O	O	O	O	O	
11	7	3	hear	O	O	O	O	O	
11	7	4	that	O	O	O	O	O	
11	7	5	!	O	O	O	O	O	
11	7	6	Any	O	O	O	O	O	
11	7	7	new	O	O	O	O	O	
11	7	8	plans	O	O	O	O	O	
11	7	9	for	O	O	O	O	O	
11	7	10	tomorrow	O	O	O	O	O	
11	7	11	?	O	O	O	O	O	
11	8	1	I	O	O	O	O	O	
11	8	2	'm	O	O	O	O	O	
11	8	3	thinking	O	O	O	O	O	
11	8	4	of	O	O	O	O	O	
11	8	5	decluttering	O	B-event	O	O	O	
11	8	6	my	O	I-event	O	O	O	
11	8	7	closet	O	I-event	O	O	O	
11	8	8	in	O	B-time	O	O	O	
11	8	9	the	O	I-time	O	O	O	
11	8	10	morning	O	I-time	O	O	O	
11	8	11	.	O	I-time	O	O	O	
12	1	1	How	O	O	O	O	O	
12	1	2	often	O	O	O	O	O	
12	1	3	do	O	O	O	O	O	
12	1	4	you	O	O	O	O	O	
12	1	5	go	O	O	O	O	O	
12	1	6	grocery	B-event	O	O	O	O	
12	1	7	shopping	I-event	O	O	O	O	
12	1	8	these	O	O	O	O	O	
12	1	9	days	O	O	O	O	O	
12	1	10	?	O	O	O	O	O	
12	2	1	I	O	O	O	O	O	
12	2	2	go	O	O	O	O	O	
12	2	3	once	B-time	O	O	O	O	
12	2	4	a	I-time	O	O	O	O	
12	2	5	week	I-time	O	O	O	O	
12	2	6	,	O	O	O	O	O	
12	2	7	usually	I-time	O	O	O	O	
12	2	8	on	I-time	O	O	O	O	
12	2	9	Saturdays	I-time	O	O	O	O	
12	2	10	.	O	O	O	O	O	
12	3	1	Do	O	O	O	O	O	
12	3	2	you	O	O	O	O	O	
12	3	3	have	O	O	O	O	O	
12	3	4	any	O	O	O	O	O	
12	3	5	special	O	O	O	O	O	
12	3	6	routine	O	O	O	O	O	
12	3	7	when	O	O	O	O	O	
12	3	8	organizing	O	B-event	O	O	O	
12	3	9	your	O	I-event	O	O	O	
12	3	10	closet	O	I-event	O	O	O	
12	3	11	?	O	O	O	O	O	
12	4	1	Yes	O	O	O	O	O	
12	4	2	,	O	O	O	O	O	
12	4	3	I	O	O	O	O	O	
12	4	4	like	O	O	O	O	O	
12	4	5	to	O	O	O	O	O	
12	4	6	color	O	O	O	O	O	
12	4	7	-	O	O	O	O	O	
12	4	8	coordinate	O	O	O	O	O	
12	4	9	my	O	O	O	O	O	
12	4	10	clothes	O	O	O	O	O	
12	4	11	.	O	O	O	O	O	
12	5	1	Have	O	O	O	O	O	
12	5	2	you	O	O	O	O	O	
12	5	3	had	O	O	O	O	O	
12	5	4	any	O	O	O	O	O	
12	5	5	difficulties	O	O	O	O	O	
12	5	6	with	O	O	O	O	O	
12	5	7	household	O	O	O	O	O	
12	5	8	repairs	O	O	O	O	O	
12	5	9	recently	O	O	O	O	O	
12	5	10	?	O	O	O	O	O	
12	6	1	The	O	O	O	O	O	
12	6	2	sink	O	O	O	O	O	
12	6	3	was	O	O	O	O	O	
12	6	4	clogged	O	O	O	O	O	
12	6	5	last	O	O	B-time	O	O	
12	6	6	week	O	O	I-time	O	O	
12	6	7	,	O	O	O	O	O	
12	6	8	but	O	O	O	O	O	
12	6	9	I	O	O	B-participants	O	O	
12	6	10	managed	O	O	O	O	O	
12	6	11	to	O	O	O	O	O	
12	6	12	fix	O	O	B-event	O	O	
12	6	13	it	O	O	I-event	O	O	
12	6	14	myself	O	O	O	O	O	
12	6	15	.	O	O	O	O	O	
12	7	1	How	O	O	O	O	O	
12	7	2	often	O	O	O	O	O	
12	7	3	do	O	O	O	O	O	
12	7	4	you	O	O	O	O	O	
12	7	5	take	O	O	O	O	O	
12	7	6	care	O	O	O	O	O	
12	7	7	of	O	O	O	O	O	
12	7	8	your	O	O	O	O	O	
12	7	9	garden	O	O	O	O	O	
12	7	10	?	O	O	O	O	O	
12	8	1	I	O	O	O	O	O	
12	8	2	spend	O	O	O	O	O	
12	8	3	a	O	O	O	B-time	O	
12	8	4	couple	O	O	O	I-time	O	
12	8	5	of	O	O	O	I-time	O	
12	8	6	hours	O	O	O	I-time	O	
12	8	7	every	O	O	O	I-time	O	
12	8	8	Sunday	O	O	O	I-time	O	
12	8	9	tending	O	O	O	B-event	O	
12	8	10	to	O	O	O	I-event	O	
12	8	11	the	O	O	O	I-event	O	
12	8	12	plants	O	O	O	I-event	O	
12	8	13	.	O	O	O	O	O	
12	9	1	Do	O	O	O	O	O	
12	9	2	you	O	O	O	O	O	
12	9	3	enjoy	O	O	O	O	O	
12	9	4	cooking	O	O	O	O	B-event	
12	9	5	dinner	O	O	O	O	I-event	
12	9	6	every	O	O	O	O	O	
12	9	7	day	O	O	O	O	O	
12	9	8	?	O	O	O	O	O	
12	10	1	Yes	O	O	O	O	O	
12	10	2	,	O	O	O	O	O	
12	10	3	it	O	O	O	O	O	
12	10	4	's	O	O	O	O	O	
12	10	5	one	O	O	O	O	O	
12	10	6	of	O	O	O	O	O	
12	10	7	my	O	O	O	O	O	
12	10	8	favorite	O	O	O	O	O	
12	10	9	things	O	O	O	O	O	
12	10	10	to	O	O	O	O	O	
12	10	11	do	O	O	O	O	O	
12	10	12	in	O	O	O	O	B-time	
12	10	13	the	O	O	O	O	I-time	
12	10	14	evening	O	O	O	O	I-time	
12	10	15	.	O	O	O	O	O	
13	1	1	How	O	O	O	O	O	
13	1	2	was	O	O	O	O	O	
13	1	3	your	O	O	O	O	O	
13	1	4	day	O	O	O	O	O	
13	1	5	today	O	O	O	O	O	
13	1	6	,	O	O	O	O	O	
13	1	7	any	O	O	O	O	O	
13	1	8	interesting	O	O	O	O	O	
13	1	9	activities	O	O	O	O	O	
13	1	10	at	O	O	O	O	O	
13	1	11	home	O	O	O	O	O	
13	1	12	?	O	O	O	O	O	
13	2	1	Yes	O	O	O	O	O	
13	2	2	,	O	O	O	O	O	
13	2	3	I	O	O	O	O	O	
13	2	4	spent	O	O	O	O	O	
13	2	5	the	O	O	O	O	O	
13	2	6	morning	O	O	O	O	O	
13	2	7	arranging	B-event	O	O	O	O	
13	2	8	the	I-event	O	O	O	O	
13	2	9	living	I-event	O	O	O	O	
13	2	10	room	I-event	O	O	O	O	
13	2	11	furniture	I-event	O	O	O	O	
13	2	12	to	O	O	O	O	O	
13	2	13	make	O	O	O	O	O	
13	2	14	the	O	O	O	O	O	
13	2	15	space	O	O	O	O	O	
13	2	16	cozier	O	O	O	O	O	
13	2	17	.	O	O	O	O	O	
13	3	1	That	O	O	O	O	O	
13	3	2	sounds	O	O	O	O	O	
13	3	3	lovely	O	O	O	O	O	
13	3	4	.	O	O	O	O	O	
13	3	5	When	O	O	O	O	O	
13	3	6	did	O	O	O	O	O	
13	3	7	you	O	O	O	O	O	
13	3	8	start	O	O	O	O	O	
13	3	9	rearranging	O	O	O	O	O	
13	3	10	the	O	O	O	O	O	
13	3	11	furniture	O	O	O	O	O	
13	3	12	?	O	O	O	O	O	
13	4	1	I	O	O	O	O	O	
13	4	2	started	O	O	O	O	O	
13	4	3	right	B-time	O	O	O	O	
13	4	4	after	I-time	O	O	O	O	
13	4	5	breakfast	I-time	O	O	O	O	
13	4	6	,	O	O	O	O	O	
13	4	7	and	O	O	O	O	O	
13	4	8	it	O	O	O	O	O	
13	4	9	took	O	O	O	O	O	
13	4	10	me	O	O	O	O	O	
13	4	11	a	O	O	O	O	O	
13	4	12	couple	O	O	O	O	O	
13	4	13	of	O	O	O	O	O	
13	4	14	hours	O	O	O	O	O	
13	4	15	.	O	O	O	O	O	
13	5	1	Did	O	O	O	O	O	
13	5	2	you	O	O	O	O	O	
13	5	3	need	O	O	O	O	O	
13	5	4	any	O	O	O	O	O	
13	5	5	help	O	O	O	O	O	
13	5	6	moving	O	O	O	O	O	
13	5	7	the	O	O	O	O	O	
13	5	8	furniture	O	O	O	O	O	
13	5	9	around	O	O	O	O	O	
13	5	10	?	O	O	O	O	O	
13	6	1	No	O	O	O	O	O	
13	6	2	,	O	O	O	O	O	
13	6	3	I	O	O	O	O	O	
13	6	4	managed	O	O	O	O	O	
13	6	5	to	O	O	O	O	O	
13	6	6	move	O	O	O	O	O	
13	6	7	everything	O	O	O	O	O	
13	6	8	around	O	O	O	O	O	
13	6	9	on	O	O	O	O	O	
13	6	10	my	O	O	O	O	O	
13	6	11	own	O	O	O	O	O	
13	6	12	.	O	O	O	O	O	
13	7	1	That	O	O	O	O	O	
13	7	2	's	O	O	O	O	O	
13	7	3	impressive	O	O	O	O	O	
13	7	4	!	O	O	O	O	O	
13	7	5	How	O	O	O	O	O	
13	7	6	do	O	O	O	O	O	
13	7	7	you	O	O	O	O	O	
13	7	8	feel	O	O	O	O	O	
13	7	9	about	O	O	O	O	O	
13	7	10	the	O	O	O	O	O	
13	7	11	new	O	O	O	O	O	
13	7	12	arrangement	O	O	O	O	O	
13	7	13	in	O	O	O	O	O	
13	7	14	your	O	O	O	O	O	
13	7	15	living	O	O	O	O	O	
13	7	16	room	O	O	O	O	O	
13	7	17	?	O	O	O	O	O	
13	8	1	I	O	O	O	O	O	
13	8	2	feel	O	O	O	O	O	
13	8	3	quite	O	O	O	O	O	
13	8	4	satisfied	O	O	O	O	O	
13	8	5	with	O	O	O	O	O	
13	8	6	it	O	O	O	O	O	
13	8	7	.	O	O	O	O	O	
13	8	8	It	O	O	O	O	O	
13	8	9	's	O	O	O	O	O	
13	8	10	much	O	O	O	O	O	
13	8	11	more	O	O	O	O	O	
13	8	12	comfortable	O	O	O	O	O	
13	8	13	and	O	O	O	O	O	
13	8	14	welcoming	O	O	O	O	O	
13	8	15	now	O	O	O	O	O	
13	8	16	.	O	O	O	O	O	
14	1	1	Have	O	O	O	O	O	
14	1	2	you	O	O	O	O	O	
14	1	3	decided	O	O	O	O	O	
14	1	4	what	O	O	O	O	O	
14	1	5	color	O	O	O	O	O	
14	1	6	to	O	O	O	O	O	
14	1	7	paint	O	O	O	O	O	
14	1	8	the	O	O	O	O	O	
14	1	9	living	O	O	O	O	O	
14	1	10	room	O	O	O	O	O	
14	1	11	walls	O	O	O	O	O	
14	1	12	?	O	O	O	O	O	
14	2	1	Not	O	O	O	O	O	
14	2	2	yet	O	O	O	O	O	
14	2	3	.	O	O	O	O	O	
14	2	4	The	O	O	O	O	O	
14	2	5	painting	B-event	O	O	O	O	
14	2	6	happens	O	O	O	O	O	
14	2	7	next	B-time	O	O	O	O	
14	2	8	weekend	I-time	O	O	O	O	
14	2	9	whenever	O	O	O	O	O	
14	2	10	my	O	O	O	O	O	
14	2	11	son	B-participants	O	O	O	O	
14	2	12	visits	I-participants	O	O	O	O	
14	2	13	.	O	O	O	O	O	
14	3	1	Will	O	O	O	O	O	
14	3	2	you	O	O	O	O	O	
14	3	3	also	O	O	O	O	O	
14	3	4	be	O	O	O	O	O	
14	3	5	rearranging	O	B-event	O	O	O	
14	3	6	the	O	I-event	O	O	O	
14	3	7	furniture	O	I-event	O	O	O	
14	3	8	?	O	O	O	O	O	
14	4	1	Yes	O	O	O	O	O	
14	4	2	,	O	O	O	O	O	
