conversation	sent_id	token_id	token	event1	event2	event3	event4	event5	event6	event7
20	5	4	handle	O	O	O	O	O		
20	5	5	washing	O	O	O	O	O		
20	5	6	your	O	O	O	O	O		
20	5	7	hair	O	O	O	O	O		
20	5	8	,	O	O	O	O	O		
20	5	9	do	O	O	O	O	O		
20	5	10	you	O	O	O	O	O		
20	5	11	do	O	O	O	O	O		
20	5	12	it	O	O	O	O	O		
20	5	13	daily	O	O	O	O	O		
20	5	14	or	O	O	O	O	O		
20	5	15	less	O	O	O	O	O		
20	5	16	frequently	O	O	O	O	O		
20	5	17	?	O	O	O	O	O		
20	6	1	I	O	O	O	O	O		
20	6	2	wash	O	O	B-event	O	O		
20	6	3	my	O	O	I-event	O	O		
20	6	4	hair	O	O	I-event	O	O		
20	6	5	every	O	O	B-time	O	O		
20	6	6	other	O	O	I-time	O	O		
20	6	7	day	O	O	I-time	O	O		
20	6	8	,	O	O	O	O	O		
20	6	9	it	O	O	O	O	O		
20	6	10	keeps	O	O	O	O	O		
20	6	11	my	O	O	O	O	O		
20	6	12	scalp	O	O	O	O	O		
20	6	13	healthy	O	O	O	O	O		
20	6	14	and	O	O	O	O	O		
20	6	15	clean	O	O	O	O	O		
20	6	16	.	O	O	O	O	O		
20	7	1	Do	O	O	O	O	O		
20	7	2	you	O	O	O	O	O		
20	7	3	find	O	O	O	O	O		
20	7	4	it	O	O	O	O	O		
20	7	5	challenging	O	O	O	O	O		
20	7	6	to	O	O	O	O	O		
20	7	7	dry	O	O	O	O	O		
20	7	8	your	O	O	O	O	O		
20	7	9	body	O	O	O	O	O		
20	7	10	after	O	O	O	O	O		
20	7	11	showering	O	O	O	O	O		
20	7	12	?	O	O	O	O	O		
20	8	1	Sometimes	O	O	O	O	O		
20	8	2	,	O	O	O	O	O		
20	8	3	but	O	O	O	O	O		
20	8	4	I	O	O	O	O	O		
20	8	5	have	O	O	O	O	O		
20	8	6	a	O	O	O	O	O		
20	8	7	soft	O	O	O	O	O		
20	8	8	towel	O	O	O	O	O		
20	8	9	that	O	O	O	O	O		
20	8	10	makes	O	O	O	O	O		
20	8	11	the	O	O	O	O	O		
20	8	12	job	O	O	O	O	O		
20	8	13	easier	O	O	O	O	O		
20	8	14	for	O	O	O	O	O		
20	8	15	me	O	O	O	O	O		
20	8	16	.	O	O	O	O	O		
20	9	1	It	O	O	O	O	O		
20	9	2	's	O	O	O	O	O		
20	9	3	important	O	O	O	O	O		
20	9	4	to	O	O	O	O	O		
20	9	5	take	O	O	O	O	O		
20	9	6	care	O	O	O	O	O		
20	9	7	of	O	O	O	O	O		
20	9	8	oneself	O	O	O	O	O		
20	9	9	,	O	O	O	O	O		
21	1	1	Do	O	O	O	O	O		
21	1	2	you	O	O	O	O	O		
21	1	3	usually	O	O	O	O	O		
21	1	4	take	O	O	O	O	O		
21	1	5	a	O	O	O	O	O		
21	1	6	shower	O	O	O	O	O		
21	1	7	in	O	O	O	O	O		
21	1	8	the	O	O	O	O	O		
21	1	9	morning	O	O	O	O	O		
21	1	10	or	O	O	O	O	O		
21	1	11	at	O	O	O	O	O		
21	1	12	night	O	O	O	O	O		
21	1	13	?	O	O	O	O	O		
21	2	1	I	B-participants	O	O	O	O		
21	2	2	prefer	O	O	O	O	O		
21	2	3	showering	B-event	O	O	O	O		
21	2	4	in	B-time	O	O	O	O		
21	2	5	the	I-time	O	O	O	O		
21	2	6	morning	I-time	O	O	O	O		
21	2	7	to	O	O	O	O	O		
21	2	8	start	O	O	O	O	O		
21	2	9	my	O	O	O	O	O		
21	2	10	day	O	O	O	O	O		
21	2	11	fresh	O	O	O	O	O		
21	2	12	and	O	O	O	O	O		
21	2	13	awake	O	O	O	O	O		
21	2	14	.	O	O	O	O	O		
21	3	1	How	O	O	O	O	O		
21	3	2	often	O	O	O	O	O		
21	3	3	do	O	O	O	O	O		
21	3	4	you	O	O	O	O	O		
21	3	5	wash	O	O	O	O	O		
21	3	6	your	O	O	O	O	O		
21	3	7	face	O	O	O	O	O		
21	3	8	during	O	O	O	O	O		
21	3	9	the	O	O	O	O	O		
21	3	10	day	O	O	O	O	O		
21	3	11	?	O	O	O	O	O		
21	4	1	I	O	B-participants	O	O	O		
21	4	2	wash	O	B-event	O	O	O		
21	4	3	my	O	I-event	O	O	O		
21	4	4	face	O	I-event	O	O	O		
21	4	5	twice	O	B-time	O	O	O		
21	4	6	a	O	I-time	O	O	O		
21	4	7	day	O	I-time	O	O	O		
21	4	8	,	O	O	O	O	O		
21	4	9	once	O	I-time	O	O	O		
21	4	10	in	O	I-time	O	O	O		
21	4	11	the	O	I-time	O	O	O		
21	4	12	morning	O	I-time	O	O	O		
21	4	13	and	O	O	O	O	O		
21	4	14	once	O	I-time	O	O	O		
21	4	15	before	O	I-time	O	O	O		
21	4	16	bed	O	I-time	O	O	O		
21	4	17	.	O	I-time	O	O	O		
21	5	1	When	O	O	O	O	O		
21	5	2	do	O	O	O	O	O		
21	5	3	you	O	O	O	O	O		
21	5	4	find	O	O	O	O	O		
21	5	5	time	O	O	O	O	O		
21	5	6	to	O	O	O	O	O		
21	5	7	wash	O	O	O	O	O		
21	5	8	your	O	O	O	O	O		
21	5	9	hands	O	O	O	O	O		
21	5	10	thoroughly	O	O	O	O	O		
21	5	11	?	O	O	O	O	O		
21	6	1	I	O	O	B-participants	O	O		
21	6	2	make	O	O	O	O	O		
21	6	3	sure	O	O	O	O	O		
21	6	4	to	O	O	O	O	O		
21	6	5	wash	O	O	B-event	O	O		
21	6	6	my	O	O	I-event	O	O		
21	6	7	hands	O	O	I-event	O	O		
21	6	8	with	O	O	O	O	O		
21	6	9	soap	O	O	O	O	O		
21	6	10	after	O	O	B-time	O	O		
21	6	11	using	O	O	I-time	O	O		
21	6	12	the	O	O	I-time	O	O		
21	6	13	bathroom	O	O	I-time	O	O		
21	6	14	and	O	O	O	O	O		
21	6	15	before	O	O	I-time	O	O		
21	6	16	meals	O	O	I-time	O	O		
21	6	17	.	O	O	I-time	O	O		
21	7	1	How	O	O	O	O	O		
21	7	2	often	O	O	O	O	O		
21	7	3	do	O	O	O	O	O		
21	7	4	you	O	O	O	O	O		
21	7	5	wash	O	O	O	O	O		
21	7	6	your	O	O	O	O	O		
21	7	7	feet	O	O	O	O	O		
21	7	8	,	O	O	O	O	O		
21	7	9	especially	O	O	O	O	O		
21	7	10	during	O	O	O	O	O		
21	7	11	summer	O	O	O	O	O		
21	7	12	?	O	O	O	O	O		
21	8	1	During	O	O	O	O	O		
21	8	2	summer	O	O	O	O	O		
21	8	3	,	O	O	O	O	O		
21	8	4	I	O	O	O	B-participants	O		
21	8	5	wash	O	O	O	B-event	O		
21	8	6	my	O	O	O	I-event	O		
21	8	7	feet	O	O	O	I-event	O		
21	8	8	every	O	O	O	B-time	O		
21	8	9	evening	O	O	O	I-time	O		
21	8	10	to	O	O	O	O	O		
21	8	11	feel	O	O	O	O	O		
21	8	12	clean	O	O	O	O	O		
21	8	13	and	O	O	O	O	O		
21	8	14	comfortable	O	O	O	O	O		
21	8	15	.	O	O	O	O	O		
21	9	1	Do	O	O	O	O	O		
21	9	2	you	O	O	O	O	O		
21	9	3	have	O	O	O	O	O		
21	9	4	a	O	O	O	O	O		
21	9	5	specific	O	O	O	O	O		
21	9	6	schedule	O	O	O	O	O		
21	9	7	for	O	O	O	O	O		
21	9	8	washing	O	O	O	O	O		
21	9	9	your	O	O	O	O	O		
21	9	10	hair	O	O	O	O	O		
21	9	11	?	O	O	O	O	O		
21	10	1	I	O	O	O	O	B-participants		
21	10	2	wash	O	O	O	O	B-event		
21	10	3	my	O	O	O	O	I-event		
21	10	4	hair	O	O	O	O	I-event		
21	10	5	three	O	O	O	O	B-time		
21	10	6	times	O	O	O	O	I-time		
21	10	7	a	O	O	O	O	I-time		
21	10	8	week	O	O	O	O	I-time		
22	1	1	When	O	O	O	O	O		
22	1	2	do	O	O	O	O	O		
22	1	3	you	O	O	O	O	O		
22	1	4	usually	O	O	O	O	O		
22	1	5	take	O	O	O	O	O		
22	1	6	a	O	O	O	O	O		
22	1	7	shower	O	O	O	O	O		
22	1	8	,	O	O	O	O	O		
22	1	9	Mrs.	O	O	O	O	O		
22	1	10	Johnson	O	O	O	O	O		
22	1	11	?	O	O	O	O	O		
22	2	1	I	O	O	O	O	O		
22	2	2	prefer	O	O	O	O	O		
22	2	3	taking	B-event	O	O	O	O		
22	2	4	a	I-event	O	O	O	O		
22	2	5	shower	I-event	O	O	O	O		
22	2	6	in	I-event	O	O	O	O		
22	2	7	the	I-event	O	O	O	O		
22	2	8	evening	I-time	O	O	O	O		
22	2	9	before	I-time	O	O	O	O		
22	2	10	bed	I-time	O	O	O	O		
22	2	11	.	O	O	O	O	O		
22	3	1	That	O	O	O	O	O		
22	3	2	's	O	O	O	O	O		
22	3	3	a	O	O	O	O	O		
22	3	4	good	O	O	O	O	O		
22	3	5	routine	O	O	O	O	O		
22	3	6	.	O	O	O	O	O		
22	3	7	Do	O	O	O	O	O		
22	3	8	you	O	O	O	O	O		
22	3	9	use	O	O	O	O	O		
22	3	10	any	O	O	O	O	O		
22	3	11	special	O	O	O	O	O		
22	3	12	soaps	O	O	O	O	O		
22	3	13	?	O	O	O	O	O		
22	4	1	Yes	O	O	O	O	O		
22	4	2	,	O	O	O	O	O		
22	4	3	I	O	O	O	O	O		
22	4	4	use	O	O	O	O	O		
22	4	5	a	O	O	O	O	O		
22	4	6	mild	O	O	O	O	O		
22	4	7	soap	O	O	O	O	O		
22	4	8	that	O	O	O	O	O		
22	4	9	is	O	O	O	O	O		
22	4	10	gentle	O	O	O	O	O		
22	4	11	on	O	O	O	O	O		
22	4	12	my	O	O	O	O	O		
22	4	13	skin	O	O	O	O	O		
22	4	14	.	O	O	O	O	O		
22	5	1	How	O	O	O	O	O		
22	5	2	about	O	O	O	O	O		
22	5	3	washing	O	B-event	O	O	O		
22	5	4	your	O	I-event	O	O	O		
22	5	5	hands	O	I-event	O	O	O		
22	5	6	?	O	I-event	O	O	O		
22	6	1	I	O	O	O	O	O		
22	6	2	wash	O	O	O	O	O		
22	6	3	my	O	O	O	O	O		
22	6	4	hands	O	O	O	O	O		
22	6	5	thoroughly	O	O	O	O	O		
22	6	6	before	O	B-time	O	O	O		
22	6	7	and	O	I-time	O	O	O		
22	6	8	after	O	I-time	O	O	O		
22	6	9	every	O	I-time	O	O	O		
22	6	10	meal	O	I-time	O	O	O		
22	6	11	.	O	O	O	O	O		
22	7	1	That	O	O	O	O	O		
22	7	2	's	O	O	O	O	O		
22	7	3	important	O	O	O	O	O		
22	7	4	for	O	O	O	O	O		
22	7	5	staying	O	O	O	O	O		
22	7	6	healthy	O	O	O	O	O		
22	7	7	.	O	O	O	O	O		
22	7	8	Do	O	O	O	O	O		
22	7	9	you	O	O	O	O	O		
22	7	10	have	O	O	O	O	O		
22	7	11	a	O	O	O	O	O		
22	7	12	specific	O	O	O	O	O		
22	7	13	schedule	O	O	O	O	O		
22	7	14	for	O	O	O	O	O		
22	7	15	washing	O	O	B-event	O	O		
22	7	16	your	O	O	I-event	O	O		
22	7	17	face	O	O	I-event	O	O		
22	7	18	?	O	O	I-event	O	O		
22	8	1	I	O	O	O	O	O		
22	8	2	make	O	O	O	O	O		
22	8	3	sure	O	O	O	O	O		
22	8	4	to	O	O	O	O	O		
22	8	5	wash	O	O	O	O	O		
22	8	6	my	O	O	O	O	O		
22	8	7	face	O	O	O	O	O		
22	8	8	as	O	O	B-time	O	O		
22	8	9	soon	O	O	I-time	O	O		
22	8	10	as	O	O	I-time	O	O		
22	8	11	I	O	O	I-time	O	O		
22	8	12	wake	O	O	I-time	O	O		
22	8	13	up	O	O	I-time	O	O		
22	8	14	in	O	O	I-time	O	O		
22	8	15	the	O	O	I-time	O	O		
22	8	16	morning	O	O	I-time	O	O		
22	8	17	.	O	O	I-time	O	O		
22	9	1	It	O	O	O	O	O		
22	9	2	sounds	O	O	O	O	O		
22	9	3	like	O	O	O	O	O		
22	9	4	you	O	O	O	O	O		
22	9	5	have	O	O	O	O	O		
22	9	6	a	O	O	O	O	O		
22	9	7	good	O	O	O	O	O		
22	9	8	self	O	O	O	O	O		
22	9	9	-	O	O	O	O	O		
22	9	10	care	O	O	O	O	O		
22	9	11	routine	O	O	O	O	O		
22	9	12	for	O	O	O	O	O		
22	9	13	your	O	O	O	O	O		
22	9	14	personal	O	O	O	O	O		
22	9	15	hygiene	O	O	O	O	O		
22	9	16	.	O	O	O	O	O		
23	1	1	How	O	O	O	O	O		
23	1	2	are	O	O	O	O	O		
23	1	3	you	O	O	O	O	O		
23	1	4	feeling	O	O	O	O	O		
23	1	5	today	O	O	O	O	O		
23	1	6	?	O	O	O	O	O		
23	1	7	Have	O	O	O	O	O		
23	1	8	you	O	O	O	O	O		
23	1	9	been	O	O	O	O	O		
23	1	10	keeping	O	O	O	O	O		
23	1	11	up	O	O	O	O	O		
23	1	12	with	O	O	O	O	O		
23	1	13	your	O	O	O	O	O		
23	1	14	self	O	O	O	O	O		
23	1	15	-	O	O	O	O	O		
23	1	16	care	O	O	O	O	O		
23	1	17	routine	O	O	O	O	O		
23	1	18	?	O	O	O	O	O		
23	2	1	Yes	O	O	O	O	O		
23	2	2	,	O	O	O	O	O		
23	2	3	I	O	O	O	O	O		
23	2	4	try	O	O	O	O	O		
23	2	5	to	O	O	O	O	O		
23	2	6	make	O	O	O	O	O		
23	2	7	it	O	O	O	O	O		
23	2	8	a	O	O	O	O	O		
23	2	9	priority	O	O	O	O	O		
23	2	10	.	O	O	O	O	O		
23	2	11	I	O	O	O	O	O		
23	2	12	usually	O	O	O	O	O		
23	2	13	take	B-event	O	O	O	O		
23	2	14	a	I-event	O	O	O	O		
23	2	15	shower	I-event	O	O	O	O		
23	2	16	in	B-time	O	O	O	O		
23	2	17	the	I-time	O	O	O	O		
23	2	18	morning	I-time	O	O	O	O		
23	2	19	.	O	O	O	O	O		
23	3	1	That	O	O	O	O	O		
23	3	2	's	O	O	O	O	O		
23	3	3	good	O	O	O	O	O		
23	3	4	to	O	O	O	O	O		
23	3	5	hear	O	O	O	O	O		
23	3	6	.	O	O	O	O	O		
23	3	7	How	O	O	O	O	O		
23	3	8	do	O	O	O	O	O		
23	3	9	you	O	O	O	O	O		
23	3	10	usually	O	O	O	O	O		
23	3	11	feel	O	O	O	O	O		
23	3	12	after	O	O	O	O	O		
23	3	13	taking	O	O	O	O	O		
23	3	14	a	O	O	O	O	O		
23	3	15	shower	O	O	O	O	O		
23	3	16	?	O	O	O	O	O		
23	4	1	I	O	O	O	O	O		
23	4	2	feel	O	O	O	O	O		
23	4	3	refreshed	O	O	O	O	O		
23	4	4	and	O	O	O	O	O		
23	4	5	ready	O	O	O	O	O		
23	4	6	to	O	O	O	O	O		
23	4	7	start	O	O	O	O	O		
23	4	8	the	O	O	O	O	O		
23	4	9	day	O	O	O	O	O		
23	4	10	.	O	O	O	O	O		
23	5	1	Do	O	O	O	O	O		
23	5	2	you	O	O	O	O	O		
23	5	3	take	O	O	O	O	O		
23	5	4	any	O	O	O	O	O		
23	5	5	breaks	O	O	O	O	O		
23	5	6	during	O	O	O	O	O		
23	5	7	the	O	O	O	O	O		
23	5	8	day	O	O	O	O	O		
23	5	9	for	O	O	O	O	O		
23	5	10	self	O	O	O	O	O		
23	5	11	-	O	O	O	O	O		
23	5	12	care	O	O	O	O	O		
23	5	13	?	O	O	O	O	O		
23	6	1	Yes	O	O	O	O	O		
23	6	2	,	O	O	O	O	O		
23	6	3	in	O	O	O	O	O		
23	6	4	the	O	B-time	O	O	O		
23	6	5	afternoon	O	I-time	O	O	O		
23	6	6	I	O	O	O	O	O		
23	6	7	like	O	O	O	O	O		
23	6	8	to	O	O	O	O	O		
23	6	9	wash	O	B-event	O	O	O		
23	6	10	my	O	I-event	O	O	O		
23	6	11	face	O	I-event	O	O	O		
23	6	12	and	O	I-event	O	O	O		
23	6	13	hands	O	I-event	O	O	O		
23	6	14	to	O	O	O	O	O		
23	6	15	freshen	O	O	O	O	O		
23	6	16	up	O	O	O	O	O		
23	6	17	.	O	O	O	O	O		
23	7	1	It	O	O	O	O	O		
23	7	2	's	O	O	O	O	O		
23	7	3	important	O	O	O	O	O		
23	7	4	to	O	O	O	O	O		
23	7	5	take	O	O	O	O	O		
23	7	6	those	O	O	O	O	O		
23	7	7	moments	O	O	O	O	O		
23	7	8	for	O	O	O	O	O		
23	7	9	yourself	O	O	O	O	O		
23	7	10	.	O	O	O	O	O		
23	7	11	How	O	O	O	O	O		
23	7	12	do	O	O	O	O	O		
23	7	13	you	O	O	O	O	O		
23	7	14	feel	O	O	O	O	O		
23	7	15	after	O	O	O	O	O		
23	7	16	washing	O	O	O	O	O		
23	7	17	your	O	O	O	O	O		
23	7	18	face	O	O	O	O	O		
23	7	19	and	O	O	O	O	O		
23	7	20	hands	O	O	O	O	O		
23	7	21	?	O	O	O	O	O		
23	8	1	It	O	O	O	O	O		
23	8	2	makes	O	O	O	O	O		
23	8	3	me	O	O	O	O	O		
23	8	4	feel	O	O	O	O	O		
23	8	5	awake	O	O	O	O	O		
23	8	6	and	O	O	O	O	O		
23	8	7	rejuvenated	O	O	O	O	O		
23	8	8	.	O	O	O	O	O		
24	1	1	Do	O	O	O	O	O		
24	1	2	you	O	O	O	O	O		
24	1	3	enjoy	O	O	O	O	O		
24	1	4	taking	O	O	O	O	O		
24	1	5	a	O	O	O	O	O		
24	1	6	bath	O	O	O	O	O		
24	1	7	every	O	O	O	O	O		
24	1	8	day	O	O	O	O	O		
24	1	9	,	O	O	O	O	O		
24	1	10	or	O	O	O	O	O		
24	1	11	do	O	O	O	O	O		
24	1	12	you	O	O	O	O	O		
24	1	13	prefer	O	O	O	O	O		
24	1	14	showers	O	O	O	O	O		
24	1	15	?	O	O	O	O	O		
24	2	1	I	O	O	O	O	O		
24	2	2	prefer	O	O	O	O	O		
24	2	3	taking	B-event	O	O	O	O		
24	2	4	a	I-event	O	O	O	O		
24	2	5	bath	I-event	O	O	O	O		
24	2	6	every	B-time	O	O	O	O		
24	2	7	evening	I-time	O	O	O	O		
24	2	8	,	O	O	O	O	O		
24	2	9	it	O	O	O	O	O		
24	2	10	helps	O	O	O	O	O		
24	2	11	me	O	O	O	O	O		
24	2	12	relax	O	O	O	O	O		
24	2	13	and	O	O	O	O	O		
24	2	14	wind	O	O	O	O	O		
24	2	15	down	O	O	O	O	O		
24	2	16	before	O	O	O	O	O		
24	2	17	bed	O	O	O	O	O		
24	2	18	.	O	O	O	O	O		
24	3	1	How	O	O	O	O	O		
24	3	2	do	O	O	O	O	O		
24	3	3	you	O	O	O	O	O		
24	3	4	usually	O	O	O	O	O		
24	3	5	wash	O	O	O	O	O		
24	3	6	your	O	O	O	O	O		
24	3	7	hair	O	O	O	O	O		
24	3	8	?	O	O	O	O	O		
24	4	1	I	O	O	O	O	O		
24	4	2	wash	O	B-event	O	O	O		
24	4	3	my	O	I-event	O	O	O		
24	4	4	hair	O	I-event	O	O	O		
24	4	5	in	O	B-place	O	O	O		
24	4	6	the	O	I-place	O	O	O		
24	4	7	sink	O	I-place	O	O	O		
24	4	8	on	O	B-time	O	O	O		
24	4	9	Tuesday	O	I-time	O	O	O		
24	4	10	and	O	I-time	O	O	O		
24	4	11	Sunday	O	I-time	O	O	O		
24	4	12	mornings	O	I-time	O	O	O		
24	4	13	using	O	O	O	O	O		
24	4	14	a	O	O	O	O	O		
24	4	15	gentle	O	O	O	O	O		
24	4	16	shampoo	O	O	O	O	O		
24	4	17	.	O	O	O	O	O		
24	5	1	When	O	O	O	O	O		
24	5	2	do	O	O	O	O	O		
24	5	3	you	O	O	O	O	O		
24	5	4	prefer	O	O	O	O	O		
24	5	5	to	O	O	O	O	O		
24	5	6	wash	O	O	O	O	O		
24	5	7	your	O	O	O	O	O		
24	5	8	face	O	O	O	O	O		
24	5	9	?	O	O	O	O	O		
24	6	1	I	O	O	O	O	O		
24	6	2	wash	O	O	B-event	O	O		
24	6	3	my	O	O	I-event	O	O		
24	6	4	face	O	O	I-event	O	O		
24	6	5	every	O	O	B-time	O	O		
24	6	6	night	O	O	I-time	O	O		
24	6	7	before	O	O	I-time	O	O		
24	6	8	going	O	O	I-time	O	O		
24	6	9	to	O	O	I-time	O	O		
24	6	10	bed	O	O	I-time	O	O		
24	6	11	,	O	O	O	O	O		
24	6	12	it	O	O	O	O	O		
24	6	13	makes	O	O	O	O	O		
24	6	14	me	O	O	O	O	O		
24	6	15	feel	O	O	O	O	O		
24	6	16	fresh	O	O	O	O	O		
24	6	17	and	O	O	O	O	O		
24	6	18	clean	O	O	O	O	O		
24	6	19	.	O	O	O	O	O		
24	7	1	And	O	O	O	O	O		
24	7	2	how	O	O	O	O	O		
24	7	3	do	O	O	O	O	O		
24	7	4	you	O	O	O	O	O		
24	7	5	dry	O	O	O	O	O		
24	7	6	yourself	O	O	O	O	O		
24	7	7	after	O	O	O	O	O		
24	7	8	the	O	O	O	O	O		
24	7	9	bath	O	O	O	O	O		
24	7	10	or	O	O	O	O	O		
24	7	11	shower	O	O	O	O	O		
24	7	12	?	O	O	O	O	O		
24	8	1	I	O	O	O	O	O		
24	8	2	use	O	O	O	O	O		
24	8	3	a	O	O	O	O	O		
24	8	4	soft	O	O	O	O	O		
24	8	5	towel	O	O	O	O	O		
24	8	6	to	O	O	O	O	O		
24	8	7	gently	O	O	O	O	O		
24	8	8	dry	O	O	O	O	O		
24	8	9	my	O	O	O	O	O		
24	8	10	body	O	O	O	O	O		
24	8	11	to	O	O	O	O	O		
24	8	12	help	O	O	O	O	O		
24	8	13	prevent	O	O	O	O	O		
24	8	14	irritation	O	O	O	O	O		
24	8	15	on	O	O	O	O	O		
24	8	16	my	O	O	O	O	O		
24	8	17	skin	O	O	O	O	O		
24	8	18	.	O	O	O	O	O		
24	9	1	That	O	O	O	O	O		
24	9	2	sounds	O	O	O	O	O		
24	9	3	like	O	O	O	O	O		
24	9	4	a	O	O	O	O	O		
24	9	5	nice	O	O	O	O	O		
24	9	6	routine	O	O	O	O	O		
24	9	7	for	O	O	O	O	O		
24	9	8	self	O	O	O	O	O		
24	9	9	-	O	O	O	O	O		
24	9	10	care	O	O	O	O	O		
24	9	11	,	O	O	O	O	O		
24	9	12	it	O	O	O	O	O		
24	9	13	's	O	O	O	O	O		
24	9	14	important	O	O	O	O	O		
24	9	15	to	O	O	O	O	O		
24	9	16	take	O	O	O	O	O		
24	9	17	care	O	O	O	O	O		
25	1	1	Do	O	O	O	O	O		
25	1	2	you	O	O	O	O	O		
25	1	3	usually	O	O	O	O	O		
25	1	4	take	B-event	O	O	O	O		
25	1	5	a	I-event	O	O	O	O		
25	1	6	shower	I-event	O	O	O	O		
25	1	7	every	O	O	O	O	O		
25	1	8	day	O	O	O	O	O		
25	1	9	?	O	O	O	O	O		
25	2	1	Yes	O	O	O	O	O		
25	2	2	,	O	O	O	O	O		
25	2	3	I	B-participants	O	O	O	O		
25	2	4	take	O	O	O	O	O		
25	2	5	a	O	O	O	O	O		
25	2	6	shower	O	O	O	O	O		
25	2	7	in	B-time	O	O	O	O		
25	2	8	the	I-time	O	O	O	O		
25	2	9	morning	I-time	O	O	O	O		
25	2	10	to	O	O	O	O	O		
25	2	11	start	O	O	O	O	O		
25	2	12	my	O	O	O	O	O		
25	2	13	day	O	O	O	O	O		
25	2	14	fresh	O	O	O	O	O		
25	2	15	and	O	O	O	O	O		
25	2	16	clean	O	O	O	O	O		
25	2	17	.	O	O	O	O	O		
25	3	1	How	O	O	O	O	O		
25	3	2	about	O	O	O	O	O		
25	3	3	washing	O	O	O	O	O		
25	3	4	your	O	O	O	O	O		
25	3	5	hands	O	O	O	O	O		
25	3	6	,	O	O	O	O	O		
25	3	7	when	O	O	O	O	O		
25	3	8	do	O	O	O	O	O		
25	3	9	you	O	O	O	O	O		
25	3	10	usually	O	O	O	O	O		
25	3	11	do	O	O	O	O	O		
25	3	12	it	O	O	O	O	O		
25	3	13	?	O	O	O	O	O		
25	4	1	I	O	B-participants	O	O	O		
25	4	2	wash	O	B-event	O	O	O		
25	4	3	my	O	I-event	O	O	O		
25	4	4	hands	O	I-event	O	O	O		
25	4	5	before	O	B-time	O	O	O		
25	4	6	and	O	I-time	O	O	O		
25	4	7	after	O	I-time	O	O	O		
25	4	8	meals	O	I-time	O	O	O		
25	4	9	and	O	O	O	O	O		
25	4	10	whenever	O	I-time	O	O	O		
25	4	11	I	O	I-time	O	O	O		
25	4	12	come	O	I-time	O	O	O		
25	4	13	home	O	I-time	O	O	O		
25	4	14	after	O	I-time	O	O	O		
25	4	15	being	O	I-time	O	O	O		
25	4	16	outside	O	I-time	O	O	O		
25	4	17	.	O	O	O	O	O		
25	5	1	That	O	O	O	O	O		
25	5	2	's	O	O	O	O	O		
25	5	3	great	O	O	O	O	O		
25	5	4	for	O	O	O	O	O		
25	5	5	keeping	O	O	O	O	O		
25	5	6	germs	O	O	O	O	O		
25	5	7	away	O	O	O	O	O		
25	5	8	.	O	O	O	O	O		
25	5	9	When	O	O	O	O	O		
25	5	10	do	O	O	O	O	O		
25	5	11	you	O	O	O	O	O		
25	5	12	wash	O	O	O	O	O		
25	5	13	your	O	O	O	O	O		
25	5	14	face	O	O	O	O	O		
25	5	15	?	O	O	O	O	O		
25	6	1	I	O	O	B-participants	O	O		
25	6	2	wash	O	O	B-event	O	O		
25	6	3	my	O	O	I-event	O	O		
25	6	4	face	O	O	I-event	O	O		
25	6	5	every	O	O	B-time	O	O		
25	6	6	night	O	O	I-time	O	O		
25	6	7	before	O	O	I-time	O	O		
25	6	8	going	O	O	I-time	O	O		
25	6	9	to	O	O	I-time	O	O		
25	6	10	bed	O	O	I-time	O	O		
25	6	11	to	O	O	O	O	O		
25	6	12	remove	O	O	O	O	O		
25	6	13	the	O	O	O	O	O		
25	6	14	dirt	O	O	O	O	O		
25	6	15	accumulated	O	O	O	O	O		
25	6	16	during	O	O	O	O	O		
25	6	17	the	O	O	O	O	O		
25	6	18	day	O	O	O	O	O		
25	6	19	.	O	O	O	O	O		
25	7	1	How	O	O	O	O	O		
25	7	2	about	O	O	O	O	O		
25	7	3	bathing	O	O	O	O	O		
25	7	4	,	O	O	O	O	O		
25	7	5	how	O	O	O	O	O		
25	7	6	often	O	O	O	O	O		
25	7	7	do	O	O	O	O	O		
25	7	8	you	O	O	O	O	O		
25	7	9	usually	O	O	O	O	O		
25	7	10	take	O	O	O	O	O		
25	7	11	a	O	O	O	O	O		
25	7	12	bath	O	O	O	O	O		
25	7	13	?	O	O	O	O	O		
25	8	1	I	O	O	O	B-participants	O		
25	8	2	take	O	O	O	B-event	O		
25	8	3	a	O	O	O	I-event	O		
25	8	4	bath	O	O	O	I-event	O		
25	8	5	two	O	O	O	B-time	O		
25	8	6	to	O	O	O	I-time	O		
25	8	7	three	O	O	O	I-time	O		
25	8	8	times	O	O	O	I-time	O		
25	8	9	a	O	O	O	I-time	O		
25	8	10	week	O	O	O	I-time	O		
25	8	11	to	O	O	O	O	O		
25	8	12	relax	O	O	O	O	O		
25	8	13	my	O	O	O	O	O		
25	8	14	muscles	O	O	O	O	O		
25	8	15	and	O	O	O	O	O		
25	8	16	unwind	O	O	O	O	O		
25	8	17	.	O	O	O	O	O		
25	9	1	That	O	O	O	O	O		
25	9	2	sounds	O	O	O	O	O		
25	9	3	like	O	O	O	O	O		
25	9	4	a	O	O	O	O	O		
25	9	5	good	O	O	O	O	O		
25	9	6	routine	O	O	O	O	O		
25	9	7	for	O	O	O	O	O		
25	9	8	self	O	O	O	O	O		
25	9	9	-	O	O	O	O	O		
25	9	10	care	O	O	O	O	O		
25	9	11	.	O	O	O	O	O		
25	9	12	How	O	O	O	O	O		
26	1	1	Heya	O	O	O	O	O		
