conversation	sent_id	token_id	token	label
57	8	8	pond	O
57	8	9	and	O
57	8	10	through	O
57	8	11	the	O
57	8	12	garden	O
57	8	13	.	O
58	1	1	How	O
58	1	2	do	O
58	1	3	you	O
58	1	4	ensure	O
58	1	5	you	O
58	1	6	stay	O
58	1	7	active	O
58	1	8	during	O
58	1	9	the	O
58	1	10	day	O
58	1	11	?	O
58	2	1	I	O
58	2	2	take	O
58	2	3	a	O
58	2	4	morning	O
58	2	5	walk	O
58	2	6	in	O
58	2	7	the	O
58	2	8	park	O
58	2	9	every	O
58	2	10	day	O
58	2	11	.	O
58	3	1	That	O
58	3	2	's	O
58	3	3	great	O
58	3	4	!	O
58	3	5	Do	O
58	3	6	you	O
58	3	7	also	O
58	3	8	pay	O
58	3	9	attention	O
58	3	10	to	O
58	3	11	your	O
58	3	12	diet	O
58	3	13	?	O
58	4	1	Yes	O
58	4	2	,	O
58	4	3	I	O
58	4	4	make	O
58	4	5	sure	O
58	4	6	to	O
58	4	7	eat	O
58	4	8	a	O
58	4	9	variety	O
58	4	10	of	O
58	4	11	fruits	O
58	4	12	and	O
58	4	13	vegetables	O
58	4	14	daily	O
58	4	15	.	O
58	5	1	How	O
58	5	2	about	O
58	5	3	staying	O
58	5	4	hydrated	O
58	5	5	?	O
58	6	1	I	O
58	6	2	carry	O
58	6	3	a	O
58	6	4	water	O
58	6	5	bottle	O
58	6	6	with	O
58	6	7	me	O
58	6	8	wherever	O
58	6	9	I	O
58	6	10	go	O
58	6	11	,	O
58	6	12	so	O
58	6	13	I	O
58	6	14	drink	O
58	6	15	enough	O
58	6	16	water	O
58	6	17	.	O
58	7	1	Good	O
58	7	2	practice	O
58	7	3	!	O
58	7	4	How	O
58	7	5	do	O
58	7	6	you	O
58	7	7	make	O
58	7	8	sure	O
58	7	9	to	O
58	7	10	rest	O
58	7	11	well	O
58	7	12	?	O
58	8	1	I	O
58	8	2	have	O
58	8	3	a	O
58	8	4	bedtime	O
58	8	5	routine	O
58	8	6	including	O
58	8	7	reading	O
58	8	8	which	O
58	8	9	helps	O
58	8	10	me	O
58	8	11	drift	O
58	8	12	off	O
58	8	13	easily	O
58	8	14	.	O
58	9	1	It	O
58	9	2	's	O
58	9	3	wonderful	O
58	9	4	that	O
58	9	5	you	O
58	9	6	prioritize	O
58	9	7	your	O
58	9	8	health	O
58	9	9	like	O
58	9	10	that	O
58	9	11	!	O
58	9	12	Keep	O
58	9	13	it	O
58	9	14	up	O
58	9	15	!	O
59	1	1	So	O
59	1	2	,	O
59	1	3	how	O
59	1	4	do	O
59	1	5	you	O
59	1	6	make	O
59	1	7	sure	O
59	1	8	to	O
59	1	9	maintain	O
59	1	10	a	O
59	1	11	balanced	O
59	1	12	diet	O
59	1	13	,	O
59	1	14	especially	O
59	1	15	at	O
59	1	16	your	O
59	1	17	age	O
59	1	18	?	O
59	2	1	I	O
59	2	2	prepare	O
59	2	3	nutritious	O
59	2	4	meals	O
59	2	5	with	O
59	2	6	fruits	O
59	2	7	and	O
59	2	8	vegetables	O
59	2	9	every	O
59	2	10	day	O
59	2	11	.	O
59	3	1	That	O
59	3	2	's	O
59	3	3	great	O
59	3	4	to	O
59	3	5	hear	O
59	3	6	!	O
59	3	7	What	O
59	3	8	about	O
59	3	9	keeping	O
59	3	10	yourself	O
59	3	11	warm	O
59	3	12	or	O
59	3	13	cool	O
59	3	14	depending	O
59	3	15	on	O
59	3	16	the	O
59	3	17	weather	O
59	3	18	?	O
59	4	1	I	O
59	4	2	dress	O
59	4	3	in	O
59	4	4	layers	O
59	4	5	during	O
59	4	6	winter	O
59	4	7	and	O
59	4	8	stay	O
59	4	9	hydrated	O
59	4	10	in	O
59	4	11	summer	O
59	4	12	to	O
59	4	13	manage	O
59	4	14	temperature	O
59	4	15	.	O
59	5	1	How	O
59	5	2	do	O
59	5	3	you	O
59	5	4	ensure	O
59	5	5	to	O
59	5	6	include	O
59	5	7	exercise	O
59	5	8	in	O
59	5	9	your	O
59	5	10	daily	O
59	5	11	routine	O
59	5	12	?	O
59	6	1	I	O
59	6	2	take	O
59	6	3	short	O
59	6	4	walks	O
59	6	5	in	O
59	6	6	the	O
59	6	7	evenings	O
59	6	8	to	O
59	6	9	stay	O
59	6	10	active	O
59	6	11	and	O
59	6	12	healthy	O
59	6	13	.	O
60	1	1	Hey	O
60	1	2	!	O
60	1	3	How	O
60	1	4	do	O
60	1	5	you	O
60	1	6	usually	O
60	1	7	ensure	O
60	1	8	to	O
60	1	9	eat	O
60	1	10	well	O
60	1	11	throughout	O
60	1	12	the	O
60	1	13	day	O
60	1	14	?	O
60	2	1	Usually	O
60	2	2	,	O
60	2	3	I	O
60	2	4	have	O
60	2	5	my	O
60	2	6	breakfast	O
60	2	7	around	O
60	2	8	8	O
60	2	9	am	O
60	2	10	.	O
60	3	1	And	O
60	3	2	how	O
60	3	3	about	O
60	3	4	lunch	O
60	3	5	and	O
60	3	6	dinner	O
60	3	7	?	O
60	4	1	I	O
60	4	2	prefer	O
60	4	3	having	O
60	4	4	lunch	O
60	4	5	around	O
60	4	6	noon	O
60	4	7	and	O
60	4	8	dinner	O
60	4	9	by	O
60	4	10	6	O
60	4	11	pm	O
60	4	12	.	O
60	5	1	Do	O
60	5	2	you	O
60	5	3	prepare	O
60	5	4	your	O
60	5	5	meals	O
60	5	6	yourself	O
60	5	7	?	O
60	6	1	Sometimes	O
60	6	2	,	O
60	6	3	but	O
60	6	4	often	O
60	6	5	,	O
60	6	6	I	O
60	6	7	order	O
60	6	8	healthy	O
60	6	9	options	O
60	6	10	from	O
60	6	11	a	O
60	6	12	nearby	O
60	6	13	restaurant	O
60	6	14	.	O
60	7	1	That	O
60	7	2	sounds	O
60	7	3	convenient	O
60	7	4	.	O
60	7	5	Do	O
60	7	6	you	O
60	7	7	have	O
60	7	8	any	O
60	7	9	favorite	O
60	7	10	dishes	O
60	7	11	?	O
60	8	1	I	O
60	8	2	particularly	O
60	8	3	like	O
60	8	4	fresh	O
60	8	5	salads	O
60	8	6	and	O
60	8	7	grilled	O
60	8	8	chicken	O
60	8	9	.	O
60	9	1	Those	O
60	9	2	sound	O
60	9	3	delicious	O
60	9	4	and	O
60	9	5	healthy	O
60	9	6	!	O
60	9	7	How	O
60	9	8	do	O
60	9	9	you	O
60	9	10	ensure	O
60	9	11	you	O
60	9	12	stay	O
60	9	13	hydrated	O
60	9	14	?	O
60	10	1	I	O
60	10	2	make	O
60	10	3	sure	O
60	10	4	to	O
60	10	5	drink	O
60	10	6	plenty	O
60	10	7	of	O
60	10	8	water	O
60	10	9	throughout	O
60	10	10	the	O
60	10	11	day	O
60	10	12	.	O
61	1	1	How	O
61	1	2	do	O
61	1	3	you	O
61	1	4	ensure	O
61	1	5	you	O
61	1	6	get	O
61	1	7	enough	O
61	1	8	physical	O
61	1	9	activity	O
61	1	10	every	O
61	1	11	day	O
61	1	12	?	O
61	2	1	I	O
61	2	2	go	O
61	2	3	for	O
61	2	4	a	O
61	2	5	walk	O
61	2	6	every	O
61	2	7	morning	O
61	2	8	in	O
61	2	9	the	O
61	2	10	park	O
61	2	11	.	O
61	3	1	That	O
61	3	2	sounds	O
61	3	3	like	O
61	3	4	a	O
61	3	5	great	O
61	3	6	way	O
61	3	7	to	O
61	3	8	stay	O
61	3	9	active	O
61	3	10	.	O
61	3	11	What	O
61	3	12	about	O
61	3	13	your	O
61	3	14	meal	O
61	3	15	times	O
61	3	16	?	O
61	4	1	I	O
61	4	2	have	O
61	4	3	set	O
61	4	4	times	O
61	4	5	for	O
61	4	6	breakfast	O
61	4	7	,	O
61	4	8	lunch	O
61	4	9	,	O
61	4	10	and	O
61	4	11	dinner	O
61	4	12	.	O
61	5	1	Consistency	O
61	5	2	with	O
61	5	3	meals	O
61	5	4	is	O
61	5	5	important	O
61	5	6	.	O
61	5	7	How	O
61	5	8	do	O
61	5	9	you	O
61	5	10	stay	O
61	5	11	hydrated	O
61	5	12	throughout	O
61	5	13	the	O
61	5	14	day	O
61	5	15	?	O
61	6	1	I	O
61	6	2	make	O
61	6	3	sure	O
61	6	4	to	O
61	6	5	drink	O
61	6	6	water	O
61	6	7	regularly	O
61	6	8	.	O
61	7	1	That	O
61	7	2	's	O
61	7	3	great	O
61	7	4	!	O
61	7	5	And	O
61	7	6	how	O
61	7	7	about	O
61	7	8	taking	O
61	7	9	care	O
61	7	10	of	O
61	7	11	your	O
61	7	12	grooming	O
61	7	13	needs	O
61	7	14	?	O
61	8	1	I	O
61	8	2	take	O
61	8	3	a	O
61	8	4	shower	O
61	8	5	every	O
61	8	6	evening	O
61	8	7	before	O
61	8	8	bed	O
61	8	9	.	O
61	9	1	That	O
61	9	2	's	O
61	9	3	a	O
61	9	4	good	O
61	9	5	routine	O
61	9	6	.	O
61	9	7	It	O
61	9	8	sounds	O
61	9	9	like	O
61	9	10	you	O
61	9	11	are	O
61	9	12	managing	O
61	9	13	your	O
61	9	14	daily	O
61	9	15	self	O
61	9	16	-	O
61	9	17	care	O
61	9	18	quite	O
61	9	19	well	O
61	9	20	.	O
62	1	1	Hey	O
62	1	2	,	O
62	1	3	how	O
62	1	4	was	O
62	1	5	your	O
62	1	6	day	O
62	1	7	today	O
62	1	8	?	O
62	2	1	Oh	O
62	2	2	,	O
62	2	3	not	O
62	2	4	too	O
62	2	5	bad	O
62	2	6	.	O
62	2	7	I	O
62	2	8	wake	O
62	2	9	up	O
62	2	10	early	O
62	2	11	and	O
62	2	12	start	O
62	2	13	my	O
62	2	14	morning	O
62	2	15	routines	O
62	2	16	around	O
62	2	17	7	O
62	2	18	AM	O
62	2	19	.	O
62	3	1	That	O
62	3	2	's	O
62	3	3	great	O
62	3	4	!	O
62	3	5	When	O
62	3	6	do	O
62	3	7	you	O
62	3	8	usually	O
62	3	9	have	O
62	3	10	your	O
62	3	11	breakfast	O
62	3	12	?	O
62	4	1	I	O
62	4	2	enjoy	O
62	4	3	my	O
62	4	4	breakfast	O
62	4	5	around	O
62	4	6	8	O
62	4	7	AM	O
62	4	8	.	O
62	4	9	I	O
62	4	10	make	O
62	4	11	sure	O
62	4	12	to	O
62	4	13	have	O
62	4	14	a	O
62	4	15	balanced	O
62	4	16	meal	O
62	4	17	.	O
62	5	1	Nice	O
62	5	2	to	O
62	5	3	hear	O
62	5	4	that	O
62	5	5	!	O
62	5	6	How	O
62	5	7	do	O
62	5	8	you	O
62	5	9	make	O
62	5	10	time	O
62	5	11	for	O
62	5	12	exercise	O
62	5	13	in	O
62	5	14	your	O
62	5	15	daily	O
62	5	16	routine	O
62	5	17	?	O
62	6	1	I	O
62	6	2	usually	O
62	6	3	go	O
62	6	4	for	O
62	6	5	a	O
62	6	6	walk	O
62	6	7	in	O
62	6	8	the	O
62	6	9	park	O
62	6	10	around	O
62	6	11	10	O
62	6	12	AM	O
62	6	13	to	O
62	6	14	keep	O
62	6	15	myself	O
62	6	16	active	O
62	6	17	.	O
62	7	1	That	O
62	7	2	's	O
62	7	3	a	O
62	7	4	good	O
62	7	5	way	O
62	7	6	to	O
62	7	7	stay	O
62	7	8	healthy	O
62	7	9	.	O
62	7	10	What	O
62	7	11	about	O
62	7	12	looking	O
62	7	13	after	O
62	7	14	your	O
62	7	15	health	O
62	7	16	?	O
62	8	1	I	O
62	8	2	have	O
62	8	3	a	O
62	8	4	doctor	O
62	8	5	’s	O
62	8	6	appointment	O
62	8	7	in	O
62	8	8	the	O
62	8	9	afternoon	O
62	8	10	for	O
62	8	11	a	O
62	8	12	regular	O
62	8	13	check	O
62	8	14	-	O
62	8	15	up	O
62	8	16	.	O
62	9	1	Sounds	O
62	9	2	like	O
62	9	3	you	O
62	9	4	're	O
62	9	5	taking	O
62	9	6	good	O
62	9	7	care	O
62	9	8	of	O
63	1	1	How	O
63	1	2	are	O
63	1	3	you	O
63	1	4	feeling	O
63	1	5	today	O
63	1	6	?	O
63	2	1	Bit	O
63	2	2	tired	O
63	2	3	lately	O
63	2	4	.	O
63	3	1	Have	O
63	3	2	you	O
63	3	3	been	O
63	3	4	getting	O
63	3	5	enough	O
63	3	6	sleep	O
63	3	7	?	O
63	4	1	Some	O
63	4	2	nights	O
63	4	3	I	O
63	4	4	struggle	O
63	4	5	to	O
63	4	6	fall	O
63	4	7	asleep	O
63	4	8	.	O
63	5	1	When	O
63	5	2	do	O
63	5	3	you	O
63	5	4	usually	O
63	5	5	go	O
63	5	6	to	O
63	5	7	bed	O
63	5	8	?	O
63	6	1	Around	O
63	6	2	10	O
63	6	3	pm	O
63	6	4	,	O
63	6	5	but	O
63	6	6	I	O
63	6	7	end	O
63	6	8	up	O
63	6	9	tossing	O
63	6	10	and	O
63	6	11	turning	O
63	6	12	.	O
63	7	1	Have	O
63	7	2	you	O
63	7	3	tried	O
63	7	4	reading	O
63	7	5	before	O
63	7	6	bed	O
63	7	7	?	O
63	8	1	Yes	O
63	8	2	,	O
63	8	3	but	O
63	8	4	it	O
63	8	5	does	O
63	8	6	n't	O
63	8	7	seem	O
63	8	8	to	O
63	8	9	help	O
63	8	10	much	O
63	8	11	.	O
63	9	1	Maybe	O
63	9	2	try	O
63	9	3	a	O
63	9	4	cup	O
63	9	5	of	O
63	9	6	herbal	O
63	9	7	tea	O
63	9	8	next	O
63	9	9	time	O
63	9	10	.	O
64	1	1	How	O
64	1	2	's	O
64	1	3	your	O
64	1	4	day	O
64	1	5	going	O
64	1	6	?	O
64	1	7	Have	O
64	1	8	you	O
64	1	9	been	O
64	1	10	keeping	O
64	1	11	up	O
64	1	12	with	O
64	1	13	your	O
64	1	14	daily	O
64	1	15	routine	O
64	1	16	?	O
64	2	1	Oh	O
64	2	2	yes	O
64	2	3	,	O
64	2	4	I	O
64	2	5	make	O
64	2	6	sure	O
64	2	7	to	O
64	2	8	take	O
64	2	9	my	O
64	2	10	medication	O
64	2	11	with	O
64	2	12	breakfast	O
64	2	13	every	O
64	2	14	morning	O
64	2	15	.	O
64	3	1	That	O
64	3	2	's	O
64	3	3	great	O
64	3	4	!	O
64	3	5	When	O
64	3	6	do	O
64	3	7	you	O
64	3	8	usually	O
64	3	9	have	O
64	3	10	your	O
64	3	11	meals	O
64	3	12	throughout	O
64	3	13	the	O
64	3	14	day	O
64	3	15	?	O
64	4	1	I	O
64	4	2	have	O
64	4	3	a	O
64	4	4	light	O
64	4	5	lunch	O
64	4	6	around	O
64	4	7	midday	O
64	4	8	and	O
64	4	9	a	O
64	4	10	balanced	O
64	4	11	dinner	O
64	4	12	in	O
64	4	13	the	O
64	4	14	early	O
64	4	15	evening	O
64	4	16	.	O
64	5	1	Do	O
64	5	2	you	O
64	5	3	also	O
64	5	4	take	O
64	5	5	breaks	O
64	5	6	to	O
64	5	7	rest	O
64	5	8	and	O
64	5	9	relax	O
64	5	10	during	O
64	5	11	the	O
64	5	12	day	O
64	5	13	?	O
64	6	1	Yes	O
64	6	2	,	O
64	6	3	I	O
64	6	4	usually	O
64	6	5	set	O
64	6	6	aside	O
64	6	7	some	O
64	6	8	time	O
64	6	9	after	O
64	6	10	lunch	O
64	6	11	to	O
64	6	12	unwind	O
64	6	13	and	O
64	6	14	read	O
64	6	15	.	O
64	7	1	How	O
64	7	2	about	O
64	7	3	staying	O
64	7	4	active	O
64	7	5	?	O
64	7	6	Do	O
64	7	7	you	O
64	7	8	engage	O
64	7	9	in	O
64	7	10	any	O
64	7	11	physical	O
64	7	12	activities	O
64	7	13	?	O
64	8	1	I	O
64	8	2	take	O
64	8	3	short	O
64	8	4	walks	O
64	8	5	in	O
64	8	6	the	O
64	8	7	park	O
64	8	8	every	O
64	8	9	evening	O
64	8	10	to	O
64	8	11	get	O
64	8	12	moving	O
64	8	13	and	O
64	8	14	enjoy	O
64	8	15	the	O
64	8	16	fresh	O
64	8	17	air	O
64	8	18	.	O
65	1	1	Hey	O
65	1	2	,	O
65	1	3	how	O
65	1	4	do	O
65	1	5	you	O
65	1	6	manage	O
65	1	7	to	O
65	1	8	maintain	O
65	1	9	a	O
65	1	10	balanced	O
65	1	11	diet	O
65	1	12	every	O
65	1	13	day	O
65	1	14	?	O
65	2	1	Oh	O
65	2	2	,	O
65	2	3	I	O
65	2	4	make	O
65	2	5	sure	O
65	2	6	to	O
65	2	7	have	O
65	2	8	fruits	O
65	2	9	and	O
65	2	10	vegetables	O
65	2	11	in	O
65	2	12	every	O
65	2	13	meal	O
65	2	14	.	O
65	3	1	That	O
65	3	2	's	O
65	3	3	great	O
65	3	4	!	O
65	3	5	When	O
65	3	6	do	O
65	3	7	you	O
65	3	8	usually	O
65	3	9	fit	O
65	3	10	in	O
65	3	11	some	O
65	3	12	exercise	O
65	3	13	during	O
65	3	14	the	O
65	3	15	day	O
65	3	16	?	O
65	4	1	I	O
65	4	2	take	O
65	4	3	a	O
65	4	4	walk	O
65	4	5	in	O
65	4	6	the	O
65	4	7	park	O
65	4	8	every	O
65	4	9	morning	O
65	4	10	for	O
65	4	11	about	O
65	4	12	30	O
65	4	13	minutes	O
65	4	14	.	O
65	5	1	Sounds	O
65	5	2	refreshing	O
65	5	3	!	O
65	5	4	How	O
65	5	5	do	O
65	5	6	you	O
65	5	7	ensure	O
65	5	8	to	O
65	5	9	keep	O
65	5	10	warm	O
65	5	11	nowadays	O
65	5	12	?	O
65	6	1	I	O
65	6	2	always	O
65	6	3	wear	O
65	6	4	layers	O
65	6	5	and	O
65	6	6	have	O
65	6	7	a	O
65	6	8	cozy	O
65	6	9	blanket	O
65	6	10	on	O
65	6	11	the	O
65	6	12	couch	O
65	6	13	.	O
65	7	1	Good	O
65	7	2	idea	O
65	7	3	.	O
65	7	4	How	O
65	7	5	about	O
65	7	6	staying	O
65	7	7	hydrated	O
65	7	8	,	O
65	7	9	when	O
65	7	10	do	O
65	7	11	you	O
65	7	12	normally	O
65	7	13	have	O
65	7	14	water	O
65	7	15	?	O
65	8	1	I	O
65	8	2	carry	O
65	8	3	a	O
65	8	4	water	O
65	8	5	bottle	O
65	8	6	with	O
65	8	7	me	O
65	8	8	all	O
65	8	9	the	O
65	8	10	time	O
65	8	11	and	O
65	8	12	take	O
65	8	13	small	O
65	8	14	sips	O
65	8	15	throughout	O
65	8	16	the	O
65	8	17	day	O
65	8	18	.	O
65	9	1	Smart	O
65	9	2	!	O
65	9	3	And	O
65	9	4	how	O
65	9	5	do	O
65	9	6	you	O
65	9	7	make	O
65	9	8	sure	O
65	9	9	to	O
65	9	10	get	O
65	9	11	enough	O
65	9	12	rest	O
65	9	13	every	O
65	9	14	night	O
66	1	1	How	O
66	1	2	are	O
66	1	3	you	O
66	1	4	feeling	O
66	1	5	today	O
66	1	6	,	O
66	1	7	Mrs.	O
66	1	8	Johnson	O
66	1	9	?	O
66	2	1	Not	O
66	2	2	bad	O
66	2	3	,	O
66	2	4	thank	O
66	2	5	you	O
66	2	6	.	O
66	2	7	I	O
66	2	8	make	O
66	2	9	sure	O
66	2	10	to	O
66	2	11	exercise	O
66	2	12	every	O
66	2	13	morning	O
66	2	14	.	O
66	3	1	That	O
66	3	2	's	O
66	3	3	great	O
66	3	4	to	O
66	3	5	hear	O
66	3	6	!	O
66	3	7	How	O
66	3	8	do	O
66	3	9	you	O
66	3	10	like	O
66	3	11	to	O
66	3	12	exercise	O
66	3	13	?	O
66	4	1	I	O
66	4	2	enjoy	O
66	4	3	going	O
66	4	4	for	O
66	4	5	a	O
66	4	6	brisk	O
66	4	7	walk	O
66	4	8	in	O
66	4	9	the	O
66	4	10	park	O
66	4	11	,	O
66	4	12	it	O
66	4	13	helps	O
66	4	14	me	O
66	4	15	clear	O
66	4	16	my	O
66	4	17	mind	O
66	4	18	.	O
66	5	1	Sounds	O
66	5	2	like	O
66	5	3	a	O
66	5	4	wonderful	O
66	5	5	way	O
66	5	6	to	O
66	5	7	start	O
66	5	8	your	O
66	5	9	day	O
66	5	10	.	O
66	5	11	When	O
66	5	12	do	O
66	5	13	you	O
66	5	14	usually	O
66	5	15	go	O
66	5	16	for	O
66	5	17	your	O
66	5	18	walk	O
66	5	19	?	O
66	6	1	I	O
66	6	2	go	O
66	6	3	right	O
66	6	4	after	O
66	6	5	breakfast	O
66	6	6	.	O
66	6	7	It	O
66	6	8	gives	O
66	6	9	me	O
66	6	10	a	O
66	6	11	nice	O
66	6	12	energy	O
66	6	13	boost	O
66	6	14	for	O
66	6	15	the	O
66	6	16	rest	O
66	6	17	of	O
66	6	18	the	O
66	6	19	day	O
66	6	20	.	O
66	7	1	That	O
66	7	2	's	O
66	7	3	a	O
66	7	4	smart	O
66	7	5	routine	O
66	7	6	.	O
66	7	7	Do	O
66	7	8	you	O
66	7	9	do	O
66	7	10	anything	O
66	7	11	else	O
66	7	12	to	O
66	7	13	take	O
66	7	14	care	O
66	7	15	of	O
66	7	16	yourself	O
66	7	17	during	O
66	7	18	the	O
66	7	19	day	O
66	7	20	?	O
66	8	1	Yes	O
66	8	2	,	O
66	8	3	I	O
66	8	4	always	O
66	8	5	make	O
66	8	6	sure	O
66	8	7	to	O
66	8	8	have	O
66	8	9	a	O
66	8	10	healthy	O
66	8	11	lunch	O
66	8	12	with	O
66	8	13	lots	O
67	1	1	How	O
67	1	2	are	O
67	1	3	you	O
67	1	4	feeling	O
67	1	5	today	O
67	1	6	?	O
67	1	7	Have	O
67	1	8	you	O
67	1	9	been	O
67	1	10	keeping	O
67	1	11	up	O
67	1	12	with	O
67	1	13	your	O
67	1	14	daily	O
67	1	15	exercises	O
67	1	16	?	O
67	2	1	I	O
67	2	2	've	O
67	2	3	been	O
67	2	4	feeling	O
67	2	5	good	O
67	2	6	,	O
67	2	7	thank	O
67	2	8	you	O
67	2	9	.	O
67	2	10	Yes	O
67	2	11	,	O
67	2	12	I	O
67	2	13	do	O
67	2	14	my	O
67	2	15	exercises	O
67	2	16	every	O
67	2	17	morning	O
67	2	18	.	O
67	3	1	That	O
67	3	2	's	O
67	3	3	great	O
67	3	4	to	O
67	3	5	hear	O
67	3	6	!	O
67	3	7	When	O
67	3	8	do	O
67	3	9	you	O
67	3	10	usually	O
67	3	11	do	O
67	3	12	your	O
67	3	13	exercises	O
67	3	14	?	O
67	4	1	I	O
67	4	2	usually	O
67	4	3	do	O
67	4	4	them	O
67	4	5	right	O
67	4	6	after	O
67	4	7	breakfast	O
67	4	8	,	O
67	4	9	helps	O
67	4	10	me	O
67	4	11	start	O
67	4	12	the	O
67	4	13	day	O
67	4	14	right	O
67	4	15	.	O
67	5	1	Perfect	O
67	5	2	timing	O
67	5	3	!	O
67	5	4	Do	O
67	5	5	you	O
67	5	6	have	O
67	5	7	a	O
67	5	8	favorite	O
67	5	9	exercise	O
67	5	10	routine	O
67	5	11	you	O
67	5	12	follow	O
67	5	13	?	O
67	6	1	Yes	O
67	6	2	,	O
67	6	3	I	O
67	6	4	like	O
67	6	5	going	O
67	6	6	for	O
67	6	7	a	O
67	6	8	short	O
67	6	9	walk	O
67	6	10	in	O
67	6	11	the	O
67	6	12	garden	O
67	6	13	and	O
67	6	14	then	O
67	6	15	some	O
67	6	16	gentle	O
67	6	17	stretching	O
67	6	18	.	O
67	7	1	Sounds	O
67	7	2	like	O
67	7	3	a	O
67	7	4	nice	O
67	7	5	routine	O
67	7	6	!	O
67	7	7	How	O
67	7	8	long	O
67	7	9	do	O
67	7	10	you	O
67	7	11	usually	O
67	7	12	spend	O
67	7	13	on	O
67	7	14	your	O
67	7	15	exercises	O
67	7	16	?	O
67	8	1	About	O
67	8	2	30	O
67	8	3	minutes	O
67	8	4	in	O
67	8	5	total	O
67	8	6	if	O
67	8	7	I	O
67	8	8	include	O
67	8	9	the	O
67	8	10	walk	O
67	8	11	and	O
67	8	12	stretching	O
67	8	13	.	O
67	8	14	It	O
67	8	15	feels	O
67	8	16	good	O
67	8	17	for	O
67	8	18	my	O
67	8	19	health	O
67	8	20	.	O
68	1	1	How	O
68	1	2	do	O
68	1	3	you	O
68	1	4	make	O
68	1	5	sure	O
68	1	6	you	O
68	1	7	maintain	O
68	1	8	a	O
68	1	9	balanced	O
68	1	10	diet	O
68	1	11	every	O
68	1	12	day	O
68	1	13	?	O
68	2	1	I	O
68	2	2	try	O
68	2	3	to	O
68	2	4	include	O
68	2	5	a	O
68	2	6	variety	O
68	2	7	of	O
68	2	8	fruits	O
68	2	9	and	O
68	2	10	vegetables	O
68	2	11	in	O
68	2	12	every	O
68	2	13	meal	O
68	2	14	.	O
68	3	1	That	O
68	3	2	's	O
68	3	3	great	O
68	3	4	!	O
68	3	5	When	O
68	3	6	do	O
68	3	7	you	O
68	3	8	usually	O
68	3	9	find	O
68	3	10	time	O
68	3	11	for	O
68	3	12	exercising	O
68	3	13	?	O
68	4	1	I	O
68	4	2	make	O
68	4	3	sure	O
68	4	4	to	O
68	4	5	go	O
68	4	6	for	O
68	4	7	a	O
68	4	8	walk	O
68	4	9	in	O
68	4	10	the	O
68	4	11	park	O
68	4	12	every	O
68	4	13	morning	O
68	4	14	.	O
69	1	1	How	O
69	1	2	often	O
69	1	3	do	O
69	1	4	you	O
69	1	5	take	O
69	1	6	care	O
69	1	7	of	O
69	1	8	yourself	O
69	1	9	by	O
69	1	10	maintaining	O
69	1	11	a	O
69	1	12	balanced	O
69	1	13	diet	O
69	1	14	?	O
69	2	1	I	O
69	2	2	make	O
69	2	3	sure	O
69	2	4	to	O
69	2	5	eat	O
69	2	6	balanced	O
69	2	7	meals	O
69	2	8	every	O
69	2	9	day	O
69	2	10	.	O
69	3	1	Do	O
69	3	2	you	O
69	3	3	manage	O
69	3	4	to	O
69	3	5	keep	O
69	3	6	yourself	O
69	3	7	warm	O
69	3	8	or	O
69	3	9	cool	O
69	3	10	as	O
69	3	11	needed	O
69	3	12	?	O
69	4	1	Yes	O
69	4	2	,	O
69	4	3	I	O
69	4	4	always	O
69	4	5	dress	O
69	4	6	appropriately	O
69	4	7	for	O
69	4	8	the	O
69	4	9	weather	O
69	4	10	.	O
69	5	1	How	O
69	5	2	do	O
69	5	3	you	O
69	5	4	incorporate	O
69	5	5	exercise	O
69	5	6	into	O
69	5	7	your	O
69	5	8	routine	O
69	5	9	?	O
69	6	1	I	O
69	6	2	go	O
69	6	3	for	O
69	6	4	a	O
69	6	5	walk	O
69	6	6	outside	O
69	6	7	every	O
69	6	8	morning	O
69	6	9	.	O
69	7	1	That	O
69	7	2	sounds	O
69	7	3	like	O
69	7	4	a	O
69	7	5	good	O
69	7	6	way	O
69	7	7	to	O
69	7	8	stay	O
69	7	9	active	O
69	7	10	.	O
69	8	1	It	O
69	8	2	keeps	O
69	8	3	me	O
69	8	4	feeling	O
69	8	5	healthy	O
69	8	6	and	O
69	8	7	energized	O
69	8	8	.	O
69	9	1	It	O
69	9	2	's	O
69	9	3	great	O
69	9	4	to	O
69	9	5	hear	O
69	9	6	that	O
69	9	7	you	O
69	9	8	're	O
69	9	9	taking	O
69	9	10	such	O
69	9	11	good	O
69	9	12	care	O
69	9	13	of	O
69	9	14	yourself	O
69	9	15	.	O
70	1	1	How	O
70	1	2	do	O
70	1	3	you	O
70	1	4	usually	O
70	1	5	start	O
70	1	6	your	O
70	1	7	day	O
70	1	8	when	O
70	1	9	it	O
70	1	10	comes	O
70	1	11	to	O
70	1	12	self	O
70	1	13	-	O
70	1	14	care	O
70	1	15	?	O
70	2	1	I	O
70	2	2	wake	O
70	2	3	up	O
70	2	4	early	O
70	2	5	and	O
70	2	6	tidy	O
70	2	7	up	O
70	2	8	my	O
70	2	9	room	O
70	2	10	first	O
70	2	11	thing	O
70	2	12	in	O
70	2	13	the	O
70	2	14	morning	O
70	2	15	.	O
70	3	1	Do	O
70	3	2	you	O
70	3	3	have	O
70	3	4	a	O
70	3	5	specific	O
70	3	6	routine	O
70	3	7	for	O
70	3	8	getting	O
70	3	9	dressed	O
70	3	10	?	O
