conversation	sent_id	token_id	token	event1	event2	event3	event4	event5	event6	event7
7	3	8	go	O	O	O	O	O		
7	3	9	-	O	O	O	O	O		
7	3	10	to	O	O	O	O	O		
7	3	11	breakfast	O	O	O	O	O		
7	3	12	?	O	O	O	O	O		
7	4	1	I	O	O	O	O	O		
7	4	2	always	O	O	O	O	O		
7	4	3	have	O	O	O	O	O		
7	4	4	a	O	O	O	O	O		
7	4	5	bowl	O	O	O	O	O		
7	4	6	of	O	O	O	O	O		
7	4	7	oatmeal	O	O	O	O	O		
7	4	8	and	O	O	O	O	O		
7	4	9	a	O	O	O	O	O		
7	4	10	cup	O	O	O	O	O		
7	4	11	of	O	O	O	O	O		
7	4	12	coffee	O	O	O	O	O		
7	4	13	.	O	O	O	O	O		
7	5	1	Sounds	O	O	O	O	O		
7	5	2	healthy	O	O	O	O	O		
7	5	3	.	O	O	O	O	O		
7	5	4	How	O	O	O	O	O		
7	5	5	about	O	O	O	O	O		
7	5	6	cleaning	O	O	O	O	O		
7	5	7	the	O	O	O	O	O		
7	5	8	house	O	O	O	O	O		
7	5	9	?	O	O	O	O	O		
7	6	1	I	O	O	O	O	O		
7	6	2	clean	O	B-event	O	O	O		
7	6	3	one	O	I-event	O	O	O		
7	6	4	room	O	I-event	O	O	O		
7	6	5	a	O	I-event	O	O	O		
7	6	6	day	O	I-event	O	O	O		
7	6	7	to	O	O	O	O	O		
7	6	8	keep	O	O	O	O	O		
7	6	9	everything	O	O	O	O	O		
7	6	10	tidy	O	O	O	O	O		
7	6	11	.	O	O	O	O	O		
7	7	1	Do	O	O	O	O	O		
7	7	2	you	O	O	O	O	O		
7	7	3	enjoy	O	O	O	O	O		
7	7	4	doing	O	O	O	O	O		
7	7	5	house	O	O	O	O	O		
7	7	6	chores	O	O	O	O	O		
7	7	7	?	O	O	O	O	O		
7	8	1	Not	O	O	O	O	O		
7	8	2	really	O	O	O	O	O		
7	8	3	,	O	O	O	O	O		
7	8	4	but	O	O	O	O	O		
7	8	5	they	O	O	O	O	O		
7	8	6	need	O	O	O	O	O		
7	8	7	to	O	O	O	O	O		
7	8	8	be	O	O	O	O	O		
7	8	9	done	O	O	O	O	O		
7	8	10	to	O	O	O	O	O		
7	8	11	keep	O	O	O	O	O		
7	8	12	the	O	O	O	O	O		
7	8	13	house	O	O	O	O	O		
7	8	14	organized	O	O	O	O	O		
7	8	15	.	O	O	O	O	O		
7	9	1	At	O	O	O	O	O		
7	9	2	what	O	O	O	O	O		
7	9	3	time	O	O	O	O	O		
7	9	4	of	O	O	O	O	O		
7	9	5	the	O	O	O	O	O		
7	9	6	day	O	O	O	O	O		
7	9	7	do	O	O	O	O	O		
7	9	8	you	O	O	O	O	O		
7	9	9	usually	O	O	O	O	O		
7	9	10	do	O	O	O	O	O		
7	9	11	your	O	O	O	O	O		
7	9	12	cleaning	O	O	O	O	O		
7	9	13	routine	O	O	O	O	O		
7	9	14	?	O	O	O	O	O		
8	1	1	How	O	O	O	O	O		
8	1	2	was	O	O	O	O	O		
8	1	3	your	O	O	O	O	O		
8	1	4	day	O	O	O	O	O		
8	1	5	today	O	O	O	O	O		
8	1	6	?	O	O	O	O	O		
8	2	1	I	O	O	O	O	O		
8	2	2	woke	O	O	O	O	O		
8	2	3	up	O	O	O	O	O		
8	2	4	early	O	O	O	O	O		
8	2	5	at	O	O	O	O	O		
8	2	6	6	B-time	O	O	O	O		
8	2	7	am	I-time	O	O	O	O		
8	2	8	to	O	O	O	O	O		
8	2	9	start	O	O	O	O	O		
8	2	10	preparing	B-event	O	O	O	O		
8	2	11	breakfast	I-event	O	O	O	O		
8	2	12	.	O	O	O	O	O		
8	3	1	What	O	O	O	O	O		
8	3	2	did	O	O	O	O	O		
8	3	3	you	O	O	O	O	O		
8	3	4	have	O	O	O	O	O		
8	3	5	for	O	O	O	O	O		
8	3	6	breakfast	O	O	O	O	O		
8	3	7	?	O	O	O	O	O		
8	4	1	I	O	O	O	O	O		
8	4	2	cooked	O	O	O	O	O		
8	4	3	some	O	O	O	O	O		
8	4	4	scrambled	O	O	O	O	O		
8	4	5	eggs	O	O	O	O	O		
8	4	6	and	O	O	O	O	O		
8	4	7	paired	O	O	O	O	O		
8	4	8	them	O	O	O	O	O		
8	4	9	with	O	O	O	O	O		
8	4	10	toast	O	O	O	O	O		
8	4	11	and	O	O	O	O	O		
8	4	12	a	O	O	O	O	O		
8	4	13	cup	O	O	O	O	O		
8	4	14	of	O	O	O	O	O		
8	4	15	tea	O	O	O	O	O		
8	4	16	.	O	O	O	O	O		
8	5	1	Sounds	O	O	O	O	O		
8	5	2	delicious	O	O	O	O	O		
8	5	3	!	O	O	O	O	O		
8	5	4	What	O	O	O	O	O		
8	5	5	did	O	O	O	O	O		
8	5	6	you	O	O	O	O	O		
8	5	7	do	O	O	O	O	O		
8	5	8	after	O	O	O	O	O		
8	5	9	breakfast	O	O	O	O	O		
8	5	10	?	O	O	O	O	O		
8	6	1	I	O	O	O	O	O		
8	6	2	did	O	O	O	O	O		
8	6	3	some	O	O	O	O	O		
8	6	4	light	O	B-event	O	O	O		
8	6	5	cleaning	O	I-event	O	O	O		
8	6	6	around	O	I-event	O	O	O		
8	6	7	the	O	I-event	O	O	O		
8	6	8	house	O	I-event	O	O	O		
8	6	9	and	O	O	O	O	O		
8	6	10	then	O	O	O	O	O		
8	6	11	washed	O	O	B-event	O	O		
8	6	12	a	O	O	I-event	O	O		
8	6	13	load	O	O	I-event	O	O		
8	6	14	of	O	O	I-event	O	O		
8	6	15	laundry	O	O	I-event	O	O		
8	6	16	.	O	O	O	O	O		
8	7	1	That	O	O	O	O	O		
8	7	2	's	O	O	O	O	O		
8	7	3	productive	O	O	O	O	O		
8	7	4	!	O	O	O	O	O		
8	7	5	How	O	O	O	O	O		
8	7	6	do	O	O	O	O	O		
8	7	7	you	O	O	O	O	O		
8	7	8	feel	O	O	O	O	O		
8	7	9	now	O	O	O	O	O		
8	7	10	after	O	O	O	O	O		
8	7	11	getting	O	O	O	O	O		
8	7	12	these	O	O	O	O	O		
8	7	13	tasks	O	O	O	O	O		
8	7	14	done	O	O	O	O	O		
8	7	15	?	O	O	O	O	O		
8	8	1	I	O	O	O	O	O		
8	8	2	feel	O	O	O	O	O		
8	8	3	accomplished	O	O	O	O	O		
8	8	4	and	O	O	O	O	O		
8	8	5	ready	O	O	O	O	O		
8	8	6	to	O	O	O	O	O		
8	8	7	relax	O	O	O	O	O		
8	8	8	for	O	O	O	O	O		
8	8	9	the	O	O	O	O	O		
8	8	10	rest	O	O	O	O	O		
8	8	11	of	O	O	O	O	O		
8	8	12	the	O	O	O	O	O		
8	8	13	day	O	O	O	O	O		
8	8	14	.	O	O	O	O	O		
9	1	1	How	O	O	O	O	O		
9	1	2	are	O	O	O	O	O		
9	1	3	you	O	O	O	O	O		
9	1	4	doing	O	O	O	O	O		
9	1	5	today	O	O	O	O	O		
9	1	6	?	O	O	O	O	O		
9	1	7	Have	O	O	O	O	O		
9	1	8	you	O	O	O	O	O		
9	1	9	been	O	O	O	O	O		
9	1	10	preparing	B-event	O	O	O	O		
9	1	11	your	I-event	O	O	O	O		
9	1	12	meals	I-event	O	O	O	O		
9	1	13	?	I-event	O	O	O	O		
9	2	1	Yes	O	O	O	O	O		
9	2	2	,	O	O	O	O	O		
9	2	3	I	B-participants	O	O	O	O		
9	2	4	usually	O	O	O	O	O		
9	2	5	prepare	O	O	O	O	O		
9	2	6	my	O	O	O	O	O		
9	2	7	meals	O	O	O	O	O		
9	2	8	in	B-time	O	O	O	O		
9	2	9	the	I-time	O	O	O	O		
9	2	10	morning	I-time	O	O	O	O		
9	2	11	and	O	O	O	O	O		
9	2	12	keep	O	O	O	O	O		
9	2	13	it	O	O	O	O	O		
9	2	14	simple	O	O	O	O	O		
9	2	15	.	O	O	O	O	O		
9	3	1	That	O	O	O	O	O		
9	3	2	's	O	O	O	O	O		
9	3	3	good	O	O	O	O	O		
9	3	4	to	O	O	O	O	O		
9	3	5	hear	O	O	O	O	O		
9	3	6	.	O	O	O	O	O		
9	3	7	How	O	O	O	O	O		
9	3	8	about	O	O	O	O	O		
9	3	9	cleaning	O	B-event	O	O	O		
9	3	10	the	O	I-event	O	O	O		
9	3	11	house	O	I-event	O	O	O		
9	3	12	?	O	I-event	O	O	O		
9	3	13	When	O	O	O	O	O		
9	3	14	do	O	O	O	O	O		
9	3	15	you	O	O	O	O	O		
9	3	16	usually	O	O	O	O	O		
9	3	17	do	O	O	O	O	O		
9	3	18	that	O	O	O	O	O		
9	3	19	?	O	O	O	O	O		
9	4	1	I	O	B-participants	O	O	O		
9	4	2	clean	O	O	O	O	O		
9	4	3	the	O	B-place	O	O	O		
9	4	4	house	O	I-place	O	O	O		
9	4	5	in	O	B-time	O	O	O		
9	4	6	the	O	I-time	O	O	O		
9	4	7	afternoon	O	I-time	O	O	O		
9	4	8	as	O	O	O	O	O		
9	4	9	it	O	O	O	O	O		
9	4	10	's	O	O	O	O	O		
9	4	11	quieter	O	O	O	O	O		
9	4	12	then	O	O	O	O	O		
9	4	13	.	O	O	O	O	O		
9	5	1	Nice	O	O	O	O	O		
9	5	2	,	O	O	O	O	O		
9	5	3	it	O	O	O	O	O		
9	5	4	must	O	O	O	O	O		
9	5	5	feel	O	O	O	O	O		
9	5	6	refreshing	O	O	O	O	O		
9	5	7	to	O	O	O	O	O		
9	5	8	have	O	O	O	O	O		
9	5	9	a	O	O	O	O	O		
9	5	10	clean	O	O	O	O	O		
9	5	11	space	O	O	O	O	O		
9	5	12	.	O	O	O	O	O		
9	5	13	Do	O	O	O	O	O		
9	5	14	you	O	O	O	O	O		
9	5	15	enjoy	O	O	O	O	O		
9	5	16	cooking	O	O	O	O	O		
9	5	17	new	O	O	O	O	O		
9	5	18	recipes	O	O	O	O	O		
9	5	19	?	O	O	O	O	O		
9	6	1	I	O	O	O	O	O		
9	6	2	stick	O	O	O	O	O		
9	6	3	to	O	O	O	O	O		
9	6	4	my	O	O	O	O	O		
9	6	5	old	O	O	O	O	O		
9	6	6	recipes	O	O	O	O	O		
9	6	7	,	O	O	O	O	O		
9	6	8	they	O	O	O	O	O		
9	6	9	always	O	O	O	O	O		
9	6	10	turn	O	O	O	O	O		
9	6	11	out	O	O	O	O	O		
9	6	12	delicious	O	O	O	O	O		
9	6	13	.	O	O	O	O	O		
9	7	1	That	O	O	O	O	O		
9	7	2	's	O	O	O	O	O		
9	7	3	great	O	O	O	O	O		
9	7	4	!	O	O	O	O	O		
9	7	5	How	O	O	O	O	O		
9	7	6	about	O	O	O	O	O		
9	7	7	using	O	O	B-event	O	O		
9	7	8	household	O	O	I-event	O	O		
9	7	9	appliances	O	O	I-event	O	O		
9	7	10	?	O	O	I-event	O	O		
9	7	11	When	O	O	O	O	O		
9	7	12	do	O	O	O	O	O		
9	7	13	you	O	O	O	O	O		
9	7	14	typically	O	O	O	O	O		
9	7	15	do	O	O	O	O	O		
9	7	16	that	O	O	O	O	O		
9	7	17	?	O	O	O	O	O		
9	8	1	I	O	O	B-participants	O	O		
9	8	2	use	O	O	O	O	O		
9	8	3	them	O	O	O	O	O		
9	8	4	mostly	O	O	O	O	O		
9	8	5	in	O	O	B-time	O	O		
9	8	6	the	O	O	I-time	O	O		
9	8	7	evening	O	O	I-time	O	O		
9	8	8	after	O	O	I-time	O	O		
9	8	9	dinner	O	O	I-time	O	O		
9	8	10	to	O	O	O	O	O		
9	8	11	simplify	O	O	O	O	O		
9	8	12	my	O	O	O	O	O		
9	8	13	tasks	O	O	O	O	O		
9	8	14	.	O	O	O	O	O		
10	1	1	When	O	O	O	O	O		
10	1	2	do	O	O	O	O	O		
10	1	3	you	O	O	O	O	O		
10	1	4	usually	O	O	O	O	O		
10	1	5	do	O	O	O	O	O		
10	1	6	your	O	O	O	O	O		
10	1	7	laundry	O	O	O	O	O		
10	1	8	?	O	O	O	O	O		
10	2	1	I	O	O	O	O	O		
10	2	2	do	B-event	O	O	O	O		
10	2	3	my	I-event	O	O	O	O		
10	2	4	laundry	I-event	O	O	O	O		
10	2	5	every	B-time	O	O	O	O		
10	2	6	Sunday	I-time	O	O	O	O		
10	2	7	morning	I-time	O	O	O	O		
10	2	8	.	O	O	O	O	O		
10	3	1	How	O	O	O	O	O		
10	3	2	do	O	O	O	O	O		
10	3	3	you	O	O	O	O	O		
10	3	4	usually	O	O	O	O	O		
10	3	5	clean	O	B-event	O	O	O		
10	3	6	the	O	I-event	O	O	O		
10	3	7	house	O	I-event	O	O	O		
10	3	8	?	O	O	O	O	O		
10	4	1	I	O	O	O	O	O		
10	4	2	start	O	O	O	O	O		
10	4	3	by	O	O	O	O	O		
10	4	4	dusting	O	O	O	O	O		
10	4	5	all	O	O	O	O	O		
10	4	6	the	O	O	O	O	O		
10	4	7	furniture	O	O	O	O	O		
10	4	8	,	O	O	O	O	O		
10	4	9	then	O	O	O	O	O		
10	4	10	vacuum	O	O	O	O	O		
10	4	11	the	O	O	O	O	O		
10	4	12	floors	O	O	O	O	O		
10	4	13	.	O	O	O	O	O		
10	5	1	And	O	O	O	O	O		
10	5	2	how	O	O	O	O	O		
10	5	3	about	O	O	O	O	O		
10	5	4	preparing	O	O	O	O	O		
10	5	5	meals	O	O	O	O	O		
10	5	6	,	O	O	O	O	O		
10	5	7	when	O	O	O	O	O		
10	5	8	do	O	O	O	O	O		
10	5	9	you	O	O	O	O	O		
10	5	10	usually	O	O	O	O	O		
10	5	11	cook	O	O	O	O	O		
10	5	12	?	O	O	O	O	O		
10	6	1	I	O	O	O	O	O		
10	6	2	cook	O	O	B-event	O	O		
10	6	3	dinner	O	O	I-event	O	O		
10	6	4	every	O	O	B-time	O	O		
10	6	5	evening	O	O	I-time	O	O		
10	6	6	around	O	O	I-time	O	O		
10	6	7	6	O	O	I-time	O	O		
10	6	8	p.m.	O	O	I-time	O	O		
10	7	1	What	O	O	O	O	O		
10	7	2	do	O	O	O	O	O		
10	7	3	you	O	O	O	O	O		
10	7	4	enjoy	O	O	O	O	O		
10	7	5	the	O	O	O	O	O		
10	7	6	most	O	O	O	O	O		
10	7	7	in	O	O	O	O	O		
10	7	8	terms	O	O	O	O	O		
10	7	9	of	O	O	O	O	O		
10	7	10	household	O	O	O	O	O		
10	7	11	tasks	O	O	O	O	O		
10	7	12	?	O	O	O	O	O		
10	8	1	I	O	O	O	O	O		
10	8	2	enjoy	O	O	O	O	O		
10	8	3	organizing	O	O	O	B-event	O		
10	8	4	and	O	O	O	I-event	O		
10	8	5	decluttering	O	O	O	I-event	O		
10	8	6	the	O	O	O	I-event	O		
10	8	7	house	O	O	O	I-event	O		
10	8	8	the	O	O	O	O	O		
10	8	9	most	O	O	O	O	O		
10	8	10	.	O	O	O	O	O		
10	9	1	That	O	O	O	O	O		
10	9	2	's	O	O	O	O	O		
10	9	3	great	O	O	O	O	O		
10	9	4	!	O	O	O	O	O		
10	9	5	How	O	O	O	O	O		
10	9	6	about	O	O	O	O	O		
10	9	7	storing	O	O	O	O	O		
10	9	8	food	O	O	O	O	O		
10	9	9	and	O	O	O	O	O		
10	9	10	leftovers	O	O	O	O	O		
10	9	11	,	O	O	O	O	O		
10	9	12	do	O	O	O	O	O		
10	9	13	you	O	O	O	O	O		
10	9	14	have	O	O	O	O	O		
10	9	15	a	O	O	O	O	O		
10	9	16	specific	O	O	O	O	O		
10	9	17	system	O	O	O	O	O		
10	9	18	for	O	O	O	O	O		
10	9	19	that	O	O	O	O	O		
10	9	20	?	O	O	O	O	O		
10	10	1	Yes	O	O	O	O	O		
10	10	2	,	O	O	O	O	O		
10	10	3	I	O	O	O	O	O		
10	10	4	always	O	O	O	O	O		
10	10	5	label	O	O	O	O	B-event		
10	10	6	and	O	O	O	O	I-event		
10	10	7	date	O	O	O	O	I-event		
10	10	8	leftovers	O	O	O	O	I-event		
10	10	9	before	O	O	O	O	I-event		
10	10	10	storing	O	O	O	O	I-event		
10	10	11	them	O	O	O	O	I-event		
10	10	12	in	O	O	O	O	I-event		
10	10	13	the	O	O	O	O	I-event		
10	10	14	fridge	O	O	O	O	I-event		
10	10	15	.	O	O	O	O	O		
11	1	1	How	O	O	O	O	O		
11	1	2	do	O	O	O	O	O		
11	1	3	you	O	O	O	O	O		
11	1	4	usually	O	O	O	O	O		
11	1	5	start	O	O	O	O	O		
11	1	6	your	O	O	O	O	O		
11	1	7	day	O	O	O	O	O		
11	1	8	at	O	O	O	O	O		
11	1	9	home	B-place	O	O	O	O		
11	1	10	?	O	O	O	O	O		
11	2	1	I	O	O	O	O	O		
11	2	2	wake	B-event	O	O	O	O		
11	2	3	up	I-event	O	O	O	O		
11	2	4	early	I-event	O	O	O	O		
11	2	5	,	O	O	O	O	O		
11	2	6	make	O	B-event	O	O	O		
11	2	7	my	O	I-event	O	O	O		
11	2	8	bed	O	I-event	O	O	O		
11	2	9	,	O	O	O	O	O		
11	2	10	and	O	O	O	O	O		
11	2	11	have	O	O	B-event	O	O		
11	2	12	a	O	O	I-event	O	O		
11	2	13	cup	O	O	I-event	O	O		
11	2	14	of	O	O	I-event	O	O		
11	2	15	coffee	O	O	I-event	O	O		
11	2	16	.	O	O	O	O	O		
11	3	1	And	O	O	O	O	O		
11	3	2	what	O	O	O	O	O		
11	3	3	about	O	O	O	O	O		
11	3	4	breakfast	O	O	O	O	O		
11	3	5	?	O	O	O	O	O		
11	4	1	I	O	O	O	O	O		
11	4	2	usually	O	O	O	O	O		
11	4	3	have	O	O	O	B-event	O		
11	4	4	some	O	O	O	I-event	O		
11	4	5	toast	O	O	O	I-event	O		
11	4	6	and	O	O	O	I-event	O		
11	4	7	a	O	O	O	I-event	O		
11	4	8	boiled	O	O	O	I-event	O		
11	4	9	egg	O	O	O	I-event	O		
11	4	10	.	O	O	O	O	O		
11	5	1	Do	O	O	O	O	O		
11	5	2	you	O	O	O	O	O		
11	5	3	have	O	O	O	O	O		
11	5	4	any	O	O	O	O	O		
11	5	5	particular	O	O	O	O	O		
11	5	6	chore	O	O	O	O	O		
11	5	7	you	O	O	O	O	O		
11	5	8	do	O	O	O	O	O		
11	5	9	every	O	O	O	O	O		
11	5	10	day	O	O	O	O	O		
11	5	11	?	O	O	O	O	O		
11	6	1	Yes	O	O	O	O	O		
11	6	2	,	O	O	O	O	O		
11	6	3	I	O	O	O	O	O		
11	6	4	sweep	O	O	O	O	B-event		
11	6	5	the	O	O	O	O	I-event		
11	6	6	floor	O	O	O	O	I-event		
11	6	7	and	O	O	O	O	I-event		
11	6	8	water	O	O	O	O	I-event		
11	6	9	the	O	O	O	O	I-event		
11	6	10	plants	O	O	O	O	I-event		
11	6	11	every	O	O	O	O	B-time		
11	6	12	morning	O	O	O	O	I-time		
11	6	13	.	O	O	O	O	O		
11	7	1	When	O	O	O	O	O		
11	7	2	do	O	O	O	O	O		
11	7	3	you	O	O	O	O	O		
11	7	4	typically	O	O	O	O	O		
11	7	5	do	O	O	O	O	O		
11	7	6	your	O	O	O	O	O		
11	7	7	grocery	O	O	O	O	O		
11	7	8	shopping	O	O	O	O	O		
11	7	9	?	O	O	O	O	O		
11	8	1	I	O	O	O	O	O		
11	8	2	go	O	O	O	O	O	B-event	
11	8	3	to	O	O	O	O	O	I-event	
11	8	4	the	O	O	O	O	O	I-event	
11	8	5	supermarket	O	O	O	O	O	I-event	
11	8	6	on	O	O	O	O	O	B-time	
11	8	7	Saturdays	O	O	O	O	O	I-time	
11	8	8	in	O	O	O	O	O	I-time	
11	8	9	the	O	O	O	O	O	I-time	
11	8	10	late	O	O	O	O	O	I-time	
11	8	11	morning	O	O	O	O	O	I-time	
11	8	12	.	O	O	O	O	O		
11	9	1	That	O	O	O	O	O		
11	9	2	sounds	O	O	O	O	O		
11	9	3	like	O	O	O	O	O		
11	9	4	a	O	O	O	O	O		
11	9	5	nice	O	O	O	O	O		
11	9	6	routine	O	O	O	O	O		
11	9	7	.	O	O	O	O	O		
11	9	8	How	O	O	O	O	O		
11	9	9	do	O	O	O	O	O		
11	9	10	you	O	O	O	O	O		
11	9	11	relax	O	O	O	O	O		
11	9	12	in	O	O	O	O	O		
11	9	13	the	O	O	O	O	O		
11	9	14	evenings	O	O	O	O	O		
11	9	15	?	O	O	O	O	O		
12	1	1	How	O	O	O	O	O		
12	1	2	often	O	O	O	O	O		
12	1	3	do	O	O	O	O	O		
12	1	4	you	O	O	O	O	O		
12	1	5	cook	O	O	O	O	O		
12	1	6	your	O	O	O	O	O		
12	1	7	meals	O	O	O	O	O		
12	1	8	?	O	O	O	O	O		
12	2	1	I	O	O	O	O	O		
12	2	2	usually	O	O	O	O	O		
12	2	3	cook	B-event	O	O	O	O		
12	2	4	breakfast	I-event	O	O	O	O		
12	2	5	and	I-event	O	O	O	O		
12	2	6	dinner	I-event	O	O	O	O		
12	2	7	every	B-time	O	O	O	O		
12	2	8	day	I-time	O	O	O	O		
12	2	9	.	O	O	O	O	O		
12	3	1	What	O	O	O	O	O		
12	3	2	's	O	O	O	O	O		
12	3	3	your	O	O	O	O	O		
12	3	4	favorite	O	O	O	O	O		
12	3	5	dish	O	O	O	O	O		
12	3	6	to	O	O	O	O	O		
12	3	7	cook	O	O	O	O	O		
12	3	8	for	O	O	O	O	O		
12	3	9	dinner	O	O	O	O	O		
12	3	10	?	O	O	O	O	O		
12	4	1	I	O	O	O	O	O		
12	4	2	really	O	O	O	O	O		
12	4	3	enjoy	O	O	O	O	O		
12	4	4	making	O	O	O	O	O		
12	4	5	a	O	O	O	O	O		
12	4	6	simple	O	O	O	O	O		
12	4	7	pasta	O	O	O	O	O		
12	4	8	with	O	O	O	O	O		
12	4	9	tomato	O	O	O	O	O		
12	4	10	sauce	O	O	O	O	O		
12	4	11	.	O	O	O	O	O		
12	5	1	When	O	O	O	O	O		
12	5	2	do	O	O	O	O	O		
12	5	3	you	O	O	O	O	O		
12	5	4	usually	O	O	O	O	O		
12	5	5	do	O	O	O	O	O		
12	5	6	your	O	O	O	O	O		
12	5	7	laundry	O	O	O	O	O		
12	5	8	?	O	O	O	O	O		
12	6	1	I	O	O	O	O	O		
12	6	2	try	O	O	O	O	O		
12	6	3	to	O	O	O	O	O		
12	6	4	do	O	O	O	O	O		
12	6	5	laundry	O	B-event	O	O	O		
12	6	6	twice	O	I-event	O	O	O		
12	6	7	a	O	B-time	O	O	O		
12	6	8	week	O	I-time	O	O	O		
12	6	9	,	O	I-time	O	O	O		
12	6	10	on	O	I-time	O	O	O		
12	6	11	Wednesdays	O	I-time	O	O	O		
12	6	12	and	O	I-time	O	O	O		
12	6	13	Sundays	O	I-time	O	O	O		
12	6	14	.	O	O	O	O	O		
12	7	1	How	O	O	O	O	O		
12	7	2	do	O	O	O	O	O		
12	7	3	you	O	O	O	O	O		
12	7	4	manage	O	O	O	O	O		
12	7	5	food	O	O	O	O	O		
12	7	6	storage	O	O	O	O	O		
12	7	7	in	O	O	O	O	O		
12	7	8	your	O	O	O	O	O		
12	7	9	kitchen	O	O	O	O	O		
12	7	10	?	O	O	O	O	O		
12	8	1	I	O	O	O	O	O		
12	8	2	organize	O	O	O	O	O		
12	8	3	my	O	O	O	O	O		
12	8	4	fridge	O	O	O	O	O		
12	8	5	to	O	O	O	O	O		
12	8	6	store	O	O	O	O	O		
12	8	7	fresh	O	O	O	O	O		
12	8	8	ingredients	O	O	O	O	O		
12	8	9	and	O	O	O	O	O		
12	8	10	use	O	O	O	O	O		
12	8	11	my	O	O	O	O	O		
12	8	12	pantry	O	O	O	O	O		
12	8	13	for	O	O	O	O	O		
12	8	14	dry	O	O	O	O	O		
12	8	15	goods	O	O	O	O	O		
12	8	16	.	O	O	O	O	O		
12	9	1	Do	O	O	O	O	O		
12	9	2	you	O	O	O	O	O		
12	9	3	have	O	O	O	O	O		
12	9	4	a	O	O	O	O	O		
12	9	5	specific	O	O	O	O	O		
12	9	6	routine	O	O	O	O	O		
12	9	7	for	O	O	O	O	O		
12	9	8	cleaning	O	O	O	O	O		
12	9	9	the	O	O	O	O	O		
12	9	10	house	O	O	O	O	O		
12	9	11	?	O	O	O	O	O		
12	10	1	Yes	O	O	O	O	O		
12	10	2	,	O	O	O	O	O		
12	10	3	I	O	O	O	O	O		
12	10	4	do	O	O	O	O	O		
12	10	5	general	O	O	B-event	O	O		
12	10	6	cleaning	O	O	I-event	O	O		
12	10	7	on	O	O	B-time	O	O		
12	10	8	Saturdays	O	O	I-time	O	O		
12	10	9	and	O	O	O	O	O		
12	10	10	deep	O	O	O	B-event	O		
12	10	11	cleaning	O	O	O	I-event	O		
12	10	12	once	O	O	O	B-time	O		
12	10	13	a	O	O	O	I-time	O		
12	10	14	month	O	O	O	I-time	O		
12	10	15	.	O	O	O	I-time	O		
13	1	1	How	O	O	O	O	O		
13	1	2	do	O	O	O	O	O		
13	1	3	you	O	O	O	O	O		
13	1	4	usually	O	O	O	O	O		
13	1	5	plan	O	O	O	O	O		
13	1	6	your	O	O	O	O	O		
13	1	7	meals	O	O	O	O	O		
13	1	8	for	O	O	O	O	O		
13	1	9	the	O	O	O	O	O		
13	1	10	week	O	O	O	O	O		
13	1	11	?	O	O	O	O	O		
13	2	1	I	O	O	O	O	O		
13	2	2	sit	O	O	O	O	O		
13	2	3	down	O	O	O	O	O		
13	2	4	on	O	O	O	O	O		
13	2	5	Sunday	B-time	O	O	O	O		
13	2	6	afternoons	I-time	O	O	O	O		
13	2	7	and	O	O	O	O	O		
13	2	8	make	B-event	O	O	O	O		
13	2	9	a	I-event	O	O	O	O		
13	2	10	meal	I-event	O	O	O	O		
13	2	11	plan	I-event	O	O	O	O		
13	2	12	for	O	O	O	O	O		
13	2	13	each	O	O	O	O	O		
13	2	14	day	O	O	O	O	O		
13	2	15	.	O	O	O	O	O		
13	3	1	Sounds	O	O	O	O	O		
13	3	2	like	O	O	O	O	O		
13	3	3	a	O	O	O	O	O		
13	3	4	good	O	O	O	O	O		
13	3	5	strategy	O	O	O	O	O		
13	3	6	!	O	O	O	O	O		
13	3	7	When	O	O	O	O	O		
13	3	8	do	O	O	O	O	O		
13	3	9	you	O	O	O	O	O		
13	3	10	normally	O	O	O	O	O		
13	3	11	go	O	O	O	O	O		
13	3	12	grocery	O	O	O	O	O		
13	3	13	shopping	O	O	O	O	O		
13	3	14	?	O	O	O	O	O		
13	4	1	I	O	O	O	O	O		
13	4	2	tend	O	O	O	O	O		
13	4	3	to	O	O	O	O	O		
13	4	4	go	O	B-event	O	O	O		
13	4	5	shopping	O	I-event	O	O	O		
13	4	6	on	O	O	O	O	O		
13	4	7	Mondays	O	B-time	O	O	O		
13	4	8	to	O	O	O	O	O		
13	4	9	get	O	O	O	O	O		
13	4	10	everything	O	O	O	O	O		
13	4	11	fresh	O	O	O	O	O		
13	4	12	for	O	O	O	O	O		
13	4	13	the	O	O	O	O	O		
13	4	14	week	O	O	O	O	O		
13	4	15	.	O	O	O	O	O		
13	5	1	And	O	O	O	O	O		
13	5	2	how	O	O	O	O	O		
13	5	3	about	O	O	O	O	O		
13	5	4	cooking	O	O	O	O	O		
13	5	5	the	O	O	O	O	O		
13	5	6	meals	O	O	O	O	O		
13	5	7	during	O	O	O	O	O		
13	5	8	the	O	O	O	O	O		
13	5	9	week	O	O	O	O	O		
13	5	10	?	O	O	O	O	O		
13	6	1	I	O	O	O	O	O		
13	6	2	start	O	O	B-event	O	O		
13	6	3	cooking	O	O	I-event	O	O		
13	6	4	around	O	O	O	O	O		
13	6	5	dinner	O	O	B-time	O	O		
13	6	6	time	O	O	I-time	O	O		
13	6	7	,	O	O	O	O	O		
13	6	8	early	O	O	O	O	O		
13	6	9	preparation	O	O	O	O	O		
13	6	10	make	O	O	O	O	O		
13	6	11	things	O	O	O	O	O		
13	6	12	easier	O	O	O	O	O		
13	6	13	.	O	O	O	O	O		
