conversation	sent_id	token_id	token	event1	event2	event3	event4	event5	event6	event7	event8
7	1	7	far	O	O	O	O	O			
7	1	8	?	O	O	O	O	O			
7	2	1	I	O	O	O	O	O			
7	2	2	woke	O	O	O	O	O			
7	2	3	up	O	O	O	O	O			
7	2	4	early	O	O	O	O	O			
7	2	5	and	O	O	O	O	O			
7	2	6	watered	B-event	O	O	O	O			
7	2	7	my	I-event	O	O	O	O			
7	2	8	plants	I-event	O	O	O	O			
7	2	9	this	B-time	O	O	O	O			
7	2	10	morning	I-time	O	O	O	O			
7	2	11	.	O	O	O	O	O			
7	3	1	That	O	O	O	O	O			
7	3	2	's	O	O	O	O	O			
7	3	3	wonderful	O	O	O	O	O			
7	3	4	!	O	O	O	O	O			
7	3	5	Do	O	O	O	O	O			
7	3	6	you	O	O	O	O	O			
7	3	7	have	O	O	O	O	O			
7	3	8	many	O	O	O	O	O			
7	3	9	plants	O	O	O	O	O			
7	3	10	in	O	O	O	O	O			
7	3	11	your	O	O	O	O	O			
7	3	12	home	O	O	O	O	O			
7	3	13	?	O	O	O	O	O			
7	4	1	Oh	O	O	O	O	O			
7	4	2	yes	O	O	O	O	O			
7	4	3	,	O	O	O	O	O			
7	4	4	I	O	O	O	O	O			
7	4	5	love	O	O	O	O	O			
7	4	6	having	O	O	O	O	O			
7	4	7	a	O	O	O	O	O			
7	4	8	lot	O	O	O	O	O			
7	4	9	of	O	O	O	O	O			
7	4	10	plants	O	O	O	O	O			
7	4	11	around	O	O	O	O	O			
7	4	12	.	O	O	O	O	O			
7	5	1	When	O	O	O	O	O			
7	5	2	did	O	O	O	O	O			
7	5	3	you	O	O	O	O	O			
7	5	4	start	O	O	O	O	O			
7	5	5	growing	O	O	O	O	O			
7	5	6	plants	O	O	O	O	O			
7	5	7	at	O	O	O	O	O			
7	5	8	home	O	O	O	O	O			
7	5	9	?	O	O	O	O	O			
7	6	1	It	O	O	O	O	O			
7	6	2	's	O	O	O	O	O			
7	6	3	been	O	O	O	O	O			
7	6	4	a	O	O	O	O	O			
7	6	5	few	O	O	O	O	O			
7	6	6	years	O	O	O	O	O			
7	6	7	now	O	O	O	O	O			
7	6	8	since	O	O	O	O	O			
7	6	9	I	O	O	O	O	O			
7	6	10	began	O	O	O	O	O			
7	6	11	collecting	O	O	O	O	O			
7	6	12	them	O	O	O	O	O			
7	6	13	.	O	O	O	O	O			
7	7	1	It	O	O	O	O	O			
7	7	2	must	O	O	O	O	O			
7	7	3	be	O	O	O	O	O			
7	7	4	nice	O	O	O	O	O			
7	7	5	to	O	O	O	O	O			
7	7	6	have	O	O	O	O	O			
7	7	7	all	O	O	O	O	O			
7	7	8	that	O	O	O	O	O			
7	7	9	greenery	O	O	O	O	O			
7	7	10	indoors	O	O	O	O	O			
7	7	11	.	O	O	O	O	O			
7	8	1	It	O	O	O	O	O			
7	8	2	truly	O	O	O	O	O			
7	8	3	does	O	O	O	O	O			
7	8	4	liven	O	O	O	O	O			
7	8	5	up	O	O	O	O	O			
7	8	6	the	O	O	O	O	O			
7	8	7	space	O	O	O	O	O			
7	8	8	and	O	O	O	O	O			
7	8	9	brings	O	O	O	O	O			
7	8	10	a	O	O	O	O	O			
7	8	11	sense	O	O	O	O	O			
7	8	12	of	O	O	O	O	O			
7	8	13	calmness	O	O	O	O	O			
7	8	14	.	O	O	O	O	O			
8	1	1	How	O	O	O	O	O			
8	1	2	was	O	O	O	O	O			
8	1	3	your	O	O	O	O	O			
8	1	4	day	O	O	O	O	O			
8	1	5	today	O	O	O	O	O			
8	1	6	?	O	O	O	O	O			
8	2	1	Oh	O	O	O	O	O			
8	2	2	,	O	O	O	O	O			
8	2	3	quite	O	O	O	O	O			
8	2	4	busy	O	O	O	O	O			
8	2	5	.	O	O	O	O	O			
8	2	6	I	O	O	O	O	O			
8	2	7	had	O	O	O	O	O			
8	2	8	to	O	O	O	O	O			
8	2	9	water	B-event	O	O	O	O			
8	2	10	my	I-event	O	O	O	O			
8	2	11	plants	I-event	O	O	O	O			
8	2	12	this	B-time	O	O	O	O			
8	2	13	morning	I-time	O	O	O	O			
8	2	14	.	O	O	O	O	O			
8	3	1	And	O	O	O	O	O			
8	3	2	when	O	O	O	O	O			
8	3	3	do	O	O	O	O	O			
8	3	4	you	O	O	O	O	O			
8	3	5	usually	O	O	O	O	O			
8	3	6	do	O	O	O	O	O			
8	3	7	your	O	O	O	O	O			
8	3	8	grocery	O	B-event	O	O	O			
8	3	9	shopping	O	I-event	O	O	O			
8	3	10	?	O	O	O	O	O			
8	4	1	I	O	O	O	O	O			
8	4	2	like	O	O	O	O	O			
8	4	3	to	O	O	O	O	O			
8	4	4	go	O	O	O	O	O			
8	4	5	on	O	O	O	O	O			
8	4	6	Saturdays	O	B-time	O	O	O			
8	4	7	,	O	O	O	O	O			
8	4	8	it	O	O	O	O	O			
8	4	9	's	O	O	O	O	O			
8	4	10	less	O	O	O	O	O			
8	4	11	crowded	O	O	O	O	O			
8	4	12	then	O	O	O	O	O			
8	4	13	.	O	O	O	O	O			
8	5	1	Sounds	O	O	O	O	O			
8	5	2	nice	O	O	O	O	O			
8	5	3	.	O	O	O	O	O			
8	5	4	Do	O	O	O	O	O			
8	5	5	you	O	O	O	O	O			
8	5	6	cook	O	O	B-event	O	O			
8	5	7	dinner	O	O	I-event	O	O			
8	5	8	every	O	O	B-time	O	O			
8	5	9	day	O	O	I-time	O	O			
8	5	10	?	O	O	I-time	O	O			
8	6	1	Yes	O	O	O	O	O			
8	6	2	,	O	O	O	O	O			
8	6	3	I	O	O	O	O	O			
8	6	4	prepare	O	O	O	B-event	O			
8	6	5	something	O	O	O	I-event	O			
8	6	6	simple	O	O	O	I-event	O			
8	6	7	every	O	O	O	B-time	O			
8	6	8	evening	O	O	O	I-time	O			
8	6	9	.	O	O	O	O	O			
8	7	1	What	O	O	O	O	O			
8	7	2	about	O	O	O	O	O			
8	7	3	doing	O	O	O	O	B-event			
8	7	4	laundry	O	O	O	O	I-event			
8	7	5	,	O	O	O	O	O			
8	7	6	is	O	O	O	O	O			
8	7	7	it	O	O	O	O	O			
8	7	8	a	O	O	O	O	O			
8	7	9	weekly	O	O	O	O	O			
8	7	10	task	O	O	O	O	O			
8	7	11	for	O	O	O	O	O			
8	7	12	you	O	O	O	O	O			
8	7	13	?	O	O	O	O	O			
8	8	1	Yes	O	O	O	O	O			
8	8	2	,	O	O	O	O	O			
8	8	3	I	O	O	O	O	O			
8	8	4	do	O	O	O	O	O			
8	8	5	it	O	O	O	O	O			
8	8	6	every	O	O	O	O	B-time			
8	8	7	Sunday	O	O	O	O	I-time			
8	8	8	morning	O	O	O	O	I-time			
8	8	9	.	O	O	O	O	O			
8	8	10	It	O	O	O	O	O			
8	8	11	's	O	O	O	O	O			
8	8	12	part	O	O	O	O	O			
8	8	13	of	O	O	O	O	O			
8	8	14	my	O	O	O	O	O			
8	8	15	routine	O	O	O	O	O			
8	8	16	.	O	O	O	O	O			
9	1	1	How	O	O	O	O	O			
9	1	2	was	O	O	O	O	O			
9	1	3	your	O	O	O	O	O			
9	1	4	day	O	O	O	O	O			
9	1	5	today	O	O	O	O	O			
9	1	6	?	O	O	O	O	O			
9	2	1	It	O	O	O	O	O			
9	2	2	was	O	O	O	O	O			
9	2	3	good	O	O	O	O	O			
9	2	4	.	O	O	O	O	O			
9	2	5	I	O	O	O	O	O			
9	2	6	spent	O	O	O	O	O			
9	2	7	the	O	O	O	O	O			
9	2	8	morning	B-time	O	O	O	O			
9	2	9	cleaning	B-event	O	O	O	O			
9	2	10	the	I-event	O	O	O	O			
9	2	11	house	I-event	O	O	O	O			
9	2	12	.	O	O	O	O	O			
9	3	1	When	O	O	O	O	O			
9	3	2	was	O	O	O	O	O			
9	3	3	the	O	O	O	O	O			
9	3	4	last	O	O	O	O	O			
9	3	5	time	O	O	O	O	O			
9	3	6	you	O	O	O	O	O			
9	3	7	did	O	O	O	O	O			
9	3	8	a	O	O	O	O	O			
9	3	9	deep	O	O	O	O	O			
9	3	10	clean	O	O	O	O	O			
9	3	11	of	O	O	O	O	O			
9	3	12	your	O	O	O	O	O			
9	3	13	house	O	O	O	O	O			
9	3	14	?	O	O	O	O	O			
9	4	1	I	O	O	O	O	O			
9	4	2	usually	O	O	O	O	O			
9	4	3	do	O	O	O	O	O			
9	4	4	it	O	O	O	O	O			
9	4	5	every	O	O	O	O	O			
9	4	6	few	O	O	O	O	O			
9	4	7	weeks	O	O	O	O	O			
9	4	8	.	O	O	O	O	O			
9	5	1	How	O	O	O	O	O			
9	5	2	do	O	O	O	O	O			
9	5	3	you	O	O	O	O	O			
9	5	4	manage	O	O	O	O	O			
9	5	5	to	O	O	O	O	O			
9	5	6	keep	O	O	O	O	O			
9	5	7	everything	O	O	O	O	O			
9	5	8	organized	O	O	O	O	O			
9	5	9	?	O	O	O	O	O			
9	6	1	I	O	O	O	O	O			
9	6	2	have	O	O	O	O	O			
9	6	3	a	O	O	O	O	O			
9	6	4	routine	O	O	O	O	O			
9	6	5	that	O	O	O	O	O			
9	6	6	helps	O	O	O	O	O			
9	6	7	me	O	O	O	O	O			
9	6	8	stay	O	O	O	O	O			
9	6	9	on	O	O	O	O	O			
9	6	10	top	O	O	O	O	O			
9	6	11	of	O	O	O	O	O			
9	6	12	things	O	O	O	O	O			
9	6	13	.	O	O	O	O	O			
9	7	1	That	O	O	O	O	O			
9	7	2	's	O	O	O	O	O			
9	7	3	great	O	O	O	O	O			
9	7	4	to	O	O	O	O	O			
9	7	5	hear	O	O	O	O	O			
9	7	6	.	O	O	O	O	O			
9	7	7	Did	O	O	O	O	O			
9	7	8	you	O	O	O	O	O			
9	7	9	need	O	O	O	O	O			
9	7	10	any	O	O	O	O	O			
9	7	11	help	O	O	O	O	O			
9	7	12	with	O	O	O	O	O			
9	7	13	the	O	O	O	O	O			
9	7	14	cleaning	O	O	O	O	O			
9	7	15	today	O	O	O	O	O			
9	7	16	?	O	O	O	O	O			
9	8	1	No	O	O	O	O	O			
9	8	2	,	O	O	O	O	O			
9	8	3	I	O	O	O	O	O			
9	8	4	'm	O	O	O	O	O			
9	8	5	fine	O	O	O	O	O			
9	8	6	managing	O	O	O	O	O			
9	8	7	it	O	O	O	O	O			
9	8	8	on	O	O	O	O	O			
9	8	9	my	O	O	O	O	O			
9	8	10	own	O	O	O	O	O			
9	8	11	.	O	O	O	O	O			
9	9	1	It	O	O	O	O	O			
9	9	2	's	O	O	O	O	O			
9	9	3	impressive	O	O	O	O	O			
9	9	4	how	O	O	O	O	O			
9	9	5	you	O	O	O	O	O			
9	9	6	handle	O	O	O	O	O			
9	9	7	everything	O	O	O	O	O			
9	9	8	by	O	O	O	O	O			
9	9	9	yourself	O	O	O	O	O			
9	9	10	.	O	O	O	O	O			
10	1	1	How	O	O	O	O	O			
10	1	2	was	O	O	O	O	O			
10	1	3	your	O	O	O	O	O			
10	1	4	day	O	O	O	O	O			
10	1	5	today	O	O	O	O	O			
10	1	6	?	O	O	O	O	O			
10	2	1	It	O	O	O	O	O			
10	2	2	was	O	O	O	O	O			
10	2	3	quite	O	O	O	O	O			
10	2	4	eventful	O	O	O	O	O			
10	2	5	.	O	O	O	O	O			
10	2	6	I	O	O	O	O	O			
10	2	7	finally	O	O	O	O	O			
10	2	8	finished	O	O	O	O	O			
10	2	9	reorganizing	B-event	O	O	O	O			
10	2	10	my	I-event	O	O	O	O			
10	2	11	living	I-event	O	O	O	O			
10	2	12	room	I-event	O	O	O	O			
10	2	13	.	O	O	O	O	O			
10	3	1	That	O	O	O	O	O			
10	3	2	's	O	O	O	O	O			
10	3	3	great	O	O	O	O	O			
10	3	4	!	O	O	O	O	O			
10	3	5	When	O	O	O	O	O			
10	3	6	did	O	O	O	O	O			
10	3	7	you	O	O	O	O	O			
10	3	8	start	O	O	O	O	O			
10	3	9	this	O	O	O	O	O			
10	3	10	project	O	O	O	O	O			
10	3	11	?	O	O	O	O	O			
10	4	1	I	O	O	O	O	O			
10	4	2	started	O	O	O	O	O			
10	4	3	it	O	O	O	O	O			
10	4	4	last	B-time	O	O	O	O			
10	4	5	week	I-time	O	O	O	O			
10	4	6	,	O	O	O	O	O			
10	4	7	it	O	O	O	O	O			
10	4	8	took	O	O	O	O	O			
10	4	9	longer	O	O	O	O	O			
10	4	10	than	O	O	O	O	O			
10	4	11	expected	O	O	O	O	O			
10	4	12	.	O	O	O	O	O			
10	5	1	Did	O	O	O	O	O			
10	5	2	you	O	O	O	O	O			
10	5	3	rearrange	O	O	O	O	O			
10	5	4	the	O	O	O	O	O			
10	5	5	furniture	O	O	O	O	O			
10	5	6	as	O	O	O	O	O			
10	5	7	well	O	O	O	O	O			
10	5	8	?	O	O	O	O	O			
10	6	1	Yes	O	O	O	O	O			
10	6	2	,	O	O	O	O	O			
10	6	3	I	O	O	O	O	O			
10	6	4	did	O	O	O	O	O			
10	6	5	.	O	O	O	O	O			
10	6	6	It	O	O	O	O	O			
10	6	7	was	O	O	O	O	O			
10	6	8	quite	O	O	O	O	O			
10	6	9	a	O	O	O	O	O			
10	6	10	task	O	O	O	O	O			
10	6	11	,	O	O	O	O	O			
10	6	12	but	O	O	O	O	O			
10	6	13	it	O	O	O	O	O			
10	6	14	looks	O	O	O	O	O			
10	6	15	much	O	O	O	O	O			
10	6	16	better	O	O	O	O	O			
10	6	17	now	O	O	O	O	O			
10	6	18	.	O	O	O	O	O			
10	7	1	Are	O	O	O	O	O			
10	7	2	you	O	O	O	O	O			
10	7	3	planning	O	O	O	O	O			
10	7	4	to	O	O	O	O	O			
10	7	5	tackle	O	O	O	O	O			
10	7	6	any	O	O	O	O	O			
10	7	7	other	O	O	O	O	O			
10	7	8	rooms	O	O	O	O	O			
10	7	9	next	O	O	O	O	O			
10	7	10	?	O	O	O	O	O			
10	8	1	I	O	O	O	O	O			
10	8	2	'm	O	O	O	O	O			
10	8	3	thinking	O	O	O	O	O			
10	8	4	about	O	O	O	O	O			
10	8	5	redecorating	O	B-event	O	O	O			
10	8	6	the	O	I-event	O	O	O			
10	8	7	bedroom	O	I-event	O	O	O			
10	8	8	next	O	O	O	O	O			
10	8	9	,	O	O	O	O	O			
10	8	10	maybe	O	O	O	O	O			
10	8	11	next	O	B-time	O	O	O			
10	8	12	month	O	I-time	O	O	O			
10	8	13	.	O	O	O	O	O			
10	9	1	That	O	O	O	O	O			
10	9	2	sounds	O	O	O	O	O			
10	9	3	exciting	O	O	O	O	O			
10	9	4	,	O	O	O	O	O			
10	9	5	I	O	O	O	O	O			
10	9	6	ca	O	O	O	O	O			
10	9	7	n't	O	O	O	O	O			
10	9	8	wait	O	O	O	O	O			
10	9	9	to	O	O	O	O	O			
10	9	10	see	O	O	O	O	O			
10	9	11	the	O	O	O	O	O			
10	9	12	end	O	O	O	O	O			
10	9	13	result	O	O	O	O	O			
10	9	14	!	O	O	O	O	O			
11	1	1	How	O	O	O	O	O			
11	1	2	was	O	O	O	O	O			
11	1	3	your	O	O	O	O	O			
11	1	4	day	O	O	O	O	O			
11	1	5	today	O	O	O	O	O			
11	1	6	?	O	O	O	O	O			
11	1	7	Anything	O	O	O	O	O			
11	1	8	interesting	O	O	O	O	O			
11	1	9	happen	O	O	O	O	O			
11	1	10	at	O	O	O	O	O			
11	1	11	home	O	O	O	O	O			
11	1	12	?	O	O	O	O	O			
11	2	1	Oh	O	O	O	O	O			
11	2	2	,	O	O	O	O	O			
11	2	3	I	O	O	O	O	O			
11	2	4	had	O	O	O	O	O			
11	2	5	a	O	O	O	O	O			
11	2	6	busy	O	O	O	O	O			
11	2	7	day	O	O	O	O	O			
11	2	8	!	O	O	O	O	O			
11	2	9	I	O	O	O	O	O			
11	2	10	finally	O	O	O	O	O			
11	2	11	organized	B-event	O	O	O	O			
11	2	12	my	I-event	O	O	O	O			
11	2	13	closet	I-event	O	O	O	O			
11	2	14	and	I-event	O	O	O	O			
11	2	15	got	I-event	O	O	O	O			
11	2	16	rid	I-event	O	O	O	O			
11	2	17	of	I-event	O	O	O	O			
11	2	18	old	I-event	O	O	O	O			
11	2	19	clothes	I-event	O	O	O	O			
11	2	20	.	O	O	O	O	O			
11	3	1	That	O	O	O	O	O			
11	3	2	's	O	O	O	O	O			
11	3	3	great	O	O	O	O	O			
11	3	4	!	O	O	O	O	O			
11	3	5	How	O	O	O	O	O			
11	3	6	did	O	O	O	O	O			
11	3	7	you	O	O	O	O	O			
11	3	8	decide	O	O	O	O	O			
11	3	9	which	O	O	O	O	O			
11	3	10	clothes	O	O	O	O	O			
11	3	11	to	O	O	O	O	O			
11	3	12	keep	O	O	O	O	O			
11	3	13	and	O	O	O	O	O			
11	3	14	which	O	O	O	O	O			
11	3	15	to	O	O	O	O	O			
11	3	16	donate	O	O	O	O	O			
11	3	17	?	O	O	O	O	O			
11	4	1	I	O	O	O	O	O			
11	4	2	picked	O	O	O	O	O			
11	4	3	the	O	O	O	O	O			
11	4	4	ones	O	O	O	O	O			
11	4	5	that	O	O	O	O	O			
11	4	6	I	O	O	O	O	O			
11	4	7	have	O	O	O	O	O			
11	4	8	n't	O	O	O	O	O			
11	4	9	worn	O	O	O	O	O			
11	4	10	in	O	O	O	O	O			
11	4	11	over	O	O	O	O	O			
11	4	12	a	O	O	O	O	O			
11	4	13	year	O	O	O	O	O			
11	4	14	to	O	O	O	O	O			
11	4	15	donate	O	O	O	O	O			
11	4	16	.	O	O	O	O	O			
11	5	1	Smart	O	O	O	O	O			
11	5	2	choice	O	O	O	O	O			
11	5	3	!	O	O	O	O	O			
11	5	4	Did	O	O	O	O	O			
11	5	5	you	O	O	O	O	O			
11	5	6	tackle	O	O	O	O	O			
11	5	7	any	O	O	O	O	O			
11	5	8	other	O	O	O	O	O			
11	5	9	chores	O	O	O	O	O			
11	5	10	today	O	O	O	O	O			
11	5	11	?	O	O	O	O	O			
11	6	1	Yes	O	O	O	O	O			
11	6	2	,	O	O	O	O	O			
11	6	3	I	O	O	O	O	O			
11	6	4	also	O	O	O	O	O			
11	6	5	cleaned	O	B-event	O	O	O			
11	6	6	out	O	I-event	O	O	O			
11	6	7	the	O	I-event	O	O	O			
11	6	8	pantry	O	I-event	O	O	O			
11	6	9	and	O	I-event	O	O	O			
11	6	10	restocked	O	I-event	O	O	O			
11	6	11	it	O	I-event	O	O	O			
11	6	12	with	O	I-event	O	O	O			
11	6	13	fresh	O	I-event	O	O	O			
11	6	14	groceries	O	I-event	O	O	O			
11	6	15	.	O	I-event	O	O	O			
11	7	1	Sounds	O	O	O	O	O			
11	7	2	like	O	O	O	O	O			
11	7	3	you	O	O	O	O	O			
11	7	4	were	O	O	O	O	O			
11	7	5	quite	O	O	O	O	O			
11	7	6	productive	O	O	O	O	O			
11	7	7	!	O	O	O	O	O			
11	7	8	When	O	O	O	O	O			
11	7	9	do	O	O	O	O	O			
11	7	10	you	O	O	O	O	O			
11	7	11	usually	O	O	O	O	O			
11	7	12	prefer	O	O	O	O	O			
11	7	13	doing	O	O	O	O	O			
11	7	14	these	O	O	O	O	O			
11	7	15	tasks	O	O	O	O	O			
11	7	16	?	O	O	O	O	O			
11	8	1	I	O	O	O	O	O			
11	8	2	usually	O	O	O	O	O			
11	8	3	set	O	O	O	O	O			
11	8	4	aside	O	O	O	O	O			
11	8	5	time	O	O	O	O	O			
11	8	6	on	O	O	O	O	O			
11	8	7	weekends	O	O	B-time	O	O			
11	8	8	to	O	O	O	O	O			
11	8	9	catch	O	O	B-event	O	O			
11	8	10	up	O	O	I-event	O	O			
11	8	11	on	O	O	I-event	O	O			
11	8	12	chores	O	O	I-event	O	O			
11	8	13	like	O	O	I-event	O	O			
11	8	14	these	O	O	I-event	O	O			
11	8	15	.	O	O	O	O	O			
12	1	1	How	O	O	O	O	O			
12	1	2	was	O	O	O	O	O			
12	1	3	your	O	O	O	O	O			
12	1	4	day	O	O	O	O	O			
12	1	5	today	O	O	O	O	O			
12	1	6	,	O	O	O	O	O			
12	1	7	any	O	O	O	O	O			
12	1	8	interesting	O	O	O	O	O			
12	1	9	thing	O	O	O	O	O			
12	1	10	happened	O	O	O	O	O			
12	1	11	?	O	O	O	O	O			
12	2	1	Oh	O	O	O	O	O			
12	2	2	,	O	O	O	O	O			
12	2	3	just	O	O	O	O	O			
12	2	4	the	O	O	O	O	O			
12	2	5	regular	O	O	O	O	O			
12	2	6	routine	O	O	O	O	O			
12	2	7	.	O	O	O	O	O			
12	3	1	Did	O	O	O	O	O			
12	3	2	you	O	O	O	O	O			
12	3	3	manage	O	O	O	O	O			
12	3	4	to	O	O	O	O	O			
12	3	5	complete	O	O	O	O	O			
12	3	6	your	O	O	O	O	O			
12	3	7	household	O	O	O	O	O			
12	3	8	chores	O	O	O	O	O			
12	3	9	today	O	O	O	O	O			
12	3	10	?	O	O	O	O	O			
12	4	1	Yes	O	O	O	O	O			
12	4	2	,	O	O	O	O	O			
12	4	3	I	O	O	O	O	O			
12	4	4	did	O	O	O	O	O			
12	4	5	some	O	O	O	O	O			
12	4	6	cooking	B-event	O	O	O	O			
12	4	7	and	I-event	O	O	O	O			
12	4	8	laundry	I-event	O	O	O	O			
12	4	9	in	B-time	O	O	O	O			
12	4	10	the	I-time	O	O	O	O			
12	4	11	afternoon	I-time	O	O	O	O			
12	4	12	.	O	O	O	O	O			
12	5	1	When	O	O	O	O	O			
12	5	2	do	O	O	O	O	O			
12	5	3	you	O	O	O	O	O			
12	5	4	usually	O	O	O	O	O			
12	5	5	find	O	O	O	O	O			
12	5	6	time	O	O	O	O	O			
12	5	7	to	O	O	O	O	O			
12	5	8	do	O	O	O	O	O			
12	5	9	the	O	O	O	O	O			
12	5	10	household	O	O	O	O	O			
12	5	11	chores	O	O	O	O	O			
12	5	12	?	O	O	O	O	O			
12	6	1	I	O	O	O	O	O			
12	6	2	like	O	O	O	O	O			
12	6	3	to	O	O	O	O	O			
12	6	4	do	O	O	O	O	O			
12	6	5	them	O	O	O	O	O			
12	6	6	in	O	O	O	O	O			
12	6	7	the	O	O	O	O	O			
12	6	8	afternoon	O	O	O	O	O			
12	6	9	when	O	O	O	O	O			
12	6	10	it	O	O	O	O	O			
12	6	11	's	O	O	O	O	O			
12	6	12	quieter	O	O	O	O	O			
12	6	13	.	O	O	O	O	O			
12	7	1	That	O	O	O	O	O			
12	7	2	sounds	O	O	O	O	O			
12	7	3	like	O	O	O	O	O			
12	7	4	a	O	O	O	O	O			
12	7	5	good	O	O	O	O	O			
12	7	6	plan	O	O	O	O	O			
12	7	7	.	O	O	O	O	O			
12	7	8	Do	O	O	O	O	O			
12	7	9	you	O	O	O	O	O			
12	7	10	follow	O	O	O	O	O			
12	7	11	a	O	O	O	O	O			
12	7	12	specific	O	O	O	O	O			
12	7	13	schedule	O	O	O	O	O			
12	7	14	for	O	O	O	O	O			
12	7	15	your	O	O	O	O	O			
12	7	16	domestic	O	O	O	O	O			
12	7	17	tasks	O	O	O	O	O			
12	7	18	?	O	O	O	O	O			
12	8	1	No	O	O	O	O	O			
12	8	2	,	O	O	O	O	O			
12	8	3	I	O	O	O	O	O			
12	8	4	just	O	O	O	O	O			
12	8	5	try	O	O	O	O	O			
12	8	6	to	O	O	O	O	O			
12	8	7	fit	O	O	O	O	O			
12	8	8	them	O	O	O	O	O			
12	8	9	in	O	O	O	O	O			
12	8	10	based	O	O	O	O	O			
12	8	11	on	O	O	O	O	O			
12	8	12	how	O	O	O	O	O			
12	8	13	I	O	O	O	O	O			
12	8	14	'm	O	O	O	O	O			
12	8	15	feeling	O	O	O	O	O			
12	8	16	that	O	O	O	O	O			
12	8	17	day	O	O	O	O	O			
12	8	18	.	O	O	O	O	O			
12	9	1	It	O	O	O	O	O			
12	9	2	's	O	O	O	O	O			
12	9	3	nice	O	O	O	O	O			
12	9	4	that	O	O	O	O	O			
12	9	5	you	O	O	O	O	O			
12	9	6	have	O	O	O	O	O			
12	9	7	some	O	O	O	O	O			
12	9	8	flexibility	O	O	O	O	O			
12	9	9	with	O	O	O	O	O			
12	9	10	your	O	O	O	O	O			
12	9	11	routine	O	O	O	O	O			
12	9	12	.	O	O	O	O	O			
13	1	1	How	O	O	O	O	O			
13	1	2	has	O	O	O	O	O			
13	1	3	your	O	O	O	O	O			
13	1	4	day	O	O	O	O	O			
13	1	5	been	O	O	O	O	O			
13	1	6	so	O	O	O	O	O			
13	1	7	far	O	O	O	O	O			
13	1	8	?	O	O	O	O	O			
13	2	1	I	O	O	O	O	O			
13	2	2	woke	O	O	O	O	O			
13	2	3	up	O	O	O	O	O			
13	2	4	early	B-time	O	O	O	O			
13	2	5	to	O	O	O	O	O			
13	2	6	water	B-event	O	O	O	O			
13	2	7	my	I-event	O	O	O	O			
13	2	8	plants	I-event	O	O	O	O			
13	2	9	in	O	O	O	O	O			
13	2	10	the	O	O	O	O	O			
13	2	11	garden	B-place	O	O	O	O			
13	2	12	.	O	O	O	O	O			
13	3	1	That	O	O	O	O	O			
13	3	2	sounds	O	O	O	O	O			
13	3	3	refreshing	O	O	O	O	O			
13	3	4	!	O	O	O	O	O			
13	3	5	When	O	O	O	O	O			
13	3	6	did	O	O	O	O	O			
13	3	7	you	O	O	O	O	O			
13	3	8	start	O	O	O	O	O			
13	3	9	gardening	O	O	O	O	O			
13	3	10	?	O	O	O	O	O			
13	4	1	I	O	O	O	O	O			
13	4	2	've	O	O	O	O	O			
13	4	3	been	O	O	O	O	O			
13	4	4	gardening	O	O	O	O	O			
13	4	5	for	O	O	O	O	O			
13	4	6	over	O	O	O	O	O			
13	4	7	30	O	O	O	O	O			
13	4	8	years	O	O	O	O	O			
13	4	9	now	O	O	O	O	O			
13	4	10	.	O	O	O	O	O			
13	5	1	Do	O	O	O	O	O			
13	5	2	you	O	O	O	O	O			
13	5	3	have	O	O	O	O	O			
13	5	4	a	O	O	O	O	O			
13	5	5	favorite	O	O	O	O	O			
13	5	6	plant	O	O	O	O	O			
13	5	7	in	O	O	O	O	O			
13	5	8	your	O	O	O	O	O			
13	5	9	garden	O	O	O	O	O			
13	5	10	?	O	O	O	O	O			
13	6	1	Yes	O	O	O	O	O			
13	6	2	,	O	O	O	O	O			
13	6	3	my	O	O	O	O	O			
13	6	4	rose	O	O	O	O	O			
13	6	5	bushes	O	O	O	O	O			
13	6	6	always	O	O	O	O	O			
13	6	7	brighten	O	O	O	O	O			
13	6	8	up	O	O	O	O	O			
13	6	9	my	O	O	O	O	O			
13	6	10	day	O	O	O	O	O			
13	6	11	.	O	O	O	O	O			
13	7	1	How	O	O	O	O	O			
13	7	2	often	O	O	O	O	O			
13	7	3	do	O	O	O	O	O			
13	7	4	you	O	O	O	O	O			
13	7	5	spend	O	O	O	O	O			
13	7	6	time	O	O	O	O	O			
13	7	7	taking	O	O	O	O	O			
13	7	8	care	O	O	O	O	O			
13	7	9	of	O	O	O	O	O			
13	7	10	your	O	O	O	O	O			
13	7	11	plants	O	O	O	O	O			
13	7	12	?	O	O	O	O	O			
13	8	1	I	O	O	O	O	O			
13	8	2	try	O	O	O	O	O			
13	8	3	to	O	O	O	O	O			
13	8	4	at	O	O	O	O	O			
13	8	5	least	O	O	O	O	O			
13	8	6	visit	O	B-event	O	O	O			
13	8	7	my	O	I-event	O	O	O			
13	8	8	garden	O	I-event	O	O	O			
13	8	9	every	O	B-time	O	O	O			
13	8	10	morning	O	I-time	O	O	O			
13	8	11	and	O	I-time	O	O	O			
13	8	12	evening	O	I-time	O	O	O			
13	8	13	.	O	I-time	O	O	O			
13	9	1	It	O	O	O	O	O			
13	9	2	must	O	O	O	O	O			
13	9	3	be	O	O	O	O	O			
13	9	4	therapeutic	O	O	O	O	O			
13	9	5	to	O	O	O	O	O			
13	9	6	tend	O	O	O	O	O			
13	9	7	to	O	O	O	O	O			
13	9	8	your	O	O	O	O	O			
